negatives
"frozenset({'P55316', 'P31276', 'TCR'})"
"frozenset({'A8MQ03', 'Q9NPA0', 'TCR'})"
"frozenset({'TCR', 'Q4G163', 'Q9Y297'})"
"frozenset({'Q9HCE1', 'P63272', 'TCR'})"
"frozenset({'Q14669', 'TCR', 'Q8N726'})"
"frozenset({'TCR', 'O43639', 'O60500'})"
"frozenset({'TCR', 'A1L4K1', 'Q9UIE0'})"
"frozenset({'P30260', 'P61024', 'TCR'})"
"frozenset({'O00591', 'O60296', 'TCR'})"
"frozenset({'P61952', 'Q92806', 'TCR'})"
"frozenset({'Q9Y5H9', 'Q9NR30', 'TCR'})"
"frozenset({'P48443', 'P12532', 'TCR'})"
"frozenset({'Q9H4A3', 'Q13111', 'TCR'})"
"frozenset({'Q8IUD2', 'TCR', 'Q01968'})"
"frozenset({'Q15637', 'TCR', 'O43447'})"
"frozenset({'P43657', 'P63215', 'TCR'})"
"frozenset({'P34897', 'Q9H4A5', 'TCR'})"
"frozenset({'Q09161', 'Q96J01', 'TCR'})"
"frozenset({'TCR', 'Q9Y277', 'O75947'})"
"frozenset({'Q16568', 'Q8IXL6', 'TCR'})"
"frozenset({'Q01130', 'Q13573', 'TCR'})"
"frozenset({'P05412', 'P48506', 'TCR'})"
"frozenset({'Q96EK5', 'Q8IY51', 'TCR'})"
"frozenset({'Q3ZCQ8', 'P25963', 'TCR'})"
"frozenset({'P62993', 'Q96RF0', 'TCR'})"
"frozenset({'TCR', 'Q8TCC3', 'P26373'})"
"frozenset({'TCR', 'P06241', 'Q06418'})"
"frozenset({'Q93009', 'P63208', 'TCR'})"
"frozenset({'Q6IQ23', 'O00425', 'TCR'})"
"frozenset({'Q8N357', 'P13686', 'TCR'})"
"frozenset({'Q01628', 'P52630', 'TCR'})"
"frozenset({'TCR', 'P62993', 'Q15651'})"
"frozenset({'P43686', 'P60900', 'TCR'})"
"frozenset({'TCR', 'Q6ZVM7', 'Q9Y3C5'})"
"frozenset({'P36406', 'Q6P1J9', 'TCR'})"
"frozenset({'O95619', 'Q8N3F8', 'TCR'})"
"frozenset({'P60228', 'Q9H9Q2', 'TCR'})"
"frozenset({'Q8NGE1', 'P62873', 'TCR'})"
"frozenset({'O14744', 'Q9NWB6', 'TCR'})"
"frozenset({'Q16629', 'TCR', 'O95166'})"
"frozenset({'O43684', 'TCR', 'O14980'})"
"frozenset({'TCR', 'Q5T6C5', 'Q9UPT9'})"
"frozenset({'P40763', 'TCR', 'P02679'})"
"frozenset({'TCR', 'P61978', 'P34932'})"
"frozenset({'Q6UXH1', 'Q6X784', 'TCR'})"
"frozenset({'Q99750', 'Q99895', 'TCR'})"
"frozenset({'TCR', 'Q8NBX0', 'Q92995'})"
"frozenset({'Q9BU76', 'Q15287', 'TCR'})"
"frozenset({'P60981', 'Q16270', 'TCR'})"
"frozenset({'P09496', 'Q99615', 'TCR'})"
"frozenset({'Q9Y2J2', 'O43896', 'TCR'})"
"frozenset({'P37173', 'Q96JC1', 'TCR'})"
"frozenset({'Q5TH69', 'TCR', 'P01270'})"
"frozenset({'Q6IFN5', 'P38405', 'TCR'})"
"frozenset({'Q8NDC4', 'O75330', 'TCR'})"
"frozenset({'Q7Z4V5', 'P04629', 'TCR'})"
"frozenset({'Q04917', 'TCR', 'Q02241'})"
"frozenset({'O75787', 'P61224', 'TCR'})"
"frozenset({'P60604', 'O75382', 'TCR'})"
"frozenset({'TCR', 'Q8IW41', 'Q16659'})"
"frozenset({'Q9NQL2', 'Q8TB45', 'TCR'})"
"frozenset({'Q15198', 'Q00597', 'TCR'})"
"frozenset({'Q9ULG1', 'Q71U36', 'TCR'})"
"frozenset({'O95229', 'Q14457', 'TCR'})"
"frozenset({'Q99627', 'Q9NRD1', 'TCR'})"
"frozenset({'P23396', 'Q6PKG0', 'TCR'})"
"frozenset({'TCR', 'P42356', 'Q9ULX7'})"
"frozenset({'Q13554', 'Q9BUE0', 'TCR'})"
"frozenset({'P30153', 'Q9NVH2', 'TCR'})"
"frozenset({'O94874', 'TCR', 'Q9H4L4'})"
"frozenset({'O43251', 'P54105', 'TCR'})"
"frozenset({'P25208', 'P50222', 'TCR'})"
"frozenset({'P35244', 'Q14008', 'TCR'})"
"frozenset({'TCR', 'Q9UFG5', 'Q9Y2D8'})"
"frozenset({'P20618', 'Q99814', 'TCR'})"
"frozenset({'P46781', 'P04629', 'TCR'})"
"frozenset({'Q9H0S4', 'Q96CW1', 'TCR'})"
"frozenset({'P49773', 'P31948', 'TCR'})"
"frozenset({'TCR', 'P19544', 'Q06710'})"
"frozenset({'TCR', 'P46778', 'Q00005'})"
"frozenset({'P30260', 'P14635', 'TCR'})"
"frozenset({'Q8IUH5', 'P21579', 'TCR'})"
"frozenset({'P42830', 'P10145', 'TCR'})"
"frozenset({'Q9HCE1', 'TCR', 'P51572'})"
"frozenset({'Q7L014', 'P29692', 'TCR'})"
"frozenset({'Q9BST9', 'O60573', 'TCR'})"
"frozenset({'Q96C36', 'P04629', 'TCR'})"
"frozenset({'Q9NXR7', 'P19438', 'TCR'})"
"frozenset({'Q8N5R6', 'O43639', 'TCR'})"
"frozenset({'TCR', 'O76093', 'Q16620'})"
"frozenset({'Q9Y2M5', 'Q9BXB4', 'TCR'})"
"frozenset({'P49406', 'Q86VP6', 'TCR'})"
"frozenset({'Q99683', 'P05067', 'TCR'})"
"frozenset({'P68371', 'Q13077', 'TCR'})"
"frozenset({'P28482', 'Q8IW41', 'TCR'})"
"frozenset({'TCR', 'P62993', 'Q01469'})"
"frozenset({'P31947', 'Q07812', 'TCR'})"
"frozenset({'Q14974', 'Q9NRC8', 'TCR'})"
"frozenset({'TCR', 'Q03154', 'Q8TCT1'})"
"frozenset({'Q9BZW7', 'Q08379', 'TCR'})"
"frozenset({'Q9C0E2', 'TCR', 'Q9UMX0'})"
"frozenset({'Q92526', 'Q02318', 'TCR'})"
"frozenset({'Q14533', 'Q9BQD3', 'TCR'})"
"frozenset({'P22612', 'Q96R48', 'TCR'})"
"frozenset({'TCR', 'Q969M3', 'Q96S52'})"
"frozenset({'O00232', 'P25789', 'TCR'})"
"frozenset({'Q13643', 'Q14847', 'TCR'})"
"frozenset({'Q9H0W5', 'P42704', 'TCR'})"
"frozenset({'TCR', 'Q7L2E3', 'P27635'})"
"frozenset({'Q9UKD2', 'Q8N8Y5', 'TCR'})"
"frozenset({'Q13618', 'TCR', 'Q00325'})"
"frozenset({'TCR', 'Q02363', 'P52952'})"
"frozenset({'P25787', 'Q9NQT4', 'TCR'})"
"frozenset({'Q9NWS0', 'Q3V6T2', 'TCR'})"
"frozenset({'TCR', 'Q9H8N7', 'Q9Y297'})"
"frozenset({'P00519', 'P43699', 'TCR'})"
"frozenset({'Q13190', 'O00161', 'TCR'})"
"frozenset({'Q9NPC6', 'P46108', 'TCR'})"
"frozenset({'TCR', 'Q15910', 'Q9NSK0'})"
"frozenset({'Q12800', 'Q5JZY3', 'TCR'})"
"frozenset({'TCR', 'Q7Z6I5', 'Q92922'})"
"frozenset({'Q9H4E7', 'Q08881', 'TCR'})"
"frozenset({'P16455', 'P07910', 'TCR'})"
"frozenset({'P10275', 'Q15583', 'TCR'})"
"frozenset({'O00626', 'TCR', 'Q01201'})"
"frozenset({'Q9NQT8', 'P30291', 'TCR'})"
"frozenset({'O75152', 'P06493', 'TCR'})"
"frozenset({'O75460', 'P45983', 'TCR'})"
"frozenset({'Q09028', 'O94776', 'TCR'})"
"frozenset({'Q15717', 'Q13887', 'TCR'})"
"frozenset({'Q99523', 'P43307', 'TCR'})"
"frozenset({'TCR', 'Q15287', 'Q92905'})"
"frozenset({'TCR', 'Q13554', 'P0DP23'})"
"frozenset({'Q8WYH8', 'Q6ZUJ4', 'TCR'})"
"frozenset({'Q13895', 'Q9NVV9', 'TCR'})"
"frozenset({'Q9BZE4', 'Q12788', 'TCR'})"
"frozenset({'TCR', 'O00327', 'Q14161'})"
"frozenset({'O43172', 'P42702', 'TCR'})"
"frozenset({'P10276', 'P31268', 'TCR'})"
"frozenset({'Q15119', 'Q7Z695', 'TCR'})"
"frozenset({'Q96MX6', 'Q9NWX6', 'TCR'})"
"frozenset({'Q9H0H0', 'O60341', 'TCR'})"
"frozenset({'O43684', 'O43586', 'TCR'})"
"frozenset({'O00463', 'O43353', 'TCR'})"
"frozenset({'Q6IQ23', 'P57678', 'TCR'})"
"frozenset({'Q96D46', 'P49588', 'TCR'})"
"frozenset({'P22695', 'P40227', 'TCR'})"
"frozenset({'TCR', 'Q5TAP6', 'O76011'})"
"frozenset({'P08581', 'Q9Y264', 'TCR'})"
"frozenset({'P35998', 'Q06210', 'TCR'})"
"frozenset({'Q96BY7', 'O60271', 'TCR'})"
"frozenset({'Q96P20', 'Q8TDX7', 'TCR'})"
"frozenset({'O94915', 'TCR', 'P46531'})"
"frozenset({'TCR', 'Q9BPX3', 'Q9H944'})"
"frozenset({'TCR', 'P49207', 'P47914'})"
"frozenset({'Q96ES7', 'P33176', 'TCR'})"
"frozenset({'Q13547', 'Q9UQL6', 'TCR'})"
"frozenset({'Q9NX14', 'P14927', 'TCR'})"
"frozenset({'P62158', 'P35611', 'TCR'})"
"frozenset({'TCR', 'Q6UXL0', 'P01571'})"
"frozenset({'Q9NUJ1', 'Q13501', 'TCR'})"
"frozenset({'Q8TDD5', 'Q6NUM9', 'TCR'})"
"frozenset({'TCR', 'P48735', 'Q7KZF4'})"
"frozenset({'TCR', 'P27361', 'P10828'})"
"frozenset({'P36896', 'Q99598', 'TCR'})"
"frozenset({'P60520', 'Q92945', 'TCR'})"
"frozenset({'Q9HC56', 'TCR', 'P58658'})"
"frozenset({'P22694', 'Q9Y691', 'TCR'})"
"frozenset({'Q9NRD5', 'Q86XF7', 'TCR'})"
"frozenset({'TCR', 'O60493', 'P04798'})"
"frozenset({'Q15428', 'Q15427', 'TCR'})"
"frozenset({'Q6IPM2', 'Q08379', 'TCR'})"
"frozenset({'P61247', 'P05141', 'TCR'})"
"frozenset({'Q92804', 'Q15545', 'TCR'})"
"frozenset({'O95684', 'Q92878', 'TCR'})"
"frozenset({'O75530', 'Q15269', 'TCR'})"
"frozenset({'P53778', 'P13498', 'TCR'})"
"frozenset({'Q9NYZ3', 'Q9P0K8', 'TCR'})"
"frozenset({'P45452', 'P01100', 'TCR'})"
"frozenset({'Q8NHQ1', 'Q6P1J9', 'TCR'})"
"frozenset({'Q9H2G2', 'TCR', 'Q9BYB0'})"
"frozenset({'O75521', 'Q9Y2Y9', 'TCR'})"
"frozenset({'P02751', 'Q86V81', 'TCR'})"
"frozenset({'Q13882', 'Q14956', 'TCR'})"
"frozenset({'P17275', 'Q92793', 'TCR'})"
"frozenset({'TCR', 'P60866', 'P62910'})"
"frozenset({'TCR', 'Q06210', 'O43741'})"
"frozenset({'TCR', 'Q8WXF1', 'O75147'})"
"frozenset({'Q99459', 'Q9H0E9', 'TCR'})"
"frozenset({'P12268', 'P49915', 'TCR'})"
"frozenset({'TCR', 'O75787', 'Q96G23'})"
"frozenset({'O75530', 'P11021', 'TCR'})"
"frozenset({'Q86VP6', 'Q96E29', 'TCR'})"
"frozenset({'P54652', 'Q8N6T7', 'TCR'})"
"frozenset({'TCR', 'O75665', 'Q96FJ2'})"
"frozenset({'Q86V15', 'O95429', 'TCR'})"
"frozenset({'P50502', 'Q9Y4K3', 'TCR'})"
"frozenset({'O60307', 'O60333', 'TCR'})"
"frozenset({'P00519', 'P22670', 'TCR'})"
"frozenset({'O75533', 'P11308', 'TCR'})"
"frozenset({'TCR', 'Q12768', 'Q2M389'})"
"frozenset({'Q04917', 'TCR', 'Q9BYG4'})"
"frozenset({'Q92620', 'O95391', 'TCR'})"
"frozenset({'Q3LXA3', 'Q9HB07', 'TCR'})"
"frozenset({'O60232', 'Q9BVV2', 'TCR'})"
"frozenset({'P60900', 'O15205', 'TCR'})"
"frozenset({'P16234', 'P05014', 'TCR'})"
"frozenset({'P11487', 'P23258', 'TCR'})"
"frozenset({'P56705', 'Q92802', 'TCR'})"
"frozenset({'P60520', 'Q99459', 'TCR'})"
"frozenset({'P62266', 'P19338', 'TCR'})"
"frozenset({'TCR', 'Q92624', 'Q496Y0'})"
"frozenset({'P08865', 'P40227', 'TCR'})"
"frozenset({'O60361', 'Q96H78', 'TCR'})"
"frozenset({'P62826', 'Q14999', 'TCR'})"
"frozenset({'P59990', 'Q3LI66', 'TCR'})"
"frozenset({'P09936', 'P63279', 'TCR'})"
"frozenset({'TCR', 'P22033', 'P04798'})"
"frozenset({'Q9BVL2', 'Q9UHA4', 'TCR'})"
"frozenset({'TCR', 'P41161', 'Q96DB2'})"
"frozenset({'O75899', 'Q99963', 'TCR'})"
"frozenset({'Q8WWI1', 'P08047', 'TCR'})"
"frozenset({'Q9Y446', 'Q8IV20', 'TCR'})"
"frozenset({'Q10570', 'Q9H6E5', 'TCR'})"
"frozenset({'Q8N5N7', 'Q9Y2Z4', 'TCR'})"
"frozenset({'Q8TE02', 'Q96T76', 'TCR'})"
"frozenset({'TCR', 'O43463', 'O75556'})"
"frozenset({'P35226', 'Q9Y508', 'TCR'})"
"frozenset({'P05787', 'P46940', 'TCR'})"
"frozenset({'P12318', 'Q06124', 'TCR'})"
"frozenset({'Q9HAU4', 'Q9HCE7', 'TCR'})"
"frozenset({'TCR', 'Q49AN0', 'Q13200'})"
"frozenset({'Q8IWV7', 'P50453', 'TCR'})"
"frozenset({'P02511', 'Q8WWX0', 'TCR'})"
"frozenset({'TCR', 'Q9H0B6', 'Q15291'})"
"frozenset({'Q96JB3', 'P05067', 'TCR'})"
"frozenset({'O95989', 'Q8IWV7', 'TCR'})"
"frozenset({'P40763', 'Q14469', 'TCR'})"
"frozenset({'Q9BQK8', 'Q08AD1', 'TCR'})"
"frozenset({'TCR', 'Q9BWT7', 'Q86VE0'})"
"frozenset({'TCR', 'Q13423', 'O14957'})"
"frozenset({'O75494', 'Q15019', 'TCR'})"
"frozenset({'O95221', 'TCR', 'P32121'})"
"frozenset({'Q12756', 'Q13315', 'TCR'})"
"frozenset({'Q13617', 'O43541', 'TCR'})"
"frozenset({'P63096', 'Q9UGC6', 'TCR'})"
"frozenset({'Q13895', 'P78316', 'TCR'})"
"frozenset({'Q7Z3Y8', 'Q7L2K0', 'TCR'})"
"frozenset({'O75150', 'P11021', 'TCR'})"
"frozenset({'Q13643', 'Q12980', 'TCR'})"
"frozenset({'TCR', 'O60814', 'Q6FI13'})"
"frozenset({'P00519', 'P51587', 'TCR'})"
"frozenset({'P05386', 'Q99496', 'TCR'})"
"frozenset({'Q9NVR5', 'Q9BWM7', 'TCR'})"
"frozenset({'Q96II8', 'Q05682', 'TCR'})"
"frozenset({'P62633', 'P62750', 'TCR'})"
"frozenset({'P60520', 'Q9Y5Q9', 'TCR'})"
"frozenset({'P62136', 'P04632', 'TCR'})"
"frozenset({'Q99567', 'Q9BTD8', 'TCR'})"
"frozenset({'O94955', 'P53611', 'TCR'})"
"frozenset({'Q9UN36', 'TCR', 'Q16665'})"
"frozenset({'Q969S3', 'TCR', 'O14562'})"
"frozenset({'Q86UL3', 'Q8IWL3', 'TCR'})"
"frozenset({'TCR', 'Q9Y5Y2', 'O95817'})"
"frozenset({'Q99759', 'TCR', 'Q9ULV4'})"
"frozenset({'Q16850', 'Q8TAQ5', 'TCR'})"
"frozenset({'P51798', 'Q86X19', 'TCR'})"
"frozenset({'P42771', 'P68371', 'TCR'})"
"frozenset({'TCR', 'P51570', 'Q96C23'})"
"frozenset({'P46976', 'P62136', 'TCR'})"
"frozenset({'Q9Y2A7', 'Q96EV8', 'TCR'})"
"frozenset({'TCR', 'P26012', 'P26006'})"
"frozenset({'Q9UQL6', 'P35606', 'TCR'})"
"frozenset({'Q9UM73', 'P62993', 'TCR'})"
"frozenset({'O75150', 'Q9Y2J4', 'TCR'})"
"frozenset({'Q9NRD5', 'P41223', 'TCR'})"
"frozenset({'TCR', 'P04637', 'Q9NTK5'})"
"frozenset({'A9UHW6', 'Q9NRR5', 'TCR'})"
"frozenset({'Q13523', 'Q9NRC8', 'TCR'})"
"frozenset({'P16104', 'Q71DI3', 'TCR'})"
"frozenset({'Q9H1Y0', 'Q96AH8', 'TCR'})"
"frozenset({'Q15059', 'Q8IUQ4', 'TCR'})"
"frozenset({'Q9NV70', 'Q8TDY2', 'TCR'})"
"frozenset({'Q92569', 'P61758', 'TCR'})"
"frozenset({'TCR', 'O60645', 'Q13445'})"
"frozenset({'Q16864', 'P10599', 'TCR'})"
"frozenset({'Q01082', 'Q16539', 'TCR'})"
"frozenset({'Q92804', 'Q13315', 'TCR'})"
"frozenset({'Q3LFD5', 'Q9UMW8', 'TCR'})"
"frozenset({'Q96NZ9', 'Q9GZZ8', 'TCR'})"
"frozenset({'P49736', 'Q09666', 'TCR'})"
"frozenset({'Q9BQ95', 'Q13867', 'TCR'})"
"frozenset({'Q9BQ66', 'TCR', 'Q8WUK0'})"
"frozenset({'Q9Y244', 'TCR', 'Q16322'})"
"frozenset({'Q08AM6', 'TCR', 'Q9NZ81'})"
"frozenset({'P0DMV9', 'Q13285', 'TCR'})"
"frozenset({'P51959', 'Q14738', 'TCR'})"
"frozenset({'O75182', 'Q9UKV0', 'TCR'})"
"frozenset({'Q15831', 'TCR', 'P36952'})"
"frozenset({'TCR', 'Q6ZW31', 'Q96S53'})"
"frozenset({'O95178', 'O95182', 'TCR'})"
"frozenset({'Q9ULK4', 'Q7L4I2', 'TCR'})"
"frozenset({'O95793', 'Q13724', 'TCR'})"
"frozenset({'Q9UJV9', 'Q9HCE1', 'TCR'})"
"frozenset({'P04629', 'Q7L5N7', 'TCR'})"
"frozenset({'Q8NGR5', 'TCR', 'P32121'})"
"frozenset({'TCR', 'P02458', 'Q13087'})"
"frozenset({'P03372', 'P22466', 'TCR'})"
"frozenset({'Q02539', 'P02741', 'TCR'})"
"frozenset({'Q96ST8', 'Q96BY7', 'TCR'})"
"frozenset({'Q15717', 'A6NJ69', 'TCR'})"
"frozenset({'TCR', 'P05067', 'Q9Y3E2'})"
"frozenset({'Q8NCU1', 'Q9Y3C0', 'TCR'})"
"frozenset({'Q12834', 'Q9UJX6', 'TCR'})"
"frozenset({'TCR', 'Q9BT88', 'Q9NQ11'})"
"frozenset({'O95257', 'P52943', 'TCR'})"
"frozenset({'O75791', 'Q96DE5', 'TCR'})"
"frozenset({'TCR', 'O75663', 'Q8WW35'})"
"frozenset({'O15315', 'Q86UA6', 'TCR'})"
"frozenset({'Q96C00', 'Q9NTW7', 'TCR'})"
"frozenset({'Q02878', 'P27694', 'TCR'})"
"frozenset({'Q96NL6', 'P00966', 'TCR'})"
"frozenset({'TCR', 'Q9UQM7', 'O00165'})"
"frozenset({'P86479', 'P86480', 'TCR'})"
"frozenset({'Q9BWG6', 'TCR', 'Q15834'})"
"frozenset({'Q96AH0', 'TCR', 'O14980'})"
"frozenset({'O15511', 'P35244', 'TCR'})"
"frozenset({'P20936', 'O43924', 'TCR'})"
"frozenset({'Q9BYR8', 'TCR', 'Q7Z3H4'})"
"frozenset({'Q13619', 'Q8WV16', 'TCR'})"
"frozenset({'Q9NP66', 'Q5VIR6', 'TCR'})"
"frozenset({'TCR', 'P62913', 'Q9UL18'})"
"frozenset({'P60520', 'Q6XPR3', 'TCR'})"
"frozenset({'Q96HT8', 'O14519', 'TCR'})"
"frozenset({'P21964', 'Q13671', 'TCR'})"
"frozenset({'Q9BQ95', 'Q04206', 'TCR'})"
"frozenset({'Q9ULH0', 'Q99675', 'TCR'})"
"frozenset({'Q96MX6', 'Q9H6T3', 'TCR'})"
"frozenset({'TCR', 'P62979', 'P62906'})"
"frozenset({'P11142', 'P31948', 'TCR'})"
"frozenset({'Q6R327', 'P38398', 'TCR'})"
"frozenset({'TCR', 'Q13685', 'P27635'})"
"frozenset({'P31947', 'Q9BPZ7', 'TCR'})"
"frozenset({'Q16352', 'Q9NRC8', 'TCR'})"
"frozenset({'Q14573', 'Q14643', 'TCR'})"
"frozenset({'TCR', 'Q9H0M0', 'P49336'})"
"frozenset({'Q9Y6D9', 'Q9UKT9', 'TCR'})"
"frozenset({'O14647', 'Q9NRC8', 'TCR'})"
"frozenset({'TCR', 'P18848', 'P49841'})"
"frozenset({'P31946', 'Q9BQA1', 'TCR'})"
"frozenset({'TCR', 'Q9UK99', 'Q92905'})"
"frozenset({'Q9Y3Y2', 'P35226', 'TCR'})"
"frozenset({'P38646', 'P00966', 'TCR'})"
"frozenset({'TCR', 'Q8N140', 'P30419'})"
"frozenset({'Q9NP66', 'Q5R372', 'TCR'})"
"frozenset({'P53367', 'TCR', 'P46937'})"
"frozenset({'Q9Y262', 'Q14152', 'TCR'})"
"frozenset({'Q13895', 'Q2NL82', 'TCR'})"
"frozenset({'P40337', 'Q00839', 'TCR'})"
"frozenset({'P01106', 'O95707', 'TCR'})"
"frozenset({'P17735', 'P28799', 'TCR'})"
"frozenset({'P51172', 'P51170', 'TCR'})"
"frozenset({'P40763', 'O14544', 'TCR'})"
"frozenset({'TCR', 'P23258', 'Q03252'})"
"frozenset({'P00533', 'O95864', 'TCR'})"
"frozenset({'TCR', 'Q9HBX9', 'P08754'})"
"frozenset({'P01857', 'P01834', 'TCR'})"
"frozenset({'P12956', 'O43929', 'TCR'})"
"frozenset({'Q13952', 'Q99618', 'TCR'})"
"frozenset({'P50990', 'Q14696', 'TCR'})"
"frozenset({'P62979', 'Q15653', 'TCR'})"
"frozenset({'Q8TC07', 'P20339', 'TCR'})"
"frozenset({'P06748', 'Q86TS9', 'TCR'})"
"frozenset({'O75251', 'O15239', 'TCR'})"
"frozenset({'Q14164', 'Q9NUQ9', 'TCR'})"
"frozenset({'Q9UBV2', 'P00533', 'TCR'})"
"frozenset({'Q8HWS3', 'Q96E35', 'TCR'})"
"frozenset({'P11362', 'P62993', 'TCR'})"
"frozenset({'Q7Z7E8', 'Q9BY78', 'TCR'})"
"frozenset({'TCR', 'Q9ULV8', 'P61086'})"
"frozenset({'Q13315', 'Q9UQ35', 'TCR'})"
"frozenset({'P55786', 'P15735', 'TCR'})"
"frozenset({'Q9NYJ8', 'P49116', 'TCR'})"
"frozenset({'TCR', 'Q9UQ80', 'O00141'})"
"frozenset({'P68104', 'Q03405', 'TCR'})"
"frozenset({'P52597', 'TCR', 'Q96PF1'})"
"frozenset({'Q8NGJ7', 'P22694', 'TCR'})"
"frozenset({'TCR', 'P05141', 'P45880'})"
"frozenset({'TCR', 'P22694', 'P16118'})"
"frozenset({'P14618', 'P04792', 'TCR'})"
"frozenset({'P16333', 'Q92988', 'TCR'})"
"frozenset({'Q71F23', 'Q8WV92', 'TCR'})"
"frozenset({'Q8WUF5', 'O75787', 'TCR'})"
"frozenset({'P05412', 'TCR', 'Q00325'})"
"frozenset({'Q13617', 'P23508', 'TCR'})"
"frozenset({'TCR', 'P26358', 'Q16695'})"
"frozenset({'TCR', 'Q9UHP3', 'Q9BTV4'})"
"frozenset({'Q15717', 'Q674X7', 'TCR'})"
"frozenset({'Q96J02', 'Q15583', 'TCR'})"
"frozenset({'Q9Y6M1', 'P67809', 'TCR'})"
"frozenset({'Q92900', 'P67870', 'TCR'})"
"frozenset({'Q13084', 'Q8IXM3', 'TCR'})"
"frozenset({'Q9H814', 'TCR', 'P52298'})"
"frozenset({'Q8WY54', 'Q5TEU4', 'TCR'})"
"frozenset({'P46783', 'P60228', 'TCR'})"
"frozenset({'P26639', 'P48643', 'TCR'})"
"frozenset({'Q9NXX6', 'Q96SB8', 'TCR'})"
"frozenset({'P01106', 'TCR', 'O60506'})"
"frozenset({'P62993', 'O15360', 'TCR'})"
"frozenset({'O15371', 'A6NEM1', 'TCR'})"
"frozenset({'Q9NRY6', 'Q05655', 'TCR'})"
"frozenset({'Q8WVJ2', 'TCR', 'Q9BSI4'})"
"frozenset({'O95835', 'O15027', 'TCR'})"
"frozenset({'O75197', 'Q9GZT5', 'TCR'})"
"frozenset({'P62249', 'TCR', 'P39023'})"
"frozenset({'Q9UHB6', 'Q8NEY1', 'TCR'})"
"frozenset({'P62979', 'Q13137', 'TCR'})"
"frozenset({'P15248', 'P31785', 'TCR'})"
"frozenset({'O75533', 'Q9C009', 'TCR'})"
"frozenset({'Q12952', 'Q5UIP0', 'TCR'})"
"frozenset({'Q9H211', 'Q16539', 'TCR'})"
"frozenset({'TCR', 'P59768', 'Q9HBW0'})"
"frozenset({'P14618', 'P54727', 'TCR'})"
"frozenset({'Q9UJM3', 'P62987', 'TCR'})"
"frozenset({'TCR', 'Q6UX41', 'Q9Y2G8'})"
"frozenset({'Q9UEE5', 'P04637', 'TCR'})"
"frozenset({'Q14689', 'TCR', 'Q9Y6I9'})"
"frozenset({'Q5JSL3', 'Q92730', 'TCR'})"
"frozenset({'TCR', 'Q5VWQ8', 'Q9BY43'})"
"frozenset({'P50416', 'Q9NRD1', 'TCR'})"
"frozenset({'Q96IX9', 'Q12933', 'TCR'})"
"frozenset({'P68104', 'Q15029', 'TCR'})"
"frozenset({'P49841', 'TCR', 'P42345'})"
"frozenset({'TCR', 'Q9NRU3', 'O75031'})"
"frozenset({'P20151', 'P05067', 'TCR'})"
"frozenset({'Q14185', 'P60763', 'TCR'})"
"frozenset({'P10914', 'Q9UNE7', 'TCR'})"
"frozenset({'P36507', 'TCR', 'O43670'})"
"frozenset({'Q5T3J3', 'Q99547', 'TCR'})"
"frozenset({'Q9NPE3', 'TCR', 'Q9H9Z2'})"
"frozenset({'Q9C0C9', 'Q96T60', 'TCR'})"
"frozenset({'Q13547', 'Q9P2K3', 'TCR'})"
"frozenset({'TCR', 'P09651', 'P38159'})"
"frozenset({'P61088', 'Q9H267', 'TCR'})"
"frozenset({'Q9UBX2', 'P06748', 'TCR'})"
"frozenset({'Q13948', 'Q9UJU5', 'TCR'})"
"frozenset({'Q96LI6', 'Q96AV8', 'TCR'})"
"frozenset({'Q08050', 'Q6P2Q9', 'TCR'})"
"frozenset({'P41159', 'P01023', 'TCR'})"
"frozenset({'P82675', 'Q92552', 'TCR'})"
"frozenset({'Q02446', 'P86478', 'TCR'})"
"frozenset({'P17612', 'Q8NGC0', 'TCR'})"
"frozenset({'TCR', 'P22061', 'P11171'})"
"frozenset({'Q9BVA1', 'Q9Y4K3', 'TCR'})"
"frozenset({'P07550', 'TCR', 'Q9NSE4'})"
"frozenset({'Q9BRJ2', 'P52739', 'TCR'})"
"frozenset({'TCR', 'Q9UBS4', 'Q9ULV4'})"
"frozenset({'O00463', 'Q15326', 'TCR'})"
"frozenset({'TCR', 'Q99942', 'Q15758'})"
"frozenset({'TCR', 'Q969M7', 'Q8IWE4'})"
"frozenset({'Q9BWG6', 'TCR', 'Q6PF05'})"
"frozenset({'Q7Z2X4', 'P18146', 'TCR'})"
"frozenset({'Q9HBE4', 'Q969J5', 'TCR'})"
"frozenset({'P34897', 'Q14CZ7', 'TCR'})"
"frozenset({'P61457', 'Q7Z401', 'TCR'})"
"frozenset({'O75127', 'P57678', 'TCR'})"
"frozenset({'TCR', 'Q01344', 'Q13191'})"
"frozenset({'TCR', 'P42766', 'P25398'})"
"frozenset({'P35637', 'TCR', 'O60506'})"
"frozenset({'Q8HWS3', 'P48378', 'TCR'})"
"frozenset({'P19320', 'P22681', 'TCR'})"
"frozenset({'TCR', 'P67870', 'Q99661'})"
"frozenset({'P35222', 'O75478', 'TCR'})"
"frozenset({'P34897', 'O75901', 'TCR'})"
"frozenset({'Q04206', 'O43823', 'TCR'})"
"frozenset({'Q8N0Z6', 'O60547', 'TCR'})"
"frozenset({'O75530', 'TCR', 'O60216'})"
"frozenset({'TCR', 'P35244', 'P07951'})"
"frozenset({'TCR', 'Q07157', 'P04264'})"
"frozenset({'Q9UHB7', 'P51825', 'TCR'})"
"frozenset({'TCR', 'Q14584', 'P60409'})"
