negatives
"frozenset({'Q9UKB1', 'Q14671', 'Wnt'})"
"frozenset({'Wnt', 'P68366', 'O14980'})"
"frozenset({'Q9UJV3', 'Q9H201', 'Wnt'})"
"frozenset({'Q9NP87', 'Q9UBZ9', 'Wnt'})"
"frozenset({'Q13838', 'Q00987', 'Wnt'})"
"frozenset({'Wnt', 'Q8IVW4', 'Q9BRK4'})"
"frozenset({'P51148', 'P62834', 'Wnt'})"
"frozenset({'Wnt', 'Q7Z419', 'P63279'})"
"frozenset({'Q6PJG9', 'O75970', 'Wnt'})"
"frozenset({'Wnt', 'Q86X19', 'O95070'})"
"frozenset({'Wnt', 'P43351', 'P63279'})"
"frozenset({'P54725', 'P46926', 'Wnt'})"
"frozenset({'Q5T6S3', 'Q9UNN8', 'Wnt'})"
"frozenset({'P47985', 'Q5U5X0', 'Wnt'})"
"frozenset({'P01892', 'Wnt', 'P51572'})"
"frozenset({'Q9P2W3', 'Wnt', 'Q15619'})"
"frozenset({'Wnt', 'P01106', 'Q9Y4C4'})"
"frozenset({'Wnt', 'P05067', 'O43399'})"
"frozenset({'Q96QR8', 'P08865', 'Wnt'})"
"frozenset({'Q5VW36', 'O60939', 'Wnt'})"
"frozenset({'Q15052', 'Wnt', 'P01116'})"
"frozenset({'Wnt', 'P61353', 'Q99558'})"
"frozenset({'Q8NDV3', 'O95072', 'Wnt'})"
"frozenset({'Wnt', 'P08047', 'P42574'})"
"frozenset({'Q9NV39', 'Wnt', 'Q9BYR7'})"
"frozenset({'P52298', 'Q86VP6', 'Wnt'})"
"frozenset({'P35240', 'Wnt', 'P53990'})"
"frozenset({'Wnt', 'O15397', 'P20333'})"
"frozenset({'Wnt', 'P16144', 'P10451'})"
"frozenset({'Wnt', 'P37231', 'P04156'})"
"frozenset({'Q9H081', 'Wnt', 'P83916'})"
"frozenset({'Q71U36', 'Wnt', 'O75122'})"
"frozenset({'P63162', 'Wnt', 'P62318'})"
"frozenset({'Wnt', 'P34932', 'Q13164'})"
"frozenset({'Q6DD88', 'Wnt', 'P04629'})"
"frozenset({'Wnt', 'P41250', 'Q15942'})"
"frozenset({'Wnt', 'Q14203', 'Q8IYW5'})"
"frozenset({'Q07890', 'P61158', 'Wnt'})"
"frozenset({'Q04206', 'Wnt', 'P21980'})"
"frozenset({'Q14469', 'Wnt', 'P41134'})"
"frozenset({'Wnt', 'P05412', 'P40763'})"
"frozenset({'P36897', 'Wnt', 'Q96T49'})"
"frozenset({'Wnt', 'Q93009', 'P63208'})"
"frozenset({'Q8WWQ8', 'Wnt', 'Q16539'})"
"frozenset({'Wnt', 'Q5HYK3', 'O75208'})"
"frozenset({'Q53S33', 'Wnt', 'Q86SX6'})"
"frozenset({'O95447', 'Q13287', 'Wnt'})"
"frozenset({'Q13569', 'Wnt', 'P46108'})"
"frozenset({'P52948', 'Q9H444', 'Wnt'})"
"frozenset({'Q96GE6', 'P19174', 'Wnt'})"
"frozenset({'Q6GMV2', 'Wnt', 'Q9UBU9'})"
"frozenset({'P49674', 'Wnt', 'P46937'})"
"frozenset({'P05362', 'Wnt', 'P11215'})"
"frozenset({'Wnt', 'Q13561', 'P43034'})"
"frozenset({'Wnt', 'P35520', 'Q96S59'})"
"frozenset({'Q9BYV2', 'Wnt', 'Q9UK41'})"
"frozenset({'Wnt', 'A8MQ03', 'Q5T0L3'})"
"frozenset({'Q02750', 'P04626', 'Wnt'})"
"frozenset({'P38405', 'Q9H207', 'Wnt'})"
"frozenset({'Wnt', 'Q05655', 'P19174'})"
"frozenset({'Q16576', 'Wnt', 'Q13620'})"
"frozenset({'Wnt', 'Q13619', 'P0C0S5'})"
"frozenset({'Wnt', 'Q8IY57', 'P63208'})"
"frozenset({'Wnt', 'Q9H4M9', 'O95376'})"
"frozenset({'Q9NWA0', 'Wnt', 'Q969H0'})"
"frozenset({'P35637', 'Wnt', 'Q3ZCQ8'})"
"frozenset({'Q14999', 'Wnt', 'Q9H307'})"
"frozenset({'P16333', 'Wnt', 'P43405'})"
"frozenset({'Q13085', 'Wnt', 'P19838'})"
"frozenset({'Q8N2W9', 'P05783', 'Wnt'})"
"frozenset({'Wnt', 'P0DMV8', 'Q92731'})"
"frozenset({'Wnt', 'Q8WXF0', 'Q9ULJ3'})"
"frozenset({'P18146', 'Wnt', 'Q9Y314'})"
"frozenset({'Wnt', 'P31751', 'P22736'})"
"frozenset({'Q6ZU80', 'Q96M89', 'Wnt'})"
"frozenset({'P62854', 'Q96BK5', 'Wnt'})"
"frozenset({'O43921', 'Wnt', 'Q16620'})"
"frozenset({'P78527', 'Wnt', 'P26368'})"
"frozenset({'O14908', 'P56192', 'Wnt'})"
"frozenset({'P40933', 'Wnt', 'Q13261'})"
"frozenset({'Wnt', 'P00533', 'Q14449'})"
"frozenset({'Q5UIP0', 'Wnt', 'Q96E14'})"
"frozenset({'Wnt', 'P04198', 'P10275'})"
"frozenset({'Wnt', 'Q01094', 'P06400'})"
"frozenset({'O95967', 'Wnt', 'Q96MM6'})"
"frozenset({'Q08J23', 'P22314', 'Wnt'})"
"frozenset({'Wnt', 'Q8IY92', 'Q8IXM3'})"
"frozenset({'P49674', 'Wnt', 'Q9Y6I9'})"
"frozenset({'Q12933', 'Wnt', 'O43255'})"
"frozenset({'Q6ZMK1', 'Wnt', 'Q92522'})"
"frozenset({'Q99623', 'Wnt', 'O95466'})"
"frozenset({'O14879', 'Wnt', 'P09913'})"
"frozenset({'P27361', 'P07737', 'Wnt'})"
"frozenset({'Q86V15', 'Wnt', 'Q92731'})"
"frozenset({'Wnt', 'Q13952', 'P23511'})"
"frozenset({'Wnt', 'P23508', 'P41252'})"
"frozenset({'P27824', 'P13569', 'Wnt'})"
"frozenset({'P02751', 'Wnt', 'Q01844'})"
"frozenset({'Q9Y3B1', 'Q13011', 'Wnt'})"
"frozenset({'Wnt', 'O75157', 'Q68CP9'})"
"frozenset({'Wnt', 'Q13404', 'P98170'})"
"frozenset({'A1A519', 'Q9H7S9', 'Wnt'})"
"frozenset({'P17676', 'Wnt', 'Q06546'})"
"frozenset({'Wnt', 'Q8IYB3', 'Q96PK6'})"
"frozenset({'Q01113', 'Q86X29', 'Wnt'})"
"frozenset({'Q96D03', 'Wnt', 'Q9NWQ9'})"
"frozenset({'Q01844', 'Wnt', 'P69849'})"
"frozenset({'Q00577', 'Q6IQ23', 'Wnt'})"
"frozenset({'P05455', 'P40337', 'Wnt'})"
"frozenset({'Wnt', 'P21281', 'P51149'})"
"frozenset({'P60953', 'Wnt', 'B2RTY4'})"
"frozenset({'Q14974', 'P52292', 'Wnt'})"
"frozenset({'P19387', 'Wnt', 'Q5BKZ1'})"
"frozenset({'Q13426', 'Wnt', 'P67870'})"
"frozenset({'P10768', 'Q96FW1', 'Wnt'})"
"frozenset({'Wnt', 'P49795', 'P19086'})"
"frozenset({'Q9UKB1', 'P18583', 'Wnt'})"
"frozenset({'Wnt', 'Q96JH7', 'Q9BTA9'})"
"frozenset({'O00217', 'Q9NPL8', 'Wnt'})"
"frozenset({'Q9NSA1', 'Wnt', 'O43765'})"
"frozenset({'P78344', 'Wnt', 'P04629'})"
"frozenset({'Q13263', 'Wnt', 'P02751'})"
"frozenset({'O75347', 'Q16594', 'Wnt'})"
"frozenset({'Wnt', 'Q15811', 'P20339'})"
"frozenset({'O14862', 'P49116', 'Wnt'})"
"frozenset({'P12110', 'Wnt', 'P18827'})"
"frozenset({'Wnt', 'Q6PCB5', 'Q9Y3Z3'})"
"frozenset({'P22612', 'Q8NGS3', 'Wnt'})"
"frozenset({'Wnt', 'Q99733', 'Q9UM13'})"
"frozenset({'Q6PJG9', 'Wnt', 'Q12923'})"
"frozenset({'P45983', 'Wnt', 'P61952'})"
"frozenset({'Q9GZV4', 'Q9GZT8', 'Wnt'})"
"frozenset({'P62306', 'Q9Y5S9', 'Wnt'})"
"frozenset({'P04070', 'Wnt', 'P01009'})"
"frozenset({'Wnt', 'Q9UHD1', 'O95433'})"
"frozenset({'Wnt', 'O94952', 'Q7L5N1'})"
"frozenset({'O95273', 'Q8TCT0', 'Wnt'})"
"frozenset({'Wnt', 'Q14296', 'Q9H2K2'})"
"frozenset({'Q6P1J9', 'Wnt', 'P31269'})"
"frozenset({'O14908', 'Wnt', 'P49841'})"
"frozenset({'Wnt', 'Q9UKD1', 'Q9H8S9'})"
"frozenset({'Q9NXX6', 'Wnt', 'A5D8V7'})"
"frozenset({'O43347', 'Q8IWL3', 'Wnt'})"
"frozenset({'Q12933', 'Wnt', 'Q6BCY4'})"
"frozenset({'Wnt', 'P49407', 'Q9UGF7'})"
"frozenset({'Wnt', 'P32927', 'P01111'})"
"frozenset({'Q05655', 'Wnt', 'Q14289'})"
"frozenset({'P01100', 'Wnt', 'P17861'})"
"frozenset({'P08572', 'Q96IP4', 'Wnt'})"
"frozenset({'Q9NP97', 'Wnt', 'Q13561'})"
"frozenset({'Wnt', 'Q15287', 'Q92614'})"
"frozenset({'P36542', 'Wnt', 'P05023'})"
"frozenset({'Q96CW1', 'Wnt', 'Q8WVZ9'})"
"frozenset({'Wnt', 'P30153', 'Q75QN2'})"
"frozenset({'P11308', 'Q13813', 'Wnt'})"
"frozenset({'Q92569', 'Wnt', 'Q8NA54'})"
"frozenset({'Q8NCP5', 'Q7Z406', 'Wnt'})"
"frozenset({'Q01804', 'Wnt', 'Q06455'})"
"frozenset({'Wnt', 'Q96FQ6', 'P16949'})"
"frozenset({'P60228', 'P62857', 'Wnt'})"
"frozenset({'Wnt', 'Q12905', 'P33991'})"
"frozenset({'Wnt', 'Q16625', 'P15976'})"
"frozenset({'Wnt', 'P21796', 'Q8N9P6'})"
"frozenset({'Q12933', 'Wnt', 'O43741'})"
"frozenset({'P29692', 'Wnt', 'Q9BYT3'})"
"frozenset({'Q96G75', 'Wnt', 'Q96S59'})"
"frozenset({'O00217', 'Wnt', 'P40692'})"
"frozenset({'P53350', 'Wnt', 'P30305'})"
"frozenset({'Q16512', 'P45984', 'Wnt'})"
"frozenset({'Q9BW27', 'Wnt', 'Q9UKX7'})"
"frozenset({'Wnt', 'Q9P209', 'Q6ZU52'})"
"frozenset({'Q14164', 'Wnt', 'P05814'})"
"frozenset({'P34896', 'Wnt', 'Q9HAV4'})"
"frozenset({'O75340', 'Wnt', 'P43355'})"
"frozenset({'Wnt', 'Q15365', 'P35228'})"
"frozenset({'Wnt', 'Q9H492', 'Q86W42'})"
"frozenset({'P48745', 'Wnt', 'O94952'})"
"frozenset({'Wnt', 'Q96KS0', 'Q00534'})"
"frozenset({'Q5T7W7', 'Wnt', 'Q0VD86'})"
"frozenset({'Wnt', 'Q96AT9', 'P32929'})"
"frozenset({'Q9GZZ9', 'P61960', 'Wnt'})"
"frozenset({'P48551', 'Wnt', 'P01574'})"
"frozenset({'Wnt', 'Q9Y4K3', 'Q9HB71'})"
"frozenset({'Wnt', 'P07437', 'P13473'})"
"frozenset({'P15173', 'Wnt', 'Q02535'})"
"frozenset({'P10523', 'Wnt', 'P49407'})"
"frozenset({'Q9P2P5', 'O75923', 'Wnt'})"
"frozenset({'Wnt', 'Q86TS9', 'Q9BYD6'})"
"frozenset({'P16220', 'Wnt', 'Q3B7T1'})"
"frozenset({'Q6PI77', 'Wnt', 'Q3SY00'})"
"frozenset({'Q15759', 'O14543', 'Wnt'})"
"frozenset({'Wnt', 'P16989', 'P30419'})"
"frozenset({'Wnt', 'Q8NI36', 'P22087'})"
"frozenset({'Q9UP95', 'Q6DKI2', 'Wnt'})"
"frozenset({'Q15714', 'Q14156', 'Wnt'})"
"frozenset({'Wnt', 'Q14344', 'P48736'})"
"frozenset({'Wnt', 'Q8TEW6', 'Q02763'})"
"frozenset({'Q96B97', 'O15131', 'Wnt'})"
"frozenset({'P62140', 'Wnt', 'Q9UBK9'})"
"frozenset({'Q16512', 'Q9UJW9', 'Wnt'})"
"frozenset({'Q9UNZ2', 'Wnt', 'P07954'})"
"frozenset({'Wnt', 'P08581', 'P12830'})"
"frozenset({'Q96S53', 'Wnt', 'O75044'})"
"frozenset({'Wnt', 'Q86UP2', 'P49407'})"
"frozenset({'O43541', 'Q9NP55', 'Wnt'})"
"frozenset({'Wnt', 'P60409', 'P50539'})"
"frozenset({'Q15435', 'Wnt', 'Q13315'})"
"frozenset({'P42166', 'Q9ULX6', 'Wnt'})"
"frozenset({'Wnt', 'Q99728', 'Q9NW64'})"
"frozenset({'Q15560', 'O95995', 'Wnt'})"
"frozenset({'Q15393', 'Wnt', 'Q9NRD1'})"
"frozenset({'Wnt', 'Q13547', 'Q02447'})"
"frozenset({'Q96CW1', 'P31321', 'Wnt'})"
"frozenset({'Q13136', 'Wnt', 'P62714'})"
"frozenset({'Q15796', 'Wnt', 'P04637'})"
"frozenset({'Wnt', 'Q6UN15', 'P33240'})"
"frozenset({'P98164', 'Wnt', 'O60494'})"
"frozenset({'Q9BPX1', 'Wnt', 'Q53H80'})"
"frozenset({'Q6IN84', 'O94925', 'Wnt'})"
"frozenset({'Q5T5Y3', 'Q8N960', 'Wnt'})"
"frozenset({'Wnt', 'P07947', 'Q05397'})"
"frozenset({'Q5SW79', 'Wnt', 'Q5VU43'})"
"frozenset({'Wnt', 'P61966', 'O14980'})"
"frozenset({'Q9UQ35', 'Wnt', 'P04156'})"
"frozenset({'Wnt', 'Q5R372', 'Q13387'})"
"frozenset({'Q71U36', 'O60260', 'Wnt'})"
"frozenset({'Q6P1J9', 'P19105', 'Wnt'})"
"frozenset({'Q9NZQ3', 'P00519', 'Wnt'})"
"frozenset({'Q14980', 'P43243', 'Wnt'})"
"frozenset({'P01106', 'Q96BU1', 'Wnt'})"
"frozenset({'O60506', 'Q9UBU8', 'Wnt'})"
"frozenset({'P35222', 'Q9ULJ6', 'Wnt'})"
"frozenset({'P06865', 'Wnt', 'Q5GLZ8'})"
"frozenset({'Wnt', 'Q70CQ2', 'Q04323'})"
"frozenset({'Q08AG7', 'Wnt', 'Q9BW66'})"
"frozenset({'P78317', 'P01106', 'Wnt'})"
"frozenset({'Wnt', 'P00540', 'Q13451'})"
"frozenset({'Q01826', 'Wnt', 'Q99853'})"
"frozenset({'Q13464', 'Wnt', 'Q05397'})"
"frozenset({'Wnt', 'Q96PU5', 'Q8IU85'})"
"frozenset({'Q96NN9', 'Wnt', 'P05067'})"
"frozenset({'Q9BR76', 'Wnt', 'Q16539'})"
"frozenset({'O43586', 'Wnt', 'Q9Y3U8'})"
"frozenset({'Q9Y6C5', 'P10070', 'Wnt'})"
"frozenset({'Wnt', 'Q00613', 'Q16539'})"
"frozenset({'Wnt', 'O00232', 'P33993'})"
"frozenset({'Q7Z6Z7', 'Wnt', 'Q07020'})"
"frozenset({'Q9Y261', 'Wnt', 'P32314'})"
"frozenset({'Q5TCZ1', 'Wnt', 'P30305'})"
"frozenset({'P18146', 'Wnt', 'P11473'})"
"frozenset({'P11021', 'P27694', 'Wnt'})"
"frozenset({'Q8TCC3', 'Wnt', 'Q8N5N7'})"
"frozenset({'P30740', 'Wnt', 'P24158'})"
"frozenset({'Wnt', 'Q16539', 'O75807'})"
"frozenset({'Q8WYB5', 'P51808', 'Wnt'})"
"frozenset({'Q9Y6Q9', 'P23443', 'Wnt'})"
"frozenset({'Wnt', 'Q969P0', 'P35609'})"
"frozenset({'Q92560', 'Wnt', 'P83916'})"
"frozenset({'Wnt', 'P67775', 'P01042'})"
"frozenset({'Wnt', 'O95274', 'Q6PJG6'})"
"frozenset({'Wnt', 'Q8NBS9', 'P61981'})"
"frozenset({'Q659A1', 'Wnt', 'O95402'})"
"frozenset({'Q8IYT8', 'Q9Y4P8', 'Wnt'})"
"frozenset({'Q92793', 'Wnt', 'P01375'})"
"frozenset({'P28482', 'Q9Y5K8', 'Wnt'})"
"frozenset({'P62987', 'Wnt', 'P61513'})"
"frozenset({'P26951', 'Wnt', 'P01111'})"
"frozenset({'Wnt', 'O15498', 'P29401'})"
"frozenset({'O96019', 'Q96EZ8', 'Wnt'})"
"frozenset({'Q7Z422', 'Q9HCE1', 'Wnt'})"
"frozenset({'Q7Z2W4', 'Q99496', 'Wnt'})"
"frozenset({'Wnt', 'Q53HL2', 'Q9H4L4'})"
"frozenset({'Q9NX70', 'P31689', 'Wnt'})"
"frozenset({'Q99459', 'Wnt', 'Q01130'})"
"frozenset({'Wnt', 'Q15303', 'Q6S5L8'})"
"frozenset({'P55072', 'Wnt', 'P04234'})"
"frozenset({'Q9NXR8', 'Q9Y265', 'Wnt'})"
"frozenset({'P49639', 'Wnt', 'Q9NRQ2'})"
"frozenset({'Wnt', 'Q9BYC8', 'Q12906'})"
"frozenset({'P27361', 'Wnt', 'Q02363'})"
"frozenset({'O15400', 'O43889', 'Wnt'})"
"frozenset({'Q03111', 'Wnt', 'O95402'})"
"frozenset({'Wnt', 'Q9Y5J5', 'Q9NTJ3'})"
"frozenset({'Wnt', 'Q8IY81', 'Q9BYG3'})"
"frozenset({'Q9UM11', 'Wnt', 'P14635'})"
"frozenset({'P63104', 'Wnt', 'Q6R327'})"
"frozenset({'P19320', 'Wnt', 'Q9Y3B4'})"
"frozenset({'Q9Y5Z0', 'Wnt', 'P13747'})"
"frozenset({'Q16558', 'Wnt', 'Q13976'})"
"frozenset({'Wnt', 'P49674', 'O14980'})"
"frozenset({'Q9NPA5', 'Q04206', 'Wnt'})"
"frozenset({'Wnt', 'Q14651', 'P36952'})"
"frozenset({'Q9Y5Y2', 'Wnt', 'Q7Z6E9'})"
"frozenset({'Q9Y496', 'Wnt', 'O14976'})"
"frozenset({'Wnt', 'Q00796', 'Q9BYZ2'})"
"frozenset({'Wnt', 'P20648', 'Q14108'})"
"frozenset({'Wnt', 'P67775', 'Q92736'})"
"frozenset({'Q9Y6E2', 'Q8N3U4', 'Wnt'})"
"frozenset({'Q86XZ4', 'Wnt', 'P17980'})"
"frozenset({'Wnt', 'Q15554', 'P08621'})"
"frozenset({'O75419', 'Q9BRT9', 'Wnt'})"
"frozenset({'Wnt', 'Q99075', 'Q99933'})"
"frozenset({'Q13508', 'O15127', 'Wnt'})"
"frozenset({'Wnt', 'Q5IJ48', 'Q14247'})"
"frozenset({'Wnt', 'Q9NXU5', 'P68371'})"
"frozenset({'Wnt', 'O75578', 'P07996'})"
"frozenset({'Wnt', 'Q8NGS2', 'P22694'})"
"frozenset({'P60953', 'Q9Y3M8', 'Wnt'})"
"frozenset({'Wnt', 'P62993', 'Q9BZM3'})"
"frozenset({'P13196', 'Wnt', 'P63313'})"
"frozenset({'Q15269', 'Wnt', 'Q12788'})"
"frozenset({'Q86V48', 'P08047', 'Wnt'})"
"frozenset({'Q14525', 'Wnt', 'P19013'})"
"frozenset({'P09493', 'P35579', 'Wnt'})"
"frozenset({'Wnt', 'Q6P3X3', 'P04629'})"
"frozenset({'O43242', 'Wnt', 'P62244'})"
"frozenset({'Wnt', 'P16220', 'Q6ZV73'})"
"frozenset({'Q02878', 'O94822', 'Wnt'})"
"frozenset({'Wnt', 'Q9Y2D8', 'Q9NPJ6'})"
"frozenset({'Wnt', 'Q9NQ50', 'Q2NL82'})"
"frozenset({'Wnt', 'P22307', 'O95602'})"
"frozenset({'O75182', 'Q9HCU9', 'Wnt'})"
"frozenset({'Q8IWL3', 'Wnt', 'P53004'})"
"frozenset({'Wnt', 'O14980', 'Q8NA72'})"
"frozenset({'P03372', 'Wnt', 'Q9BTK6'})"
"frozenset({'P56134', 'Wnt', 'P54257'})"
"frozenset({'Wnt', 'Q8NC51', 'P60520'})"
"frozenset({'P06748', 'Wnt', 'P04406'})"
"frozenset({'P39023', 'Wnt', 'Q9NX58'})"
"frozenset({'P61956', 'Wnt', 'Q9NX18'})"
"frozenset({'A0JLT2', 'Wnt', 'Q96HR3'})"
"frozenset({'Q9UQL6', 'Wnt', 'Q16513'})"
"frozenset({'Wnt', 'Q9Y2R4', 'Q6ZW49'})"
"frozenset({'Q9UHA4', 'Wnt', 'Q9BRX9'})"
"frozenset({'P20963', 'O75369', 'Wnt'})"
"frozenset({'Wnt', 'P23458', 'Q13651'})"
"frozenset({'Wnt', 'Q14738', 'P31946'})"
"frozenset({'P03891', 'Wnt', 'O95168'})"
"frozenset({'Q9H0D2', 'P01106', 'Wnt'})"
"frozenset({'Wnt', 'Q9BZ29', 'P63000'})"
"frozenset({'Q495M9', 'Wnt', 'P55040'})"
"frozenset({'P54253', 'Wnt', 'Q9C0B0'})"
"frozenset({'Q86Y26', 'Q68G74', 'Wnt'})"
"frozenset({'Wnt', 'Q04637', 'O95405'})"
"frozenset({'Wnt', 'P56181', 'O95292'})"
"frozenset({'Wnt', 'Q5T4S7', 'Q8NBL1'})"
"frozenset({'Wnt', 'Q9UGM1', 'O14757'})"
"frozenset({'Q13395', 'Q9H444', 'Wnt'})"
"frozenset({'O95997', 'Wnt', 'Q15172'})"
"frozenset({'Q7L8L6', 'Wnt', 'P40692'})"
"frozenset({'P52739', 'Q14964', 'Wnt'})"
"frozenset({'P49368', 'Wnt', 'Q9Y297'})"
"frozenset({'Q9NRG4', 'Q2I0M4', 'Wnt'})"
"frozenset({'Wnt', 'Q9UQB8', 'P61981'})"
"frozenset({'P35030', 'Wnt', 'Q5TC82'})"
"frozenset({'P09493', 'Q9NXG0', 'Wnt'})"
"frozenset({'Wnt', 'Q8WUI4', 'P0C0S5'})"
"frozenset({'Q96L50', 'Wnt', 'Q8NHY2'})"
"frozenset({'Wnt', 'Q8TBB1', 'Q8IVN3'})"
"frozenset({'Q08117', 'Wnt', 'P54259'})"
"frozenset({'Wnt', 'P78417', 'P04792'})"
"frozenset({'Q9BTE6', 'Wnt', 'Q8TBZ6'})"
"frozenset({'Q9UBN1', 'Wnt', 'P30559'})"
"frozenset({'Q5QGZ9', 'Q9UNK0', 'Wnt'})"
"frozenset({'P62877', 'P49918', 'Wnt'})"
"frozenset({'Q8N9V2', 'Wnt', 'P05067'})"
"frozenset({'Q9UPM6', 'Wnt', 'Q9UPW6'})"
"frozenset({'Q96N21', 'P27635', 'Wnt'})"
"frozenset({'Wnt', 'Q15046', 'P47897'})"
"frozenset({'Wnt', 'P07477', 'P17844'})"
"frozenset({'P63165', 'Wnt', 'O43309'})"
"frozenset({'P09622', 'Wnt', 'P57721'})"
"frozenset({'Wnt', 'P63104', 'O00273'})"
"frozenset({'P78543', 'Q9HD15', 'Wnt'})"
"frozenset({'O76003', 'Wnt', 'P02751'})"
"frozenset({'O75367', 'Wnt', 'Q9NYL9'})"
"frozenset({'Wnt', 'Q9Y5J5', 'Q9Y5L0'})"
"frozenset({'Wnt', 'Q08170', 'P54257'})"
"frozenset({'Q14318', 'Wnt', 'Q7Z465'})"
"frozenset({'Wnt', 'Q8WVM8', 'O00161'})"
"frozenset({'Wnt', 'P62491', 'P18669'})"
"frozenset({'Wnt', 'Q9NSD9', 'Q8N9I9'})"
"frozenset({'Wnt', 'Q14031', 'P14780'})"
"frozenset({'Wnt', 'P05412', 'Q9H9L3'})"
"frozenset({'Wnt', 'Q96B97', 'P11940'})"
"frozenset({'Wnt', 'P62910', 'P62241'})"
"frozenset({'Q99650', 'Wnt', 'P01242'})"
"frozenset({'Q14160', 'Q15311', 'Wnt'})"
"frozenset({'Wnt', 'Q9NPJ6', 'Q01844'})"
"frozenset({'Q9HAZ1', 'Wnt', 'O43374'})"
"frozenset({'Q9NYD6', 'Wnt', 'P61981'})"
"frozenset({'Q8NHU6', 'Wnt', 'Q96QB1'})"
"frozenset({'Q13838', 'Q99459', 'Wnt'})"
"frozenset({'P08243', 'P01106', 'Wnt'})"
"frozenset({'Q16643', 'Wnt', 'Q5T5U3'})"
"frozenset({'Q96SW2', 'Wnt', 'Q9Y3I0'})"
"frozenset({'Wnt', 'Q14203', 'Q8NFJ9'})"
"frozenset({'P32242', 'Q96NS8', 'Wnt'})"
"frozenset({'Q9BQ52', 'Wnt', 'O60925'})"
"frozenset({'Wnt', 'P60328', 'Q7Z6R9'})"
"frozenset({'Q9NS73', 'Wnt', 'Q9BT78'})"
"frozenset({'O43516', 'Wnt', 'O95817'})"
"frozenset({'P82980', 'Wnt', 'Q15466'})"
"frozenset({'Wnt', 'P08238', 'Q96C12'})"
"frozenset({'Wnt', 'P46092', 'P19876'})"
"frozenset({'Wnt', 'Q14657', 'Q9UNF1'})"
"frozenset({'Q9H1D9', 'Wnt', 'Q63HR2'})"
"frozenset({'P22612', 'Wnt', 'Q8NH74'})"
"frozenset({'Q9UNE7', 'Wnt', 'Q13404'})"
"frozenset({'Wnt', 'Q9H582', 'Q9UBW7'})"
"frozenset({'Wnt', 'Q6ZQN5', 'Q9NXE4'})"
"frozenset({'Wnt', 'P49450', 'Q16778'})"
"frozenset({'Wnt', 'O75147', 'Q14566'})"
"frozenset({'P25685', 'P54274', 'Wnt'})"
"frozenset({'Q9P2W3', 'Wnt', 'P54646'})"
"frozenset({'P09651', 'Q9P0M9', 'Wnt'})"
"frozenset({'Wnt', 'P41252', 'Q9Y2Q3'})"
"frozenset({'Wnt', 'P0DMV8', 'Q9BZS1'})"
"frozenset({'Q6WCQ1', 'Wnt', 'Q9P0K7'})"
"frozenset({'O60506', 'Q8N8N7', 'Wnt'})"
"frozenset({'P62942', 'Wnt', 'P23284'})"
"frozenset({'Q96PY5', 'Wnt', 'P05067'})"
"frozenset({'P00533', 'Wnt', 'P07948'})"
"frozenset({'Q7L7X3', 'Wnt', 'P31946'})"
"frozenset({'P26373', 'Wnt', 'Q8IZL8'})"
"frozenset({'P21741', 'Wnt', 'P23471'})"
"frozenset({'P62979', 'Q15652', 'Wnt'})"
"frozenset({'Q9C026', 'Wnt', 'Q17RB8'})"
"frozenset({'Wnt', 'P26639', 'Q92597'})"
"frozenset({'Q9H2B4', 'Wnt', 'Q7L0Q8'})"
"frozenset({'P22612', 'Wnt', 'Q02641'})"
"frozenset({'Q8IY92', 'Q5T3I0', 'Wnt'})"
"frozenset({'P27797', 'O15533', 'Wnt'})"
"frozenset({'Wnt', 'O00505', 'Q92993'})"
"frozenset({'P19801', 'Wnt', 'Q96K80'})"
"frozenset({'Q15853', 'Wnt', 'P61073'})"
"frozenset({'Wnt', 'Q8IVD9', 'P43034'})"
"frozenset({'Q92466', 'Q71DI3', 'Wnt'})"
"frozenset({'Q9UPN7', 'Wnt', 'P04629'})"
"frozenset({'Q9H9B4', 'Q6NUN9', 'Wnt'})"
"frozenset({'P62877', 'Q8NHM5', 'Wnt'})"
"frozenset({'P60953', 'Wnt', 'Q9NQU5'})"
"frozenset({'Q8TEQ6', 'P45983', 'Wnt'})"
"frozenset({'Q9H013', 'Wnt', 'Q9H501'})"
"frozenset({'Wnt', 'P61019', 'Q8NA72'})"
"frozenset({'O00628', 'Wnt', 'P40227'})"
"frozenset({'Q01668', 'P36873', 'Wnt'})"
"frozenset({'P01889', 'Wnt', 'P30450'})"
"frozenset({'Q96FT9', 'Wnt', 'P25791'})"
"frozenset({'Q9H307', 'Q7Z3Y8', 'Wnt'})"
"frozenset({'Q03164', 'O00470', 'Wnt'})"
"frozenset({'O43143', 'Wnt', 'Q15942'})"
"frozenset({'Wnt', 'Q12824', 'Q92925'})"
"frozenset({'Q9NPD3', 'Wnt', 'P62273'})"
"frozenset({'Q9BVV2', 'Wnt', 'Q6PCB8'})"
"frozenset({'P17612', 'Wnt', 'Q8NGP4'})"
"frozenset({'Wnt', 'Q13309', 'P78396'})"
"frozenset({'O14788', 'Wnt', 'Q86WB0'})"
"frozenset({'Wnt', 'P78362', 'P19447'})"
"frozenset({'A2VEC9', 'Q96AY4', 'Wnt'})"
"frozenset({'Q02108', 'O75343', 'Wnt'})"
"frozenset({'P03901', 'P03915', 'Wnt'})"
"frozenset({'Q9NWX6', 'Q9UNF0', 'Wnt'})"
"frozenset({'Wnt', 'P23258', 'P05067'})"
