negatives
"frozenset({'Q9Y624', 'TNFalpha', 'P12830'})"
"frozenset({'P31350', 'P23921', 'TNFalpha'})"
"frozenset({'P17612', 'Q15361', 'TNFalpha'})"
"frozenset({'P14598', 'TNFalpha', 'P27361'})"
"frozenset({'Q07890', 'Q6S5L8', 'TNFalpha'})"
"frozenset({'TNFalpha', 'Q8NE86', 'P51149'})"
"frozenset({'Q96EI5', 'TNFalpha', 'P07237'})"
"frozenset({'Q6STE5', 'Q9UKX7', 'TNFalpha'})"
"frozenset({'O75110', 'Q6PD62', 'TNFalpha'})"
"frozenset({'Q6P4A7', 'Q9HCE1', 'TNFalpha'})"
"frozenset({'Q14839', 'TNFalpha', 'Q14978'})"
"frozenset({'Q13569', 'TNFalpha', 'P04637'})"
"frozenset({'Q12906', 'TNFalpha', 'P62993'})"
"frozenset({'P11441', 'P12235', 'TNFalpha'})"
"frozenset({'Q15323', 'TNFalpha', 'Q14D33'})"
"frozenset({'Q15435', 'TNFalpha', 'Q7Z699'})"
"frozenset({'Q13111', 'TNFalpha', 'Q14241'})"
"frozenset({'TNFalpha', 'P09486', 'P00747'})"
"frozenset({'P02775', 'P51685', 'TNFalpha'})"
"frozenset({'P10809', 'TNFalpha', 'P38398'})"
"frozenset({'P22087', 'TNFalpha', 'P46087'})"
"frozenset({'Q9UL18', 'Q13435', 'TNFalpha'})"
"frozenset({'P16070', 'P12110', 'TNFalpha'})"
"frozenset({'Q2M2I5', 'TNFalpha', 'Q7L5N1'})"
"frozenset({'TNFalpha', 'Q8IXJ6', 'Q9NP81'})"
"frozenset({'Q15717', 'O95427', 'TNFalpha'})"
"frozenset({'O43521', 'Q08830', 'TNFalpha'})"
"frozenset({'Q96EY1', 'TNFalpha', 'P38484'})"
"frozenset({'O43439', 'O75081', 'TNFalpha'})"
"frozenset({'P43403', 'TNFalpha', 'P07437'})"
"frozenset({'Q9NP77', 'P45984', 'TNFalpha'})"
"frozenset({'Q16576', 'Q9UGU0', 'TNFalpha'})"
"frozenset({'P26885', 'P36969', 'TNFalpha'})"
"frozenset({'Q8TDM6', 'Q9Y2I6', 'TNFalpha'})"
"frozenset({'Q9H9T3', 'TNFalpha', 'Q8NI36'})"
"frozenset({'Q01995', 'P14598', 'TNFalpha'})"
"frozenset({'TNFalpha', 'P35244', 'P51148'})"
"frozenset({'P01106', 'Q15637', 'TNFalpha'})"
"frozenset({'P46734', 'TNFalpha', 'P13533'})"
"frozenset({'Q99466', 'Q8WW43', 'TNFalpha'})"
"frozenset({'Q8N448', 'Q6NSJ5', 'TNFalpha'})"
"frozenset({'P04035', 'Q8WU17', 'TNFalpha'})"
"frozenset({'TNFalpha', 'O00422', 'Q8IYB3'})"
"frozenset({'P30480', 'TNFalpha', 'P61077'})"
"frozenset({'P11802', 'TNFalpha', 'Q7L5N1'})"
"frozenset({'TNFalpha', 'P51398', 'Q15788'})"
"frozenset({'TNFalpha', 'Q96EB6', 'Q01826'})"
"frozenset({'Q9P2H0', 'Q99728', 'TNFalpha'})"
"frozenset({'O14933', 'Q8ND25', 'TNFalpha'})"
"frozenset({'Q96J01', 'Q13177', 'TNFalpha'})"
"frozenset({'Q9H6Z9', 'Q6W2J9', 'TNFalpha'})"
"frozenset({'O43909', 'TNFalpha', 'Q9H2G2'})"
"frozenset({'O75051', 'O00212', 'TNFalpha'})"
"frozenset({'Q04917', 'Q6ZN04', 'TNFalpha'})"
"frozenset({'O14543', 'TNFalpha', 'P35568'})"
"frozenset({'Q15717', 'Q504U0', 'TNFalpha'})"
"frozenset({'O15294', 'TNFalpha', 'P51571'})"
"frozenset({'Q8TDW7', 'Q8N9F0', 'TNFalpha'})"
"frozenset({'TNFalpha', 'P19419', 'P05129'})"
"frozenset({'P98172', 'TNFalpha', 'O43639'})"
"frozenset({'P03372', 'Q96GM5', 'TNFalpha'})"
"frozenset({'Q8TAP6', 'Q00839', 'TNFalpha'})"
"frozenset({'P60033', 'P83731', 'TNFalpha'})"
"frozenset({'Q9HBX9', 'P63092', 'TNFalpha'})"
"frozenset({'Q9UJX5', 'P16298', 'TNFalpha'})"
"frozenset({'Q86VP1', 'TNFalpha', 'Q63HK5'})"
"frozenset({'P60520', 'TNFalpha', 'Q15084'})"
"frozenset({'Q00534', 'TNFalpha', 'Q9BX66'})"
"frozenset({'TNFalpha', 'P01911', 'Q9H6D8'})"
"frozenset({'TNFalpha', 'Q9H0A0', 'O14746'})"
"frozenset({'Q15366', 'P14866', 'TNFalpha'})"
"frozenset({'Q12968', 'TNFalpha', 'Q14814'})"
"frozenset({'P37802', 'P16871', 'TNFalpha'})"
"frozenset({'Q8TAQ2', 'O14497', 'TNFalpha'})"
"frozenset({'TNFalpha', 'Q96IF1', 'Q15654'})"
"frozenset({'Q5TB80', 'P15927', 'TNFalpha'})"
"frozenset({'P19838', 'TNFalpha', 'P11831'})"
"frozenset({'P35610', 'TNFalpha', 'Q86UK5'})"
"frozenset({'P16260', 'Q96CS3', 'TNFalpha'})"
"frozenset({'O95644', 'TNFalpha', 'P27361'})"
"frozenset({'Q9NX55', 'TNFalpha', 'O75170'})"
"frozenset({'P15336', 'P05412', 'TNFalpha'})"
"frozenset({'Q7Z2W4', 'TNFalpha', 'P78406'})"
"frozenset({'Q92643', 'Q9UI38', 'TNFalpha'})"
"frozenset({'A8K2U0', 'TNFalpha', 'P19838'})"
"frozenset({'P13521', 'P30968', 'TNFalpha'})"
"frozenset({'TNFalpha', 'P00533', 'P04626'})"
"frozenset({'Q13618', 'TNFalpha', 'Q9P2G9'})"
"frozenset({'P28702', 'P29122', 'TNFalpha'})"
"frozenset({'P17301', 'TNFalpha', 'A4D0S4'})"
"frozenset({'P49917', 'Q92793', 'TNFalpha'})"
"frozenset({'P63151', 'P46531', 'TNFalpha'})"
"frozenset({'Q15717', 'Q13325', 'TNFalpha'})"
"frozenset({'P24941', 'P12277', 'TNFalpha'})"
"frozenset({'TNFalpha', 'Q12834', 'Q15645'})"
"frozenset({'P36955', 'Q96PU5', 'TNFalpha'})"
"frozenset({'P47756', 'TNFalpha', 'Q9H6T3'})"
"frozenset({'TNFalpha', 'Q13620', 'P84103'})"
"frozenset({'P81274', 'TNFalpha', 'Q4L235'})"
"frozenset({'Q16854', 'P22676', 'TNFalpha'})"
"frozenset({'P29350', 'TNFalpha', 'P15260'})"
"frozenset({'Q9NTM9', 'Q63ZY3', 'TNFalpha'})"
"frozenset({'TNFalpha', 'Q92499', 'O14980'})"
"frozenset({'Q9NQW7', 'Q15046', 'TNFalpha'})"
"frozenset({'Q9HCH5', 'Q9BWH6', 'TNFalpha'})"
"frozenset({'Q6ZUJ4', 'Q09472', 'TNFalpha'})"
"frozenset({'Q9UGM1', 'TNFalpha', 'Q9NRR4'})"
"frozenset({'TNFalpha', 'Q9BZE4', 'O95793'})"
"frozenset({'TNFalpha', 'O95218', 'Q02040'})"
"frozenset({'TNFalpha', 'P43632', 'P30505'})"
"frozenset({'Q14525', 'TNFalpha', 'P35908'})"
"frozenset({'O15131', 'P24001', 'TNFalpha'})"
"frozenset({'Q96I24', 'P35244', 'TNFalpha'})"
"frozenset({'Q9NYF8', 'TNFalpha', 'Q13148'})"
"frozenset({'Q9BTE3', 'P33992', 'TNFalpha'})"
"frozenset({'O15239', 'O95299', 'TNFalpha'})"
"frozenset({'TNFalpha', 'O43852', 'Q13418'})"
"frozenset({'P62266', 'P62273', 'TNFalpha'})"
"frozenset({'TNFalpha', 'P35749', 'P68543'})"
"frozenset({'O75688', 'O95267', 'TNFalpha'})"
"frozenset({'O15467', 'TNFalpha', 'P51681'})"
"frozenset({'P45985', 'TNFalpha', 'Q96J02'})"
"frozenset({'Q99848', 'P60520', 'TNFalpha'})"
"frozenset({'Q7Z6J6', 'A2RU67', 'TNFalpha'})"
"frozenset({'TNFalpha', 'Q9GZT8', 'O96006'})"
"frozenset({'P28482', 'TNFalpha', 'P62136'})"
"frozenset({'Q9H3S7', 'O14964', 'TNFalpha'})"
"frozenset({'P46379', 'Q13428', 'TNFalpha'})"
"frozenset({'Q05707', 'Q86YD3', 'TNFalpha'})"
"frozenset({'P05455', 'TNFalpha', 'P67870'})"
"frozenset({'O15049', 'Q2M1P5', 'TNFalpha'})"
"frozenset({'Q8IU57', 'Q9HBE4', 'TNFalpha'})"
"frozenset({'P35609', 'TNFalpha', 'Q01668'})"
"frozenset({'P01106', 'TNFalpha', 'Q8NHJ6'})"
"frozenset({'TNFalpha', 'Q9BWJ5', 'Q9Y3B4'})"
"frozenset({'Q96GV9', 'Q8ND90', 'TNFalpha'})"
"frozenset({'P35626', 'A6NET4', 'TNFalpha'})"
"frozenset({'O15264', 'P67809', 'TNFalpha'})"
"frozenset({'P06576', 'TNFalpha', 'Q16637'})"
"frozenset({'O60403', 'P35626', 'TNFalpha'})"
"frozenset({'Q13283', 'TNFalpha', 'P50914'})"
"frozenset({'O95819', 'P62424', 'TNFalpha'})"
"frozenset({'O00746', 'O15160', 'TNFalpha'})"
"frozenset({'Q9Y3C0', 'Q9Y4E1', 'TNFalpha'})"
"frozenset({'TNFalpha', 'P16520', 'O00555'})"
"frozenset({'Q8NHB7', 'TNFalpha', 'Q9P2W3'})"
"frozenset({'O75317', 'TNFalpha', 'P58304'})"
"frozenset({'Q8N1F8', 'Q9UKB1', 'TNFalpha'})"
"frozenset({'P22362', 'TNFalpha', 'P49238'})"
"frozenset({'P30305', 'TNFalpha', 'Q5TCX8'})"
"frozenset({'Q01082', 'Q99459', 'TNFalpha'})"
"frozenset({'TNFalpha', 'Q96S15', 'P24386'})"
"frozenset({'Q6VB84', 'P59991', 'TNFalpha'})"
"frozenset({'Q96K58', 'TNFalpha', 'Q96HE9'})"
"frozenset({'Q17R98', 'Q8WXI9', 'TNFalpha'})"
"frozenset({'Q96Q45', 'P50402', 'TNFalpha'})"
"frozenset({'Q8IUF8', 'TNFalpha', 'P50914'})"
"frozenset({'Q9NPI7', 'Q5MJ10', 'TNFalpha'})"
"frozenset({'Q9BTE1', 'TNFalpha', 'Q1MSJ5'})"
"frozenset({'Q6Y7W6', 'Q9BPZ7', 'TNFalpha'})"
"frozenset({'Q9BRL7', 'Q969F0', 'TNFalpha'})"
"frozenset({'P02751', 'P48023', 'TNFalpha'})"
"frozenset({'Q969J5', 'TNFalpha', 'P05112'})"
"frozenset({'O95169', 'P61421', 'TNFalpha'})"
"frozenset({'P61077', 'Q8ND25', 'TNFalpha'})"
"frozenset({'Q71UM5', 'TNFalpha', 'P35268'})"
"frozenset({'Q13285', 'P51991', 'TNFalpha'})"
"frozenset({'O14641', 'P15622', 'TNFalpha'})"
"frozenset({'P06753', 'TNFalpha', 'P49327'})"
"frozenset({'Q9BYR8', 'Q96HA8', 'TNFalpha'})"
"frozenset({'P04798', 'P23193', 'TNFalpha'})"
"frozenset({'Q13526', 'Q96C00', 'TNFalpha'})"
"frozenset({'Q9NQB0', 'P63279', 'TNFalpha'})"
"frozenset({'Q9NWR8', 'Q15047', 'TNFalpha'})"
"frozenset({'Q08170', 'Q15365', 'TNFalpha'})"
"frozenset({'Q8N5V2', 'P54756', 'TNFalpha'})"
"frozenset({'P55345', 'TNFalpha', 'Q9H6X2'})"
"frozenset({'O60858', 'TNFalpha', 'Q86UK5'})"
"frozenset({'Q9NRI5', 'Q3T906', 'TNFalpha'})"
"frozenset({'P13929', 'P36969', 'TNFalpha'})"
"frozenset({'Q96NL6', 'TNFalpha', 'Q9H6U6'})"
"frozenset({'P22087', 'Q6ZN17', 'TNFalpha'})"
"frozenset({'P35558', 'P17987', 'TNFalpha'})"
"frozenset({'P30480', 'TNFalpha', 'Q9UQE7'})"
"frozenset({'Q96N76', 'TNFalpha', 'Q15699'})"
"frozenset({'Q9H553', 'P50995', 'TNFalpha'})"
"frozenset({'TNFalpha', 'P28749', 'O95400'})"
"frozenset({'Q99873', 'TNFalpha', 'Q8IZS5'})"
"frozenset({'O75367', 'TNFalpha', 'Q9BX46'})"
"frozenset({'P01106', 'Q01804', 'TNFalpha'})"
"frozenset({'P18077', 'TNFalpha', 'P46783'})"
"frozenset({'Q9P227', 'TNFalpha', 'P09651'})"
"frozenset({'Q13671', 'P00533', 'TNFalpha'})"
"frozenset({'O95817', 'P25398', 'TNFalpha'})"
"frozenset({'Q14974', 'TNFalpha', 'Q5SRE5'})"
"frozenset({'TNFalpha', 'P16066', 'O95467'})"
"frozenset({'P0C7T5', 'P50222', 'TNFalpha'})"
"frozenset({'Q8ND25', 'TNFalpha', 'P62837'})"
"frozenset({'P08670', 'Q06323', 'TNFalpha'})"
"frozenset({'Q14203', 'Q9H6D7', 'TNFalpha'})"
"frozenset({'Q9NUU7', 'TNFalpha', 'O14980'})"
"frozenset({'Q14145', 'Q9HB75', 'TNFalpha'})"
"frozenset({'Q68E01', 'P48431', 'TNFalpha'})"
"frozenset({'P23258', 'TNFalpha', 'Q9Y5B8'})"
"frozenset({'Q93084', 'P24941', 'TNFalpha'})"
"frozenset({'Q16254', 'Q99741', 'TNFalpha'})"
"frozenset({'P10276', 'P06748', 'TNFalpha'})"
"frozenset({'Q16352', 'Q9H2C0', 'TNFalpha'})"
"frozenset({'P00488', 'P05160', 'TNFalpha'})"
"frozenset({'Q9GZM5', 'TNFalpha', 'Q9BSR8'})"
"frozenset({'P82914', 'O60260', 'TNFalpha'})"
"frozenset({'Q14190', 'TNFalpha', 'P07900'})"
"frozenset({'Q96JN2', 'Q9UL45', 'TNFalpha'})"
"frozenset({'Q8NHZ7', 'A6NEM1', 'TNFalpha'})"
"frozenset({'Q15717', 'TNFalpha', 'P84103'})"
"frozenset({'Q15154', 'TNFalpha', 'Q8WWK9'})"
"frozenset({'Q9P0V3', 'O60573', 'TNFalpha'})"
"frozenset({'P03905', 'TNFalpha', 'Q99801'})"
"frozenset({'Q01518', 'TNFalpha', 'P07900'})"
"frozenset({'Q04206', 'TNFalpha', 'P78556'})"
"frozenset({'TNFalpha', 'Q9Y4K3', 'Q9Y286'})"
"frozenset({'O14543', 'Q93034', 'TNFalpha'})"
"frozenset({'Q15831', 'TNFalpha', 'Q92748'})"
"frozenset({'Q86TI0', 'TNFalpha', 'Q9Y250'})"
"frozenset({'Q59EK9', 'Q9BXS5', 'TNFalpha'})"
"frozenset({'TNFalpha', 'P34897', 'Q99743'})"
"frozenset({'Q7Z589', 'TNFalpha', 'Q14192'})"
"frozenset({'Q9ULV8', 'P00519', 'TNFalpha'})"
"frozenset({'P62993', 'O00254', 'TNFalpha'})"
"frozenset({'P78424', 'TNFalpha', 'P54727'})"
"frozenset({'O75031', 'TNFalpha', 'Q3SYA9'})"
"frozenset({'P33240', 'O95639', 'TNFalpha'})"
"frozenset({'P32927', 'P08631', 'TNFalpha'})"
"frozenset({'Q8WV37', 'TNFalpha', 'O95273'})"
"frozenset({'TNFalpha', 'P09093', 'O43889'})"
"frozenset({'P53396', 'P05067', 'TNFalpha'})"
"frozenset({'P55036', 'Q8NI22', 'TNFalpha'})"
"frozenset({'TNFalpha', 'P60709', 'P61019'})"
"frozenset({'Q15004', 'TNFalpha', 'P38398'})"
"frozenset({'Q99877', 'P13612', 'TNFalpha'})"
"frozenset({'P55771', 'Q01844', 'TNFalpha'})"
"frozenset({'Q15906', 'Q9HBJ0', 'TNFalpha'})"
"frozenset({'Q7Z794', 'TNFalpha', 'P35908'})"
"frozenset({'Q9H9S0', 'TNFalpha', 'P11142'})"
"frozenset({'Q96B36', 'TNFalpha', 'P42345'})"
"frozenset({'P10276', 'Q09472', 'TNFalpha'})"
"frozenset({'Q8TDY8', 'P02768', 'TNFalpha'})"
"frozenset({'Q13627', 'TNFalpha', 'P24928'})"
"frozenset({'P31644', 'P54257', 'TNFalpha'})"
"frozenset({'P01106', 'Q16254', 'TNFalpha'})"
"frozenset({'Q9NS73', 'Q13905', 'TNFalpha'})"
"frozenset({'P07550', 'Q9Y2H1', 'TNFalpha'})"
"frozenset({'Q8TAP6', 'P83731', 'TNFalpha'})"
"frozenset({'TNFalpha', 'P04798', 'Q15459'})"
"frozenset({'Q7Z569', 'TNFalpha', 'Q969H4'})"
"frozenset({'P31946', 'TNFalpha', 'Q15029'})"
"frozenset({'TNFalpha', 'P60709', 'O95166'})"
"frozenset({'O00716', 'TNFalpha', 'Q9UM54'})"
"frozenset({'P39656', 'Q9Y679', 'TNFalpha'})"
"frozenset({'Q9BXL8', 'P49903', 'TNFalpha'})"
"frozenset({'O75665', 'TNFalpha', 'Q9UPQ9'})"
"frozenset({'TNFalpha', 'Q15022', 'Q14151'})"
"frozenset({'Q9NRX2', 'TNFalpha', 'P37235'})"
"frozenset({'Q16659', 'P02647', 'TNFalpha'})"
"frozenset({'P37840', 'TNFalpha', 'Q2TAY7'})"
"frozenset({'O60941', 'P11532', 'TNFalpha'})"
"frozenset({'Q9NPA3', 'TNFalpha', 'Q9UJV3'})"
"frozenset({'Q15831', 'P0DP25', 'TNFalpha'})"
"frozenset({'P50406', 'O60518', 'TNFalpha'})"
"frozenset({'P62837', 'TNFalpha', 'Q15796'})"
"frozenset({'Q9NWT6', 'Q9BXW6', 'TNFalpha'})"
"frozenset({'Q96IJ6', 'TNFalpha', 'P19838'})"
"frozenset({'P30480', 'P46060', 'TNFalpha'})"
"frozenset({'O95218', 'P50402', 'TNFalpha'})"
"frozenset({'P43366', 'O15151', 'TNFalpha'})"
"frozenset({'O75420', 'Q96QZ7', 'TNFalpha'})"
"frozenset({'P26368', 'TNFalpha', 'Q15459'})"
"frozenset({'Q70EL4', 'Q9UJA5', 'TNFalpha'})"
"frozenset({'Q14999', 'TNFalpha', 'Q14258'})"
"frozenset({'TNFalpha', 'Q9H9B4', 'P04629'})"
"frozenset({'P07355', 'TNFalpha', 'P16455'})"
"frozenset({'P13797', 'P31948', 'TNFalpha'})"
"frozenset({'O00469', 'TNFalpha', 'Q9Y4E8'})"
"frozenset({'P09630', 'TNFalpha', 'P08069'})"
"frozenset({'Q13009', 'Q8WXF0', 'TNFalpha'})"
"frozenset({'TNFalpha', 'Q02878', 'Q16637'})"
"frozenset({'TNFalpha', 'P14316', 'Q03518'})"
"frozenset({'TNFalpha', 'Q8N0Z3', 'O76094'})"
"frozenset({'Q92830', 'Q15185', 'TNFalpha'})"
"frozenset({'Q99717', 'Q13485', 'TNFalpha'})"
"frozenset({'P09012', 'TNFalpha', 'P31939'})"
"frozenset({'TNFalpha', 'P35244', 'Q9NS91'})"
"frozenset({'P04350', 'Q9BW62', 'TNFalpha'})"
"frozenset({'Q15797', 'TNFalpha', 'P10070'})"
"frozenset({'TNFalpha', 'P57682', 'Q13363'})"
"frozenset({'Q9UBU9', 'TNFalpha', 'Q99549'})"
"frozenset({'P05387', 'Q6MZP7', 'TNFalpha'})"
"frozenset({'P09234', 'Q96GG9', 'TNFalpha'})"
"frozenset({'Q8WZ79', 'Q24JP5', 'TNFalpha'})"
"frozenset({'Q96DB2', 'TNFalpha', 'Q9UPN7'})"
"frozenset({'Q13976', 'P13805', 'TNFalpha'})"
"frozenset({'Q96NT1', 'TNFalpha', 'Q92993'})"
"frozenset({'Q8WTV0', 'P02647', 'TNFalpha'})"
"frozenset({'Q9ULV1', 'TNFalpha', 'O00755'})"
"frozenset({'O15294', 'P42336', 'TNFalpha'})"
"frozenset({'Q15366', 'TNFalpha', 'Q15654'})"
"frozenset({'P62945', 'TNFalpha', 'P50914'})"
"frozenset({'P18077', 'TNFalpha', 'P62241'})"
"frozenset({'Q96RN5', 'TNFalpha', 'P61218'})"
"frozenset({'Q8IX15', 'TNFalpha', 'Q15013'})"
"frozenset({'P02656', 'Q06945', 'TNFalpha'})"
"frozenset({'TNFalpha', 'Q9BYN0', 'P63146'})"
"frozenset({'Q99541', 'TNFalpha', 'P53779'})"
"frozenset({'Q8NBZ0', 'TNFalpha', 'Q13131'})"
"frozenset({'Q9NPE2', 'TNFalpha', 'Q8N5N7'})"
"frozenset({'P06241', 'Q8IZD9', 'TNFalpha'})"
"frozenset({'P17301', 'TNFalpha', 'P24821'})"
"frozenset({'TNFalpha', 'Q8IYX8', 'Q08379'})"
"frozenset({'P54274', 'P07195', 'TNFalpha'})"
"frozenset({'P30939', 'P09471', 'TNFalpha'})"
"frozenset({'TNFalpha', 'P39748', 'Q96FI4'})"
"frozenset({'Q9UHD2', 'Q9H171', 'TNFalpha'})"
"frozenset({'Q8N163', 'Q92905', 'TNFalpha'})"
"frozenset({'Q71RC2', 'Q6ZN17', 'TNFalpha'})"
"frozenset({'O95819', 'TNFalpha', 'P17844'})"
"frozenset({'Q9BVX2', 'P53801', 'TNFalpha'})"
"frozenset({'O15069', 'TNFalpha', 'P04629'})"
"frozenset({'O43463', 'TNFalpha', 'P60002'})"
"frozenset({'Q15198', 'TNFalpha', 'P01137'})"
"frozenset({'P17661', 'TNFalpha', 'P14923'})"
"frozenset({'P53350', 'Q8IYT8', 'TNFalpha'})"
"frozenset({'O75084', 'Q9Y6F9', 'TNFalpha'})"
"frozenset({'Q93063', 'P62273', 'TNFalpha'})"
"frozenset({'Q13554', 'Q13555', 'TNFalpha'})"
"frozenset({'TNFalpha', 'O94986', 'P78406'})"
"frozenset({'Q9GZL7', 'Q9UKB1', 'TNFalpha'})"
"frozenset({'Q9NVR0', 'TNFalpha', 'Q8IVD9'})"
"frozenset({'Q96GC5', 'Q9NPD3', 'TNFalpha'})"
"frozenset({'Q9H936', 'Q6ZMQ8', 'TNFalpha'})"
"frozenset({'Q9BV73', 'P26373', 'TNFalpha'})"
"frozenset({'P01909', 'O43612', 'TNFalpha'})"
"frozenset({'P18146', 'TNFalpha', 'P48506'})"
"frozenset({'P49910', 'TNFalpha', 'Q9UJV3'})"
"frozenset({'P01567', 'Q9UHF4', 'TNFalpha'})"
"frozenset({'Q9ULM3', 'TNFalpha', 'Q00987'})"
"frozenset({'P35221', 'TNFalpha', 'P12830'})"
"frozenset({'Q9NSA1', 'TNFalpha', 'P35916'})"
"frozenset({'Q8N5G0', 'TNFalpha', 'P05141'})"
"frozenset({'Q9UBI6', 'O00459', 'TNFalpha'})"
"frozenset({'P08238', 'TNFalpha', 'P68400'})"
"frozenset({'P38159', 'TNFalpha', 'P52756'})"
"frozenset({'P54920', 'Q01968', 'TNFalpha'})"
"frozenset({'Q9BW61', 'TNFalpha', 'P30084'})"
"frozenset({'Q9UL15', 'TNFalpha', 'Q9Y3D0'})"
"frozenset({'P25025', 'O00175', 'TNFalpha'})"
"frozenset({'TNFalpha', 'O15143', 'P04629'})"
"frozenset({'O43918', 'TNFalpha', 'Q15393'})"
"frozenset({'TNFalpha', 'Q02779', 'Q9Y496'})"
"frozenset({'P23193', 'P13984', 'TNFalpha'})"
"frozenset({'TNFalpha', 'P61587', 'Q8IVF5'})"
"frozenset({'Q5T3F8', 'Q02297', 'TNFalpha'})"
"frozenset({'Q14164', 'P12532', 'TNFalpha'})"
"frozenset({'Q9UKJ1', 'Q6AZZ1', 'TNFalpha'})"
"frozenset({'Q9P1Z2', 'Q7Z2E3', 'TNFalpha'})"
"frozenset({'O95995', 'P40222', 'TNFalpha'})"
"frozenset({'Q8NF50', 'Q6A162', 'TNFalpha'})"
"frozenset({'Q7RTX0', 'TNFalpha', 'A8MTJ3'})"
"frozenset({'Q96PU8', 'TNFalpha', 'Q70CQ3'})"
"frozenset({'Q13643', 'TNFalpha', 'Q9ULJ3'})"
"frozenset({'P41219', 'Q9H7C4', 'TNFalpha'})"
"frozenset({'Q9C002', 'TNFalpha', 'P47985'})"
"frozenset({'Q8N812', 'TNFalpha', 'Q13451'})"
"frozenset({'TNFalpha', 'P62241', 'Q9H2W6'})"
"frozenset({'P62244', 'Q9BRP8', 'TNFalpha'})"
"frozenset({'P48730', 'P48729', 'TNFalpha'})"
"frozenset({'TNFalpha', 'Q9HCY8', 'P04626'})"
"frozenset({'Q02641', 'P54259', 'TNFalpha'})"
"frozenset({'Q9H0R8', 'Q09028', 'TNFalpha'})"
"frozenset({'P0DI82', 'Q96KC9', 'TNFalpha'})"
"frozenset({'Q9H040', 'TNFalpha', 'Q13243'})"
"frozenset({'Q9Y265', 'TNFalpha', 'P21281'})"
"frozenset({'P55036', 'P28066', 'TNFalpha'})"
"frozenset({'Q9H7J1', 'TNFalpha', 'Q8TD86'})"
"frozenset({'Q5VZ89', 'Q5TCZ1', 'TNFalpha'})"
"frozenset({'TNFalpha', 'P15692', 'P10721'})"
"frozenset({'P05019', 'TNFalpha', 'Q16270'})"
"frozenset({'Q8WWC4', 'TNFalpha', 'Q9NQH7'})"
"frozenset({'O95819', 'Q02878', 'TNFalpha'})"
"frozenset({'P62877', 'TNFalpha', 'P34947'})"
"frozenset({'O76011', 'Q6PEX3', 'TNFalpha'})"
"frozenset({'O15524', 'O60759', 'TNFalpha'})"
"frozenset({'P05412', 'TNFalpha', 'P46783'})"
"frozenset({'Q9UNA4', 'P12004', 'TNFalpha'})"
"frozenset({'P54725', 'TNFalpha', 'Q16186'})"
"frozenset({'O75807', 'P05198', 'TNFalpha'})"
"frozenset({'P18074', 'TNFalpha', 'Q13889'})"
"frozenset({'Q9Y383', 'O75494', 'TNFalpha'})"
"frozenset({'P41252', 'P35520', 'TNFalpha'})"
"frozenset({'Q7Z3S9', 'Q86VE0', 'TNFalpha'})"
"frozenset({'P63261', 'P42771', 'TNFalpha'})"
"frozenset({'Q15172', 'P17252', 'TNFalpha'})"
"frozenset({'P01106', 'Q01085', 'TNFalpha'})"
"frozenset({'O95196', 'P80370', 'TNFalpha'})"
"frozenset({'Q96GG9', 'TNFalpha', 'P11021'})"
"frozenset({'Q9GZQ8', 'Q3MII6', 'TNFalpha'})"
"frozenset({'TNFalpha', 'Q5D1E8', 'O14980'})"
"frozenset({'Q8N543', 'P46926', 'TNFalpha'})"
"frozenset({'P06748', 'TNFalpha', 'Q08379'})"
"frozenset({'P41182', 'Q8IUQ4', 'TNFalpha'})"
"frozenset({'TNFalpha', 'Q8NHX9', 'P42345'})"
"frozenset({'O43837', 'TNFalpha', 'Q16740'})"
"frozenset({'Q9UJ41', 'TNFalpha', 'P61981'})"
"frozenset({'Q09028', 'Q8WXI9', 'TNFalpha'})"
"frozenset({'Q9NWB7', 'TNFalpha', 'Q13099'})"
"frozenset({'Q04837', 'P27348', 'TNFalpha'})"
"frozenset({'Q13435', 'P23193', 'TNFalpha'})"
"frozenset({'P59022', 'Q99958', 'TNFalpha'})"
"frozenset({'TNFalpha', 'P42574', 'O60551'})"
"frozenset({'Q8NE01', 'Q15717', 'TNFalpha'})"
"frozenset({'Q13405', 'Q92905', 'TNFalpha'})"
"frozenset({'Q8TC44', 'TNFalpha', 'O15212'})"
"frozenset({'P63279', 'TNFalpha', 'Q8TEB7'})"
"frozenset({'O95751', 'TNFalpha', 'P55081'})"
"frozenset({'TNFalpha', 'Q9P2W1', 'P10275'})"
"frozenset({'Q96EV2', 'Q01844', 'TNFalpha'})"
"frozenset({'P15313', 'P05412', 'TNFalpha'})"
"frozenset({'Q13616', 'P04350', 'TNFalpha'})"
"frozenset({'TNFalpha', 'Q96NR8', 'Q9H492'})"
"frozenset({'TNFalpha', 'Q8N7C3', 'P51946'})"
"frozenset({'Q04837', 'O75489', 'TNFalpha'})"
"frozenset({'Q5VTU8', 'O00400', 'TNFalpha'})"
"frozenset({'P86480', 'Q96HA8', 'TNFalpha'})"
"frozenset({'P38432', 'Q96HC4', 'TNFalpha'})"
"frozenset({'Q6DD88', 'TNFalpha', 'Q03518'})"
"frozenset({'TNFalpha', 'O43541', 'Q96J02'})"
"frozenset({'Q9Y679', 'TNFalpha', 'Q13418'})"
"frozenset({'Q9BTC8', 'P16220', 'TNFalpha'})"
"frozenset({'P62995', 'P05412', 'TNFalpha'})"
"frozenset({'Q9UNL4', 'TNFalpha', 'P04637'})"
