negatives
"frozenset({'P61960', 'Q96EK5', 'IL4'})"
"frozenset({'P52732', 'Q8IYT8', 'IL4'})"
"frozenset({'Q96G25', 'IL4', 'Q6I9Y2'})"
"frozenset({'Q13526', 'IL4', 'Q9UQ88'})"
"frozenset({'Q8TAF3', 'O43865', 'IL4'})"
"frozenset({'Q13155', 'IL4', 'Q8TBB1'})"
"frozenset({'Q96CS3', 'IL4', 'Q9BUN8'})"
"frozenset({'Q13148', 'IL4', 'P46777'})"
"frozenset({'P22607', 'P35222', 'IL4'})"
"frozenset({'Q8TCJ0', 'P31689', 'IL4'})"
"frozenset({'P68400', 'IL4', 'P05114'})"
"frozenset({'P05019', 'IL4', 'P17948'})"
"frozenset({'Q13643', 'Q14192', 'IL4'})"
"frozenset({'Q02750', 'IL4', 'Q12913'})"
"frozenset({'P49790', 'IL4', 'P00533'})"
"frozenset({'P29466', 'P52565', 'IL4'})"
"frozenset({'Q6P1X5', 'P48431', 'IL4'})"
"frozenset({'P20618', 'Q53H96', 'IL4'})"
"frozenset({'O60841', 'P47813', 'IL4'})"
"frozenset({'P02768', 'P35219', 'IL4'})"
"frozenset({'O00459', 'P59768', 'IL4'})"
"frozenset({'Q13813', 'Q9HAU0', 'IL4'})"
"frozenset({'P11831', 'IL4', 'Q14934'})"
"frozenset({'Q8N628', 'P17612', 'IL4'})"
"frozenset({'Q9HBM1', 'Q96T76', 'IL4'})"
"frozenset({'P35228', 'A7E2V4', 'IL4'})"
"frozenset({'Q53GL0', 'IL4', 'P25685'})"
"frozenset({'Q9H3F6', 'IL4', 'P62745'})"
"frozenset({'P05412', 'IL4', 'O75400'})"
"frozenset({'Q7Z7A1', 'P53350', 'IL4'})"
"frozenset({'Q8IUR0', 'Q9H944', 'IL4'})"
"frozenset({'Q9NVH1', 'IL4', 'Q5XKP0'})"
"frozenset({'O75934', 'IL4', 'P23508'})"
"frozenset({'Q99942', 'IL4', 'Q9BUN8'})"
"frozenset({'Q96QZ7', 'IL4', 'P49336'})"
"frozenset({'Q16777', 'P62807', 'IL4'})"
"frozenset({'P53396', 'O95793', 'IL4'})"
"frozenset({'P63104', 'IL4', 'P31629'})"
"frozenset({'P08631', 'P42229', 'IL4'})"
"frozenset({'P07992', 'IL4', 'P00533'})"
"frozenset({'Q9H0M0', 'Q9Y6K9', 'IL4'})"
"frozenset({'Q9NWY4', 'Q00987', 'IL4'})"
"frozenset({'Q96EL3', 'IL4', 'P09110'})"
"frozenset({'Q13308', 'P34925', 'IL4'})"
"frozenset({'Q5JQC9', 'P28482', 'IL4'})"
"frozenset({'Q13574', 'IL4', 'P49407'})"
"frozenset({'P32121', 'Q8NGI6', 'IL4'})"
"frozenset({'Q8WXI9', 'O43638', 'IL4'})"
"frozenset({'Q8IVD9', 'Q9NXB0', 'IL4'})"
"frozenset({'Q16778', 'IL4', 'Q969S8'})"
"frozenset({'P0DMV8', 'Q9BV73', 'IL4'})"
"frozenset({'O43324', 'P46940', 'IL4'})"
"frozenset({'Q8TDY2', 'Q8TEV9', 'IL4'})"
"frozenset({'Q86XI2', 'Q7Z5B4', 'IL4'})"
"frozenset({'Q13885', 'Q9Y6G9', 'IL4'})"
"frozenset({'P06493', 'IL4', 'Q14202'})"
"frozenset({'P21675', 'P52655', 'IL4'})"
"frozenset({'P54886', 'P24941', 'IL4'})"
"frozenset({'Q8TDY2', 'IL4', 'Q8NAA4'})"
"frozenset({'P60410', 'IL4', 'A6H8Z2'})"
"frozenset({'O94776', 'IL4', 'P38398'})"
"frozenset({'P59768', 'IL4', 'Q01668'})"
"frozenset({'Q13287', 'P42771', 'IL4'})"
"frozenset({'Q8IYB8', 'IL4', 'Q99459'})"
"frozenset({'Q15262', 'O75503', 'IL4'})"
"frozenset({'Q9Y4R7', 'P34931', 'IL4'})"
"frozenset({'P27361', 'Q16559', 'IL4'})"
"frozenset({'P11142', 'Q9Y2K1', 'IL4'})"
"frozenset({'Q8WYR1', 'IL4', 'O60674'})"
"frozenset({'P51681', 'Q9UBD3', 'IL4'})"
"frozenset({'P04150', 'IL4', 'Q9HD15'})"
"frozenset({'P35398', 'P26599', 'IL4'})"
"frozenset({'Q562F6', 'Q9H6Z9', 'IL4'})"
"frozenset({'Q96MT8', 'IL4', 'Q96LB3'})"
"frozenset({'O60500', 'O43809', 'IL4'})"
"frozenset({'P01857', 'P19320', 'IL4'})"
"frozenset({'P51617', 'IL4', 'P17987'})"
"frozenset({'O43255', 'P08247', 'IL4'})"
"frozenset({'Q9UKB1', 'Q16540', 'IL4'})"
"frozenset({'P46934', 'Q96ER3', 'IL4'})"
"frozenset({'P60484', 'IL4', 'P05141'})"
"frozenset({'P09919', 'P18146', 'IL4'})"
"frozenset({'Q9Y253', 'IL4', 'Q13393'})"
"frozenset({'O75533', 'Q15910', 'IL4'})"
"frozenset({'Q8N0T1', 'Q5S007', 'IL4'})"
"frozenset({'O60341', 'IL4', 'Q13547'})"
"frozenset({'P62191', 'IL4', 'Q9BRP4'})"
"frozenset({'Q96KN3', 'O60519', 'IL4'})"
"frozenset({'Q9BXL8', 'P98170', 'IL4'})"
"frozenset({'P16035', 'IL4', 'Q9Y266'})"
"frozenset({'P62995', 'P04629', 'IL4'})"
"frozenset({'Q9Y297', 'O75410', 'IL4'})"
"frozenset({'Q9Y6C9', 'P22695', 'IL4'})"
"frozenset({'Q9NVA2', 'IL4', 'Q9UHD8'})"
"frozenset({'P22626', 'IL4', 'Q8NHV4'})"
"frozenset({'P38936', 'IL4', 'Q9UNN5'})"
"frozenset({'O14965', 'P31749', 'IL4'})"
"frozenset({'P68133', 'IL4', 'Q8NBM4'})"
"frozenset({'Q8IX90', 'Q8IWZ3', 'IL4'})"
"frozenset({'P48556', 'Q8TAA3', 'IL4'})"
"frozenset({'O15488', 'P46976', 'IL4'})"
"frozenset({'P29558', 'IL4', 'O14980'})"
"frozenset({'Q9Y5U4', 'IL4', 'O00232'})"
"frozenset({'Q9BTT4', 'IL4', 'O60244'})"
"frozenset({'P04899', 'IL4', 'P21554'})"
"frozenset({'Q9UGN5', 'P11387', 'IL4'})"
"frozenset({'P51531', 'IL4', 'Q9UJX2'})"
"frozenset({'P35913', 'P11488', 'IL4'})"
"frozenset({'P04798', 'IL4', 'Q9UNW1'})"
"frozenset({'Q6PD62', 'Q6P1J9', 'IL4'})"
"frozenset({'O75153', 'A0AVT1', 'IL4'})"
"frozenset({'P12956', 'IL4', 'P04637'})"
"frozenset({'O96019', 'P51532', 'IL4'})"
"frozenset({'Q04637', 'Q15397', 'IL4'})"
"frozenset({'Q15758', 'P07550', 'IL4'})"
"frozenset({'Q8NEJ9', 'Q9NY61', 'IL4'})"
"frozenset({'P07437', 'P05412', 'IL4'})"
"frozenset({'Q96A35', 'Q53S58', 'IL4'})"
"frozenset({'Q12888', 'O14757', 'IL4'})"
"frozenset({'Q13432', 'P07737', 'IL4'})"
"frozenset({'P01344', 'P08833', 'IL4'})"
"frozenset({'P23443', 'O00303', 'IL4'})"
"frozenset({'Q01082', 'IL4', 'O15372'})"
"frozenset({'P15927', 'IL4', 'Q92797'})"
"frozenset({'P22314', 'Q13490', 'IL4'})"
"frozenset({'P51572', 'IL4', 'Q9BUN8'})"
"frozenset({'Q5TA31', 'Q99873', 'IL4'})"
"frozenset({'Q969L4', 'P83369', 'IL4'})"
"frozenset({'P04626', 'O15524', 'IL4'})"
"frozenset({'Q9Y2I6', 'Q7Z4H7', 'IL4'})"
"frozenset({'Q15287', 'IL4', 'P49910'})"
"frozenset({'Q70UQ0', 'P05067', 'IL4'})"
"frozenset({'P45974', 'Q06830', 'IL4'})"
"frozenset({'Q04637', 'Q15459', 'IL4'})"
"frozenset({'O95071', 'O43684', 'IL4'})"
"frozenset({'Q96NL6', 'Q02952', 'IL4'})"
"frozenset({'Q9Y4K3', 'IL4', 'Q13748'})"
"frozenset({'Q8N3V7', 'IL4', 'Q9BPX5'})"
"frozenset({'Q06418', 'P12931', 'IL4'})"
"frozenset({'Q7L5Y6', 'IL4', 'P31948'})"
"frozenset({'Q86Z20', 'P51959', 'IL4'})"
"frozenset({'P28906', 'P46109', 'IL4'})"
"frozenset({'Q16625', 'Q13557', 'IL4'})"
"frozenset({'IL4', 'P20338', 'O14964'})"
"frozenset({'P61073', 'P01730', 'IL4'})"
"frozenset({'Q9NR22', 'Q01844', 'IL4'})"
"frozenset({'Q9Y275', 'Q6UWY0', 'IL4'})"
"frozenset({'P16333', 'P78368', 'IL4'})"
"frozenset({'Q12904', 'P54136', 'IL4'})"
"frozenset({'Q03164', 'P50750', 'IL4'})"
"frozenset({'Q92997', 'O60353', 'IL4'})"
"frozenset({'O60812', 'Q13618', 'IL4'})"
"frozenset({'Q9NZ52', 'IL4', 'Q00610'})"
"frozenset({'O60315', 'IL4', 'Q13363'})"
"frozenset({'P23560', 'IL4', 'P16870'})"
"frozenset({'Q9Y4L1', 'IL4', 'Q9HCE1'})"
"frozenset({'Q9P0U4', 'IL4', 'P20226'})"
"frozenset({'O75319', 'IL4', 'P47897'})"
"frozenset({'Q9BXK5', 'IL4', 'Q71RG4'})"
"frozenset({'Q6NUN9', 'IL4', 'P40937'})"
"frozenset({'P55884', 'O60216', 'IL4'})"
"frozenset({'Q9UQL6', 'IL4', 'P33993'})"
"frozenset({'Q9UKV8', 'P46108', 'IL4'})"
"frozenset({'P30559', 'IL4', 'Q01668'})"
"frozenset({'Q99623', 'Q02078', 'IL4'})"
"frozenset({'P05106', 'P46109', 'IL4'})"
"frozenset({'Q9C0B0', 'IL4', 'O60244'})"
"frozenset({'P22607', 'O75380', 'IL4'})"
"frozenset({'O00422', 'O60264', 'IL4'})"
"frozenset({'Q8TDY2', 'IL4', 'Q9Y3A3'})"
"frozenset({'P18084', 'Q96AC1', 'IL4'})"
"frozenset({'P41743', 'IL4', 'P05455'})"
"frozenset({'P63104', 'IL4', 'P07602'})"
"frozenset({'P36543', 'IL4', 'P08174'})"
"frozenset({'P61024', 'IL4', 'Q9UH03'})"
"frozenset({'Q13185', 'IL4', 'Q6S8J3'})"
"frozenset({'P29597', 'Q13643', 'IL4'})"
"frozenset({'P10909', 'Q8NBJ7', 'IL4'})"
"frozenset({'P54725', 'IL4', 'Q9HCE7'})"
"frozenset({'Q14203', 'Q7Z460', 'IL4'})"
"frozenset({'Q96GE4', 'IL4', 'Q15154'})"
"frozenset({'Q9UBW7', 'IL4', 'P23246'})"
"frozenset({'Q6Y288', 'Q15262', 'IL4'})"
"frozenset({'Q9UMS4', 'IL4', 'Q15022'})"
"frozenset({'P18583', 'IL4', 'O75400'})"
"frozenset({'P62140', 'P09493', 'IL4'})"
"frozenset({'Q96S66', 'Q5GAN3', 'IL4'})"
"frozenset({'Q99759', 'Q02809', 'IL4'})"
"frozenset({'Q15323', 'IL4', 'Q9NQ94'})"
"frozenset({'O43745', 'IL4', 'P48764'})"
"frozenset({'O14979', 'P18206', 'IL4'})"
"frozenset({'Q01844', 'IL4', 'Q9NWB6'})"
"frozenset({'Q9Y512', 'O96008', 'IL4'})"
"frozenset({'Q99832', 'IL4', 'Q9Y3A3'})"
"frozenset({'P62333', 'IL4', 'Q8NE71'})"
"frozenset({'Q92734', 'Q93034', 'IL4'})"
"frozenset({'Q15323', 'Q9BVG8', 'IL4'})"
"frozenset({'P31749', 'IL4', 'P31947'})"
"frozenset({'P13631', 'P51948', 'IL4'})"
"frozenset({'Q71U36', 'Q9GZM8', 'IL4'})"
"frozenset({'P52789', 'IL4', 'Q99853'})"
"frozenset({'Q00987', 'P53350', 'IL4'})"
"frozenset({'P62993', 'IL4', 'O75688'})"
"frozenset({'Q9H1C4', 'Q969F0', 'IL4'})"
"frozenset({'Q58EX7', 'P13727', 'IL4'})"
"frozenset({'Q9Y603', 'Q6R327', 'IL4'})"
"frozenset({'P16455', 'IL4', 'P43246'})"
"frozenset({'P62258', 'IL4', 'Q9P2M7'})"
"frozenset({'Q92835', 'P98082', 'IL4'})"
"frozenset({'IL4', 'O15530', 'Q13153'})"
"frozenset({'Q96II8', 'Q96HP0', 'IL4'})"
"frozenset({'P15622', 'Q7Z7J5', 'IL4'})"
"frozenset({'P22392', 'IL4', 'P05455'})"
"frozenset({'Q13137', 'IL4', 'P62979'})"
"frozenset({'Q6FI81', 'Q9Y5K5', 'IL4'})"
"frozenset({'Q96H55', 'Q12965', 'IL4'})"
"frozenset({'O60315', 'IL4', 'P23771'})"
"frozenset({'Q08043', 'IL4', 'P26232'})"
"frozenset({'Q9H9G7', 'IL4', 'P21333'})"
"frozenset({'P15036', 'IL4', 'O14980'})"
"frozenset({'Q93034', 'IL4', 'P07900'})"
"frozenset({'Q96MT4', 'Q0VD86', 'IL4'})"
"frozenset({'P15924', 'P05783', 'IL4'})"
"frozenset({'Q9BQE3', 'IL4', 'Q99459'})"
"frozenset({'P78371', 'Q9UBS0', 'IL4'})"
"frozenset({'Q8WVM8', 'IL4', 'Q9BYD2'})"
"frozenset({'O60711', 'P18206', 'IL4'})"
"frozenset({'P27361', 'P17302', 'IL4'})"
"frozenset({'P05019', 'P35858', 'IL4'})"
"frozenset({'P61956', 'Q01844', 'IL4'})"
"frozenset({'Q13541', 'IL4', 'P68400'})"
"frozenset({'P63104', 'Q07866', 'IL4'})"
"frozenset({'Q8N5C7', 'IL4', 'P16220'})"
"frozenset({'O60613', 'Q86XA0', 'IL4'})"
"frozenset({'P82933', 'P51398', 'IL4'})"
"frozenset({'P69891', 'P69892', 'IL4'})"
"frozenset({'Q00987', 'Q8WXA9', 'IL4'})"
"frozenset({'O94888', 'IL4', 'Q13200'})"
"frozenset({'Q53EZ4', 'Q8N0Z3', 'IL4'})"
"frozenset({'Q13285', 'O60264', 'IL4'})"
"frozenset({'O00459', 'P42680', 'IL4'})"
"frozenset({'P48729', 'IL4', 'P07910'})"
"frozenset({'P49137', 'Q13618', 'IL4'})"
"frozenset({'Q9Y383', 'IL4', 'O94906'})"
"frozenset({'Q6A162', 'Q567U6', 'IL4'})"
"frozenset({'Q96LR2', 'IL4', 'O14964'})"
"frozenset({'P43354', 'Q5H9L2', 'IL4'})"
"frozenset({'Q15149', 'Q15003', 'IL4'})"
"frozenset({'P54852', 'IL4', 'Q96HJ5'})"
"frozenset({'P05388', 'P35268', 'IL4'})"
"frozenset({'Q96A25', 'Q7L0Q8', 'IL4'})"
"frozenset({'P49736', 'IL4', 'P40939'})"
"frozenset({'P15313', 'O96006', 'IL4'})"
"frozenset({'Q15653', 'P49642', 'IL4'})"
"frozenset({'P08047', 'Q7Z3K3', 'IL4'})"
"frozenset({'P17275', 'P49841', 'IL4'})"
"frozenset({'Q13508', 'IL4', 'Q86SF2'})"
"frozenset({'Q9Y2X8', 'IL4', 'Q9Y675'})"
"frozenset({'P23467', 'P21246', 'IL4'})"
"frozenset({'P11362', 'P49767', 'IL4'})"
"frozenset({'Q6ZNA4', 'P61077', 'IL4'})"
"frozenset({'Q13555', 'P30084', 'IL4'})"
"frozenset({'O00338', 'Q9BSI4', 'IL4'})"
"frozenset({'P29372', 'IL4', 'Q92945'})"
"frozenset({'Q9HC29', 'Q9NPP4', 'IL4'})"
"frozenset({'Q8N9B4', 'P05412', 'IL4'})"
"frozenset({'O00257', 'IL4', 'P34741'})"
"frozenset({'Q96AE4', 'P14618', 'IL4'})"
"frozenset({'P34897', 'IL4', 'Q8TAQ2'})"
"frozenset({'P10398', 'P31749', 'IL4'})"
"frozenset({'Q10587', 'P53567', 'IL4'})"
"frozenset({'Q8WUI4', 'O15379', 'IL4'})"
"frozenset({'Q9BYQ4', 'IL4', 'P32242'})"
"frozenset({'Q96HA8', 'Q9UL42', 'IL4'})"
"frozenset({'Q9HC73', 'P26441', 'IL4'})"
"frozenset({'Q9UQB8', 'Q8IZP0', 'IL4'})"
"frozenset({'O75581', 'Q9NQ11', 'IL4'})"
"frozenset({'P50453', 'IL4', 'O75400'})"
"frozenset({'Q9BWD1', 'IL4', 'P35680'})"
"frozenset({'Q8TC41', 'IL4', 'Q5VYK3'})"
"frozenset({'Q96JX3', 'P05067', 'IL4'})"
"frozenset({'P78396', 'P22234', 'IL4'})"
"frozenset({'P61586', 'IL4', 'Q99819'})"
"frozenset({'Q8WUM4', 'P28482', 'IL4'})"
"frozenset({'Q5TCX8', 'Q69YU3', 'IL4'})"
"frozenset({'P32121', 'Q8NGN4', 'IL4'})"
"frozenset({'Q05048', 'IL4', 'Q6P3X3'})"
"frozenset({'IL4', 'Q9GZT9', 'Q13393'})"
"frozenset({'P61247', 'Q14999', 'IL4'})"
"frozenset({'P78371', 'Q9BXC9', 'IL4'})"
"frozenset({'Q15003', 'IL4', 'P20700'})"
"frozenset({'Q9NVU7', 'IL4', 'Q96J42'})"
"frozenset({'Q05707', 'P06733', 'IL4'})"
"frozenset({'P16234', 'P56693', 'IL4'})"
"frozenset({'Q12913', 'IL4', 'Q92560'})"
"frozenset({'Q70Z53', 'IL4', 'O76003'})"
"frozenset({'P23258', 'IL4', 'Q92930'})"
"frozenset({'Q9HC73', 'P52333', 'IL4'})"
"frozenset({'O60341', 'Q16512', 'IL4'})"
"frozenset({'P40692', 'O00299', 'IL4'})"
"frozenset({'Q9Y3D2', 'Q8IUH5', 'IL4'})"
"frozenset({'Q9H9G7', 'P19474', 'IL4'})"
"frozenset({'P49715', 'P10415', 'IL4'})"
"frozenset({'Q6ZRS2', 'P62807', 'IL4'})"
"frozenset({'Q16633', 'O75604', 'IL4'})"
"frozenset({'P07437', 'Q9NVJ2', 'IL4'})"
"frozenset({'P49238', 'P13612', 'IL4'})"
"frozenset({'P27348', 'O14543', 'IL4'})"
"frozenset({'Q15773', 'IL4', 'Q9HCE1'})"
"frozenset({'Q96CS3', 'P45954', 'IL4'})"
"frozenset({'Q15910', 'IL4', 'O60930'})"
"frozenset({'Q9BYD1', 'IL4', 'Q9HD33'})"
"frozenset({'P62917', 'IL4', 'P62910'})"
"frozenset({'Q12933', 'Q8IYS8', 'IL4'})"
"frozenset({'Q92900', 'Q9NR19', 'IL4'})"
"frozenset({'Q96GF1', 'P63279', 'IL4'})"
"frozenset({'Q99570', 'IL4', 'P04629'})"
"frozenset({'Q13501', 'Q13555', 'IL4'})"
"frozenset({'Q5JTV8', 'Q16666', 'IL4'})"
"frozenset({'Q8WXH5', 'Q9BXM7', 'IL4'})"
"frozenset({'Q8WVB6', 'O60216', 'IL4'})"
"frozenset({'IL4', 'Q96RE7', 'O00629'})"
"frozenset({'Q9Y2X0', 'Q9Y4A5', 'IL4'})"
"frozenset({'P00973', 'P52630', 'IL4'})"
"frozenset({'P18621', 'P62847', 'IL4'})"
"frozenset({'Q96QZ7', 'IL4', 'O95835'})"
"frozenset({'Q8NC67', 'IL4', 'Q04695'})"
"frozenset({'Q13562', 'IL4', 'P62158'})"
"frozenset({'P61326', 'IL4', 'Q13435'})"
"frozenset({'Q9UBB9', 'Q9Y4C2', 'IL4'})"
"frozenset({'Q14157', 'IL4', 'P24752'})"
"frozenset({'Q8IZ13', 'IL4', 'Q8WXB1'})"
"frozenset({'O60858', 'P62837', 'IL4'})"
"frozenset({'P11021', 'P78527', 'IL4'})"
"frozenset({'Q92830', 'Q71DI3', 'IL4'})"
"frozenset({'Q00987', 'IL4', 'P17535'})"
"frozenset({'P48039', 'IL4', 'P34059'})"
"frozenset({'P25205', 'Q96JC9', 'IL4'})"
"frozenset({'P10412', 'O95819', 'IL4'})"
"frozenset({'O75360', 'Q8TAB5', 'IL4'})"
"frozenset({'P10398', 'Q9UNE7', 'IL4'})"
"frozenset({'P51449', 'IL4', 'Q13547'})"
"frozenset({'P86480', 'IL4', 'P09234'})"
"frozenset({'Q08334', 'P20809', 'IL4'})"
"frozenset({'IL4', 'Q5SVZ6', 'Q5T7N2'})"
"frozenset({'P67809', 'IL4', 'O95400'})"
"frozenset({'O15287', 'IL4', 'Q9Y2M0'})"
"frozenset({'P21964', 'P07550', 'IL4'})"
"frozenset({'Q9Y697', 'P09622', 'IL4'})"
"frozenset({'Q5M775', 'P62993', 'IL4'})"
"frozenset({'Q99871', 'IL4', 'Q99459'})"
"frozenset({'P35658', 'IL4', 'Q9HAV4'})"
"frozenset({'Q9NYK5', 'P82933', 'IL4'})"
"frozenset({'IL4', 'P19447', 'P32780'})"
"frozenset({'Q15047', 'IL4', 'P07900'})"
"frozenset({'P11940', 'IL4', 'Q14694'})"
"frozenset({'Q6NUS6', 'Q6ZPD9', 'IL4'})"
"frozenset({'O95072', 'IL4', 'P30153'})"
"frozenset({'P14373', 'Q8IY34', 'IL4'})"
"frozenset({'Q08345', 'P08123', 'IL4'})"
"frozenset({'Q16543', 'P05412', 'IL4'})"
"frozenset({'Q04206', 'Q13546', 'IL4'})"
"frozenset({'Q9Y3M2', 'Q9HAU0', 'IL4'})"
"frozenset({'Q7Z4H7', 'Q96BD5', 'IL4'})"
"frozenset({'O43541', 'Q13617', 'IL4'})"
"frozenset({'O96028', 'Q9P219', 'IL4'})"
"frozenset({'IL4', 'P40337', 'Q14318'})"
"frozenset({'Q96AE4', 'O15144', 'IL4'})"
"frozenset({'IL4', 'Q9P0N5', 'Q9NQX7'})"
"frozenset({'P54619', 'Q53ET0', 'IL4'})"
"frozenset({'O75469', 'P24941', 'IL4'})"
"frozenset({'Q9UBP4', 'O43765', 'IL4'})"
"frozenset({'O75385', 'O43741', 'IL4'})"
"frozenset({'P26368', 'P61313', 'IL4'})"
"frozenset({'P36873', 'IL4', 'Q7Z5G4'})"
"frozenset({'Q9H3D4', 'O95995', 'IL4'})"
"frozenset({'IL4', 'Q86XP3', 'Q9NRC8'})"
"frozenset({'P20292', 'P49716', 'IL4'})"
"frozenset({'Q13555', 'IL4', 'Q9UQM7'})"
"frozenset({'O00459', 'P19438', 'IL4'})"
"frozenset({'Q14197', 'IL4', 'P13804'})"
"frozenset({'Q5H9F3', 'P62807', 'IL4'})"
"frozenset({'Q15517', 'IL4', 'P29372'})"
"frozenset({'O43318', 'O15117', 'IL4'})"
"frozenset({'Q58FF8', 'IL4', 'P07900'})"
"frozenset({'P19474', 'IL4', 'P01911'})"
"frozenset({'P01241', 'Q08334', 'IL4'})"
"frozenset({'P63010', 'IL4', 'Q9UHB7'})"
"frozenset({'Q6EEV4', 'P46934', 'IL4'})"
"frozenset({'Q99496', 'O00566', 'IL4'})"
"frozenset({'Q14155', 'IL4', 'Q7Z6B7'})"
"frozenset({'P05452', 'P05783', 'IL4'})"
"frozenset({'P60953', 'O96013', 'IL4'})"
"frozenset({'O96013', 'IL4', 'Q9H4E5'})"
"frozenset({'O14641', 'IL4', 'P49910'})"
"frozenset({'Q7L5N1', 'P42574', 'IL4'})"
"frozenset({'P14866', 'P68431', 'IL4'})"
"frozenset({'P62942', 'P61604', 'IL4'})"
"frozenset({'Q12834', 'IL4', 'Q15172'})"
"frozenset({'Q8WTV0', 'IL4', 'P16220'})"
"frozenset({'Q9H7L9', 'Q09028', 'IL4'})"
"frozenset({'Q70EL3', 'P11310', 'IL4'})"
"frozenset({'Q96FV3', 'P0CG08', 'IL4'})"
"frozenset({'Q9Y6A1', 'Q401N2', 'IL4'})"
"frozenset({'Q9Y2D5', 'IL4', 'P21333'})"
"frozenset({'Q99496', 'P18754', 'IL4'})"
"frozenset({'Q96DF8', 'Q96CW5', 'IL4'})"
"frozenset({'O95858', 'P41220', 'IL4'})"
"frozenset({'P36941', 'P12755', 'IL4'})"
"frozenset({'O00459', 'P63104', 'IL4'})"
"frozenset({'O60493', 'Q9H1Y0', 'IL4'})"
"frozenset({'Q9Y478', 'IL4', 'Q01469'})"
"frozenset({'P78527', 'Q9NUX5', 'IL4'})"
"frozenset({'O75436', 'IL4', 'P13798'})"
"frozenset({'IL4', 'Q13620', 'Q14568'})"
"frozenset({'P43686', 'O95163', 'IL4'})"
"frozenset({'O43257', 'Q15906', 'IL4'})"
"frozenset({'P52594', 'Q93052', 'IL4'})"
"frozenset({'Q14739', 'P62136', 'IL4'})"
"frozenset({'Q96H55', 'IL4', 'P06396'})"
"frozenset({'Q9H788', 'IL4', 'Q86X02'})"
"frozenset({'O95433', 'P00519', 'IL4'})"
"frozenset({'P23258', 'IL4', 'Q96KA5'})"
"frozenset({'Q15645', 'Q5W111', 'IL4'})"
"frozenset({'P62140', 'Q14957', 'IL4'})"
"frozenset({'Q5JWF2', 'IL4', 'O14980'})"
"frozenset({'Q2MV58', 'P14625', 'IL4'})"
"frozenset({'Q8NH10', 'P49407', 'IL4'})"
"frozenset({'O75533', 'O95166', 'IL4'})"
"frozenset({'P51991', 'Q9UHX1', 'IL4'})"
"frozenset({'Q13671', 'O75886', 'IL4'})"
"frozenset({'Q9Y4A5', 'IL4', 'Q9NV56'})"
"frozenset({'Q8N8A6', 'IL4', 'Q99523'})"
"frozenset({'Q9BQE9', 'P19784', 'IL4'})"
"frozenset({'O15164', 'Q9H9S0', 'IL4'})"
"frozenset({'P33176', 'Q14192', 'IL4'})"
"frozenset({'Q96D09', 'P21246', 'IL4'})"
"frozenset({'Q9H000', 'IL4', 'Q9Y2X8'})"
"frozenset({'Q99496', 'P68371', 'IL4'})"
"frozenset({'Q14152', 'Q9Y262', 'IL4'})"
"frozenset({'Q9HAV7', 'P35244', 'IL4'})"
"frozenset({'Q5T5S1', 'Q9NXR1', 'IL4'})"
"frozenset({'Q9UQV4', 'Q99758', 'IL4'})"
"frozenset({'Q9UHJ3', 'P68431', 'IL4'})"
"frozenset({'Q8N448', 'IL4', 'Q9Y3C6'})"
"frozenset({'P61962', 'Q9HCM7', 'IL4'})"
"frozenset({'P60900', 'P01889', 'IL4'})"
"frozenset({'P27708', 'IL4', 'O00232'})"
"frozenset({'P35638', 'P53567', 'IL4'})"
"frozenset({'P42677', 'P08708', 'IL4'})"
"frozenset({'Q13573', 'IL4', 'Q13435'})"
"frozenset({'Q9UNK0', 'IL4', 'Q9P0N5'})"
"frozenset({'O95278', 'IL4', 'Q14232'})"
"frozenset({'Q969Q0', 'P62906', 'IL4'})"
"frozenset({'P42261', 'Q13557', 'IL4'})"
"frozenset({'Q9H244', 'P53794', 'IL4'})"
"frozenset({'Q9ULV8', 'IL4', 'O60674'})"
"frozenset({'Q13243', 'IL4', 'P52272'})"
"frozenset({'Q9BZP3', 'O95630', 'IL4'})"
"frozenset({'Q8NGZ9', 'IL4', 'P22612'})"
"frozenset({'O14686', 'Q86VZ2', 'IL4'})"
"frozenset({'Q92734', 'Q9Y3E7', 'IL4'})"
"frozenset({'O43255', 'IL4', 'Q99836'})"
"frozenset({'Q14247', 'O60716', 'IL4'})"
"frozenset({'Q05655', 'P35232', 'IL4'})"
"frozenset({'P49759', 'IL4', 'Q92797'})"
"frozenset({'Q9UBU9', 'Q9H3U5', 'IL4'})"
"frozenset({'Q14999', 'IL4', 'P13804'})"
"frozenset({'Q8N6T7', 'Q00987', 'IL4'})"
"frozenset({'Q96IT1', 'IL4', 'Q8NF99'})"
"frozenset({'Q9UBB9', 'IL4', 'Q9UMS0'})"
"frozenset({'O75925', 'Q8NC51', 'IL4'})"
"frozenset({'Q8IWL3', 'IL4', 'P13804'})"
"frozenset({'P08047', 'P42858', 'IL4'})"
"frozenset({'O95140', 'IL4', 'Q8IWA4'})"
"frozenset({'Q9NYB0', 'Q96AP0', 'IL4'})"
"frozenset({'Q9UBY5', 'IL4', 'Q03113'})"
"frozenset({'P35225', 'P09619', 'IL4'})"
"frozenset({'O60216', 'P08708', 'IL4'})"
"frozenset({'Q9UBW8', 'IL4', 'Q99627'})"
"frozenset({'Q3LI76', 'IL4', 'Q9BXF9'})"
"frozenset({'P84022', 'Q13445', 'IL4'})"
"frozenset({'Q96JG6', 'IL4', 'O43752'})"
"frozenset({'Q9HBH9', 'Q5S007', 'IL4'})"
"frozenset({'Q9H6Z9', 'O43318', 'IL4'})"
