negatives
"frozenset({'O14807', 'EGFR1', 'Q9P2W3'})"
"frozenset({'P20674', 'EGFR1', 'Q13151'})"
"frozenset({'P09651', 'P62314', 'EGFR1'})"
"frozenset({'EGFR1', 'Q8NHM5', 'Q01860'})"
"frozenset({'Q9NYJ8', 'EGFR1', 'P03372'})"
"frozenset({'Q99592', 'P56545', 'EGFR1'})"
"frozenset({'P05771', 'EGFR1', 'P63218'})"
"frozenset({'Q14186', 'EGFR1', 'P41229'})"
"frozenset({'Q9Y4K3', 'EGFR1', 'P07947'})"
"frozenset({'Q6P1N9', 'A1X283', 'EGFR1'})"
"frozenset({'P13797', 'Q9H3D4', 'EGFR1'})"
"frozenset({'O00182', 'P07942', 'EGFR1'})"
"frozenset({'Q8NH41', 'P62873', 'EGFR1'})"
"frozenset({'EGFR1', 'Q9BVK6', 'Q92499'})"
"frozenset({'P16401', 'EGFR1', 'Q9UHK0'})"
"frozenset({'Q99496', 'EGFR1', 'Q96LR5'})"
"frozenset({'P46783', 'EGFR1', 'P19838'})"
"frozenset({'Q9Y337', 'Q8N0Z6', 'EGFR1'})"
"frozenset({'P05161', 'EGFR1', 'E9PAV3'})"
"frozenset({'P50221', 'EGFR1', 'P50222'})"
"frozenset({'P05141', 'EGFR1', 'P38646'})"
"frozenset({'EGFR1', 'P17844', 'Q13526'})"
"frozenset({'Q9NRQ5', 'Q96BA8', 'EGFR1'})"
"frozenset({'P63098', 'EGFR1', 'Q9UJX2'})"
"frozenset({'Q11203', 'EGFR1', 'P62917'})"
"frozenset({'Q9UNA1', 'EGFR1', 'P63000'})"
"frozenset({'Q99801', 'P13631', 'EGFR1'})"
"frozenset({'P07996', 'EGFR1', 'P09038'})"
"frozenset({'Q659A1', 'EGFR1', 'O75665'})"
"frozenset({'Q99496', 'EGFR1', 'Q9H583'})"
"frozenset({'P45983', 'Q9BY84', 'EGFR1'})"
"frozenset({'EGFR1', 'Q8N6F8', 'Q92569'})"
"frozenset({'O75022', 'P05783', 'EGFR1'})"
"frozenset({'Q16635', 'Q8N3Y3', 'EGFR1'})"
"frozenset({'Q53F39', 'Q9BUY5', 'EGFR1'})"
"frozenset({'Q9Y2T7', 'P15880', 'EGFR1'})"
"frozenset({'Q7Z7C8', 'Q16594', 'EGFR1'})"
"frozenset({'Q96KN8', 'Q9BVM4', 'EGFR1'})"
"frozenset({'Q96PU5', 'Q9BRJ6', 'EGFR1'})"
"frozenset({'Q13765', 'Q00987', 'EGFR1'})"
"frozenset({'Q8TAP4', 'EGFR1', 'P52272'})"
"frozenset({'P14778', 'EGFR1', 'P51617'})"
"frozenset({'Q96J02', 'EGFR1', 'Q9BT67'})"
"frozenset({'Q9HCE1', 'P33240', 'EGFR1'})"
"frozenset({'Q8IYH5', 'Q12929', 'EGFR1'})"
"frozenset({'EGFR1', 'Q9Y222', 'P18146'})"
"frozenset({'Q9HBT8', 'EGFR1', 'P60331'})"
"frozenset({'Q9NVV4', 'Q12849', 'EGFR1'})"
"frozenset({'O75147', 'P43243', 'EGFR1'})"
"frozenset({'Q9UQ88', 'Q9Y5B9', 'EGFR1'})"
"frozenset({'P08913', 'EGFR1', 'Q13424'})"
"frozenset({'P48735', 'EGFR1', 'Q9P0J7'})"
"frozenset({'Q04759', 'EGFR1', 'P68431'})"
"frozenset({'EGFR1', 'Q9UHY8', 'Q96PY6'})"
"frozenset({'Q9UM11', 'O60260', 'EGFR1'})"
"frozenset({'Q96M98', 'EGFR1', 'Q4G0X9'})"
"frozenset({'Q00613', 'EGFR1', 'Q02750'})"
"frozenset({'P22607', 'P21802', 'EGFR1'})"
"frozenset({'Q5VWQ8', 'P27348', 'EGFR1'})"
"frozenset({'EGFR1', 'Q9NV66', 'O43300'})"
"frozenset({'P10515', 'EGFR1', 'P05412'})"
"frozenset({'P84077', 'EGFR1', 'Q9UJY5'})"
"frozenset({'EGFR1', 'Q92918', 'O43318'})"
"frozenset({'Q00994', 'P51948', 'EGFR1'})"
"frozenset({'O00483', 'EGFR1', 'Q9Y4W6'})"
"frozenset({'Q8N3C0', 'EGFR1', 'Q9P2K1'})"
"frozenset({'Q96GS6', 'Q08379', 'EGFR1'})"
"frozenset({'P48039', 'P42566', 'EGFR1'})"
"frozenset({'Q96HC4', 'EGFR1', 'P02751'})"
"frozenset({'P60896', 'Q05639', 'EGFR1'})"
"frozenset({'P78424', 'EGFR1', 'Q12888'})"
"frozenset({'Q13557', 'EGFR1', 'Q9NY47'})"
"frozenset({'Q8NH16', 'EGFR1', 'P25098'})"
"frozenset({'Q02556', 'EGFR1', 'Q13501'})"
"frozenset({'EGFR1', 'P31751', 'Q9H9Y6'})"
"frozenset({'P12931', 'EGFR1', 'P42336'})"
"frozenset({'EGFR1', 'Q12769', 'P52948'})"
"frozenset({'EGFR1', 'Q12857', 'P84022'})"
"frozenset({'P63279', 'EGFR1', 'P11388'})"
"frozenset({'P62244', 'EGFR1', 'P46777'})"
"frozenset({'EGFR1', 'P78352', 'P48050'})"
"frozenset({'O75147', 'Q16630', 'EGFR1'})"
"frozenset({'A6NKK0', 'P35626', 'EGFR1'})"
"frozenset({'Q9Y2T1', 'EGFR1', 'Q6ZNA4'})"
"frozenset({'P21580', 'EGFR1', 'Q9UK99'})"
"frozenset({'Q9UGY1', 'EGFR1', 'Q7Z2W4'})"
"frozenset({'Q9BUP3', 'EGFR1', 'P04637'})"
"frozenset({'O14862', 'EGFR1', 'Q9H165'})"
"frozenset({'P49588', 'P04629', 'EGFR1'})"
"frozenset({'Q9NYZ3', 'O43852', 'EGFR1'})"
"frozenset({'EGFR1', 'Q9Y2Q3', 'Q9Y277'})"
"frozenset({'O14715', 'Q16666', 'EGFR1'})"
"frozenset({'O75530', 'EGFR1', 'Q92922'})"
"frozenset({'P61970', 'Q5T751', 'EGFR1'})"
"frozenset({'Q9UIW2', 'Q16635', 'EGFR1'})"
"frozenset({'O95747', 'P04629', 'EGFR1'})"
"frozenset({'Q15750', 'EGFR1', 'P45985'})"
"frozenset({'A2RU14', 'Q9BZJ8', 'EGFR1'})"
"frozenset({'P05413', 'P22736', 'EGFR1'})"
"frozenset({'P18206', 'EGFR1', 'Q9Y244'})"
"frozenset({'EGFR1', 'P02751', 'Q9Y371'})"
"frozenset({'Q86WK9', 'EGFR1', 'P40763'})"
"frozenset({'P52597', 'Q9UKB1', 'EGFR1'})"
"frozenset({'Q99750', 'EGFR1', 'Q12906'})"
"frozenset({'Q92905', 'EGFR1', 'P78509'})"
"frozenset({'P15976', 'Q8WW38', 'EGFR1'})"
"frozenset({'P06748', 'Q9BXT5', 'EGFR1'})"
"frozenset({'EGFR1', 'P05412', 'Q08945'})"
"frozenset({'P00747', 'EGFR1', 'Q6UVK1'})"
"frozenset({'P61289', 'EGFR1', 'Q14689'})"
"frozenset({'Q99759', 'P17858', 'EGFR1'})"
"frozenset({'P10275', 'EGFR1', 'Q01094'})"
"frozenset({'EGFR1', 'Q9UKQ9', 'Q92731'})"
"frozenset({'Q4V328', 'EGFR1', 'Q6P5Z2'})"
"frozenset({'P61244', 'EGFR1', 'Q8TD31'})"
"frozenset({'Q96P16', 'EGFR1', 'Q9UJ41'})"
"frozenset({'Q15819', 'P54578', 'EGFR1'})"
"frozenset({'Q16665', 'P11166', 'EGFR1'})"
"frozenset({'O43561', 'EGFR1', 'P15498'})"
"frozenset({'O94979', 'P32929', 'EGFR1'})"
"frozenset({'O95466', 'EGFR1', 'P62913'})"
"frozenset({'Q92793', 'O60603', 'EGFR1'})"
"frozenset({'P27816', 'Q13148', 'EGFR1'})"
"frozenset({'P08100', 'EGFR1', 'P08651'})"
"frozenset({'Q96S65', 'Q15717', 'EGFR1'})"
"frozenset({'P55072', 'Q96BN8', 'EGFR1'})"
"frozenset({'P61421', 'EGFR1', 'O43181'})"
"frozenset({'Q9Y4G8', 'EGFR1', 'P62070'})"
"frozenset({'Q9NP79', 'Q14596', 'EGFR1'})"
"frozenset({'Q92831', 'EGFR1', 'Q96BN2'})"
"frozenset({'Q9BV19', 'EGFR1', 'Q8NFM4'})"
"frozenset({'Q9UPN9', 'EGFR1', 'Q12951'})"
"frozenset({'P63279', 'EGFR1', 'Q00839'})"
"frozenset({'Q96FW1', 'EGFR1', 'P17844'})"
"frozenset({'P26373', 'Q13418', 'EGFR1'})"
"frozenset({'P38398', 'Q13547', 'EGFR1'})"
"frozenset({'P02792', 'Q9Y5K5', 'EGFR1'})"
"frozenset({'P0DMN0', 'P50226', 'EGFR1'})"
"frozenset({'Q6NZY4', 'Q86W42', 'EGFR1'})"
"frozenset({'P20963', 'Q14257', 'EGFR1'})"
"frozenset({'P48431', 'Q8IXM3', 'EGFR1'})"
"frozenset({'EGFR1', 'Q9UHV9', 'Q9NYS7'})"
"frozenset({'P61221', 'P35249', 'EGFR1'})"
"frozenset({'O95985', 'EGFR1', 'O75787'})"
"frozenset({'P27540', 'P35228', 'EGFR1'})"
"frozenset({'P42285', 'EGFR1', 'Q9BV68'})"
"frozenset({'Q9Y2I6', 'EGFR1', 'Q9P126'})"
"frozenset({'Q6PD62', 'EGFR1', 'Q96JP5'})"
"frozenset({'P06401', 'Q09472', 'EGFR1'})"
"frozenset({'EGFR1', 'P46777', 'P43146'})"
"frozenset({'P27482', 'EGFR1', 'Q5T0J7'})"
"frozenset({'EGFR1', 'Q6ZU80', 'Q9BR77'})"
"frozenset({'Q96GS4', 'EGFR1', 'Q149N8'})"
"frozenset({'O75182', 'Q15014', 'EGFR1'})"
"frozenset({'Q13017', 'Q9H4E5', 'EGFR1'})"
"frozenset({'P78347', 'EGFR1', 'Q06187'})"
"frozenset({'P13498', 'EGFR1', 'P40337'})"
"frozenset({'Q99543', 'EGFR1', 'P26358'})"
"frozenset({'Q9UK76', 'EGFR1', 'O76070'})"
"frozenset({'O95644', 'P29965', 'EGFR1'})"
"frozenset({'Q15042', 'EGFR1', 'Q66K64'})"
"frozenset({'Q7Z3Y8', 'EGFR1', 'Q8N7C3'})"
"frozenset({'Q01081', 'EGFR1', 'P55081'})"
"frozenset({'P52907', 'EGFR1', 'O60739'})"
"frozenset({'Q09161', 'EGFR1', 'Q86U42'})"
"frozenset({'Q9ULV8', 'EGFR1', 'Q7Z4K8'})"
"frozenset({'Q16665', 'EGFR1', 'Q04206'})"
"frozenset({'Q92633', 'Q9HD23', 'EGFR1'})"
"frozenset({'P55317', 'Q96JA1', 'EGFR1'})"
"frozenset({'P61956', 'Q9H063', 'EGFR1'})"
"frozenset({'Q15717', 'Q86YS7', 'EGFR1'})"
"frozenset({'Q8N183', 'P54252', 'EGFR1'})"
"frozenset({'Q9NPL8', 'Q9Y6M9', 'EGFR1'})"
"frozenset({'P63261', 'EGFR1', 'O75578'})"
"frozenset({'Q15648', 'P24863', 'EGFR1'})"
"frozenset({'Q9NY65', 'EGFR1', 'Q96RT7'})"
"frozenset({'EGFR1', 'P10398', 'Q96AG4'})"
"frozenset({'Q9BQK8', 'EGFR1', 'Q9BST9'})"
"frozenset({'Q9HAV0', 'P48544', 'EGFR1'})"
"frozenset({'Q9UI09', 'EGFR1', 'P17612'})"
"frozenset({'Q13263', 'EGFR1', 'Q13573'})"
"frozenset({'Q15022', 'EGFR1', 'Q99848'})"
"frozenset({'EGFR1', 'Q13618', 'O76094'})"
"frozenset({'Q8NDP4', 'EGFR1', 'P60410'})"
"frozenset({'EGFR1', 'P10809', 'P07237'})"
"frozenset({'P56747', 'EGFR1', 'O95484'})"
"frozenset({'Q9P0L0', 'Q8TBE9', 'EGFR1'})"
"frozenset({'Q8TE68', 'P07766', 'EGFR1'})"
"frozenset({'Q9NRC8', 'EGFR1', 'Q8WUM0'})"
"frozenset({'P05067', 'EGFR1', 'Q8WYR1'})"
"frozenset({'Q96K76', 'EGFR1', 'Q6P996'})"
"frozenset({'Q9ULV1', 'O95859', 'EGFR1'})"
"frozenset({'Q02539', 'EGFR1', 'O75582'})"
"frozenset({'Q9BYD2', 'EGFR1', 'Q8TCC3'})"
"frozenset({'O00483', 'EGFR1', 'O75251'})"
"frozenset({'Q9BUI4', 'P51532', 'EGFR1'})"
"frozenset({'P61964', 'EGFR1', 'Q9P2D1'})"
"frozenset({'Q96BK5', 'EGFR1', 'Q86YZ3'})"
"frozenset({'Q8N4V1', 'Q49AM3', 'EGFR1'})"
"frozenset({'O43242', 'EGFR1', 'Q8WUA2'})"
"frozenset({'Q9UKB1', 'EGFR1', 'Q8WYL5'})"
"frozenset({'Q9UJT2', 'P55157', 'EGFR1'})"
"frozenset({'Q02930', 'P27361', 'EGFR1'})"
"frozenset({'Q13107', 'O95777', 'EGFR1'})"
"frozenset({'Q01201', 'P46782', 'EGFR1'})"
"frozenset({'P49642', 'EGFR1', 'Q9Y6K9'})"
"frozenset({'P55265', 'Q9Y261', 'EGFR1'})"
"frozenset({'P25100', 'EGFR1', 'Q8TBB1'})"
"frozenset({'P61247', 'EGFR1', 'Q00653'})"
"frozenset({'P21731', 'P17252', 'EGFR1'})"
"frozenset({'P04196', 'EGFR1', 'P02679'})"
"frozenset({'Q9BQ70', 'EGFR1', 'Q96D09'})"
"frozenset({'O60684', 'EGFR1', 'P52758'})"
"frozenset({'Q13509', 'EGFR1', 'Q71U36'})"
"frozenset({'O60885', 'EGFR1', 'P62993'})"
"frozenset({'P55199', 'Q9UHB7', 'EGFR1'})"
"frozenset({'P62424', 'EGFR1', 'P24534'})"
"frozenset({'P51784', 'EGFR1', 'Q9UPW0'})"
"frozenset({'P13646', 'Q3SY84', 'EGFR1'})"
"frozenset({'O75147', 'EGFR1', 'Q9UKV3'})"
"frozenset({'Q8WXH2', 'EGFR1', 'P84022'})"
"frozenset({'Q92734', 'EGFR1', 'P62906'})"
"frozenset({'P61221', 'P24752', 'EGFR1'})"
"frozenset({'P30153', 'EGFR1', 'Q9NVK5'})"
"frozenset({'P10275', 'EGFR1', 'Q9Y6X2'})"
"frozenset({'P62899', 'EGFR1', 'P24941'})"
"frozenset({'Q68E01', 'Q9BQ15', 'EGFR1'})"
"frozenset({'P07951', 'P51572', 'EGFR1'})"
"frozenset({'P40692', 'Q8TBE9', 'EGFR1'})"
"frozenset({'P63261', 'EGFR1', 'O94805'})"
"frozenset({'Q9Y343', 'EGFR1', 'O14980'})"
"frozenset({'Q9UI26', 'P35613', 'EGFR1'})"
"frozenset({'Q99459', 'EGFR1', 'Q9H4L7'})"
"frozenset({'EGFR1', 'O14965', 'Q9Y6A5'})"
"frozenset({'Q13177', 'EGFR1', 'P06239'})"
"frozenset({'Q9NYK5', 'EGFR1', 'Q13618'})"
"frozenset({'P38159', 'EGFR1', 'Q9GZU5'})"
"frozenset({'Q9NX53', 'EGFR1', 'Q8IUC2'})"
"frozenset({'O95429', 'EGFR1', 'Q8IXY8'})"
"frozenset({'P23219', 'Q03135', 'EGFR1'})"
"frozenset({'Q02779', 'P15923', 'EGFR1'})"
"frozenset({'Q92769', 'Q9HD15', 'EGFR1'})"
"frozenset({'Q13485', 'Q15118', 'EGFR1'})"
"frozenset({'P10599', 'EGFR1', 'P29218'})"
"frozenset({'P98179', 'P18206', 'EGFR1'})"
"frozenset({'Q8IV48', 'EGFR1', 'Q14103'})"
"frozenset({'Q07002', 'Q16829', 'EGFR1'})"
"frozenset({'A8K0Z3', 'EGFR1', 'Q6QNY1'})"
"frozenset({'Q5S007', 'EGFR1', 'O14733'})"
"frozenset({'Q9UGU0', 'O14862', 'EGFR1'})"
"frozenset({'Q969D9', 'EGFR1', 'P48357'})"
"frozenset({'P07900', 'EGFR1', 'Q96J92'})"
"frozenset({'O75604', 'Q9UKT9', 'EGFR1'})"
"frozenset({'Q9UIF9', 'EGFR1', 'Q13315'})"
"frozenset({'P13569', 'P31151', 'EGFR1'})"
"frozenset({'O94905', 'EGFR1', 'P27824'})"
"frozenset({'O75643', 'EGFR1', 'Q9BRS2'})"
"frozenset({'Q96BH1', 'EGFR1', 'Q96LR5'})"
"frozenset({'Q9NYG5', 'EGFR1', 'P20248'})"
"frozenset({'Q9BUJ2', 'Q15717', 'EGFR1'})"
"frozenset({'P78362', 'Q9NP64', 'EGFR1'})"
"frozenset({'Q9UMX0', 'EGFR1', 'P11441'})"
"frozenset({'Q9UGF6', 'EGFR1', 'P17612'})"
"frozenset({'Q15113', 'P61769', 'EGFR1'})"
"frozenset({'P40692', 'Q9BV40', 'EGFR1'})"
"frozenset({'Q3B820', 'Q13077', 'EGFR1'})"
"frozenset({'Q12805', 'EGFR1', 'Q15025'})"
"frozenset({'P60409', 'EGFR1', 'Q96EY4'})"
"frozenset({'O43823', 'EGFR1', 'P17844'})"
"frozenset({'Q93009', 'EGFR1', 'P10070'})"
"frozenset({'Q9C005', 'Q86T82', 'EGFR1'})"
"frozenset({'Q8NE01', 'EGFR1', 'Q63HR2'})"
"frozenset({'P34932', 'Q8IWD4', 'EGFR1'})"
"frozenset({'EGFR1', 'O43175', 'Q5JXB2'})"
"frozenset({'P84243', 'EGFR1', 'Q9HC52'})"
"frozenset({'P10586', 'EGFR1', 'O75400'})"
"frozenset({'Q8TAT5', 'EGFR1', 'Q9UJS0'})"
"frozenset({'Q15047', 'EGFR1', 'Q9HC52'})"
"frozenset({'P08579', 'EGFR1', 'P14373'})"
"frozenset({'Q9BW27', 'Q92621', 'EGFR1'})"
"frozenset({'Q8TEL6', 'Q7LBR1', 'EGFR1'})"
"frozenset({'Q92754', 'EGFR1', 'P68104'})"
"frozenset({'P61981', 'Q9UHX1', 'EGFR1'})"
"frozenset({'EGFR1', 'Q9BY43', 'Q16576'})"
"frozenset({'EGFR1', 'Q9GZQ8', 'Q14498'})"
"frozenset({'Q92793', 'EGFR1', 'O43524'})"
"frozenset({'Q9UL18', 'EGFR1', 'Q13618'})"
"frozenset({'Q99689', 'Q9UQE7', 'EGFR1'})"
"frozenset({'Q12789', 'EGFR1', 'Q13501'})"
"frozenset({'Q9Y5B9', 'Q8WVC0', 'EGFR1'})"
"frozenset({'Q14432', 'P52732', 'EGFR1'})"
"frozenset({'P19012', 'EGFR1', 'Q15013'})"
"frozenset({'Q15036', 'O14980', 'EGFR1'})"
"frozenset({'Q6PF06', 'EGFR1', 'P82933'})"
"frozenset({'Q9Y3C0', 'EGFR1', 'Q8TD31'})"
"frozenset({'P84077', 'Q9BYZ2', 'EGFR1'})"
"frozenset({'EGFR1', 'P10071', 'P17612'})"
"frozenset({'O75027', 'EGFR1', 'P31153'})"
"frozenset({'O94822', 'P60896', 'EGFR1'})"
"frozenset({'Q8NDT2', 'EGFR1', 'Q8IVL1'})"
"frozenset({'EGFR1', 'Q9NPJ6', 'Q49A88'})"
"frozenset({'P62424', 'P62277', 'EGFR1'})"
"frozenset({'P49736', 'EGFR1', 'Q8IUR0'})"
"frozenset({'P06702', 'O43670', 'EGFR1'})"
"frozenset({'O00487', 'EGFR1', 'Q7L5N1'})"
"frozenset({'P43115', 'EGFR1', 'Q6UXM1'})"
"frozenset({'P48431', 'EGFR1', 'Q01860'})"
"frozenset({'O75955', 'P63027', 'EGFR1'})"
"frozenset({'Q15393', 'Q02543', 'EGFR1'})"
"frozenset({'Q8NGZ4', 'EGFR1', 'O60262'})"
"frozenset({'P51116', 'Q15554', 'EGFR1'})"
"frozenset({'Q03431', 'O43808', 'EGFR1'})"
"frozenset({'P51610', 'EGFR1', 'P67870'})"
"frozenset({'P55795', 'EGFR1', 'P24941'})"
"frozenset({'P61086', 'Q9BZD6', 'EGFR1'})"
"frozenset({'P49368', 'EGFR1', 'Q13151'})"
"frozenset({'P11387', 'P33992', 'EGFR1'})"
"frozenset({'P26447', 'EGFR1', 'Q14207'})"
"frozenset({'Q8ND76', 'O94921', 'EGFR1'})"
"frozenset({'P30153', 'EGFR1', 'Q06830'})"
"frozenset({'EGFR1', 'P63104', 'P43897'})"
"frozenset({'Q13901', 'EGFR1', 'P10828'})"
"frozenset({'P04629', 'EGFR1', 'P62834'})"
"frozenset({'P35228', 'EGFR1', 'Q16186'})"
"frozenset({'Q13469', 'EGFR1', 'Q92785'})"
"frozenset({'O95819', 'Q9Y4K3', 'EGFR1'})"
"frozenset({'O75324', 'O95817', 'EGFR1'})"
"frozenset({'Q8IZY5', 'EGFR1', 'O14965'})"
"frozenset({'Q5VWX1', 'P61978', 'EGFR1'})"
"frozenset({'P27816', 'EGFR1', 'Q13424'})"
"frozenset({'O14931', 'EGFR1', 'Q9NQ25'})"
"frozenset({'Q9Y2D8', 'EGFR1', 'Q9H8T0'})"
"frozenset({'O75167', 'EGFR1', 'P12830'})"
"frozenset({'Q13595', 'EGFR1', 'Q92665'})"
"frozenset({'Q9NSV4', 'EGFR1', 'Q7LGA3'})"
"frozenset({'P06576', 'EGFR1', 'Q96SW2'})"
"frozenset({'P17931', 'Q15907', 'EGFR1'})"
"frozenset({'P48552', 'P43363', 'EGFR1'})"
"frozenset({'Q9UHB6', 'P34897', 'EGFR1'})"
"frozenset({'Q16082', 'P83881', 'EGFR1'})"
"frozenset({'EGFR1', 'P61326', 'O75533'})"
"frozenset({'Q9Y5J5', 'Q9NS69', 'EGFR1'})"
"frozenset({'Q9H3D4', 'EGFR1', 'Q86UW6'})"
"frozenset({'Q9UNA4', 'Q8NCP5', 'EGFR1'})"
"frozenset({'Q6NUS6', 'EGFR1', 'Q9NRK6'})"
"frozenset({'Q9BRQ0', 'Q9H0B6', 'EGFR1'})"
"frozenset({'P11142', 'EGFR1', 'Q9UL15'})"
"frozenset({'P67775', 'EGFR1', 'Q9NV88'})"
"frozenset({'Q9NQC8', 'EGFR1', 'Q8N4P2'})"
"frozenset({'Q9UBF6', 'EGFR1', 'Q13064'})"
"frozenset({'Q2TAL8', 'Q9NWT6', 'EGFR1'})"
"frozenset({'P35637', 'EGFR1', 'Q13126'})"
"frozenset({'Q8N4J0', 'O95453', 'EGFR1'})"
"frozenset({'Q16514', 'EGFR1', 'Q8N490'})"
"frozenset({'Q99627', 'Q8WXC6', 'EGFR1'})"
"frozenset({'P53779', 'EGFR1', 'Q9ULI4'})"
"frozenset({'P62899', 'EGFR1', 'Q12906'})"
"frozenset({'O00329', 'P21802', 'EGFR1'})"
"frozenset({'Q86XR8', 'EGFR1', 'P34931'})"
"frozenset({'Q6NUN9', 'EGFR1', 'P05166'})"
"frozenset({'Q96FF9', 'Q9Y616', 'EGFR1'})"
"frozenset({'P08473', 'EGFR1', 'Q92973'})"
"frozenset({'P10599', 'O95166', 'EGFR1'})"
"frozenset({'Q8NE35', 'Q9UBU9', 'EGFR1'})"
"frozenset({'Q969D9', 'EGFR1', 'P24394'})"
"frozenset({'P15884', 'EGFR1', 'Q9BRU9'})"
"frozenset({'Q92831', 'EGFR1', 'O15350'})"
"frozenset({'P13010', 'O00712', 'EGFR1'})"
"frozenset({'P23497', 'Q92793', 'EGFR1'})"
"frozenset({'Q13127', 'Q9UKB1', 'EGFR1'})"
"frozenset({'EGFR1', 'Q5H9R7', 'Q9Y230'})"
"frozenset({'P01568', 'EGFR1', 'P19838'})"
"frozenset({'Q8NH54', 'EGFR1', 'O60262'})"
"frozenset({'P07311', 'P05067', 'EGFR1'})"
"frozenset({'Q96PU5', 'EGFR1', 'Q969T9'})"
"frozenset({'O60341', 'EGFR1', 'Q9H4L7'})"
"frozenset({'Q9Y6E2', 'EGFR1', 'P49841'})"
"frozenset({'Q9UKB1', 'EGFR1', 'Q14185'})"
"frozenset({'A0MZ66', 'EGFR1', 'Q9NZT2'})"
"frozenset({'Q13616', 'P19338', 'EGFR1'})"
"frozenset({'P36873', 'Q12824', 'EGFR1'})"
"frozenset({'Q15691', 'P20618', 'EGFR1'})"
"frozenset({'P15923', 'Q15717', 'EGFR1'})"
"frozenset({'Q92905', 'Q8IWQ3', 'EGFR1'})"
"frozenset({'EGFR1', 'O15541', 'Q14974'})"
"frozenset({'O75496', 'EGFR1', 'Q9H9B1'})"
"frozenset({'Q8NG27', 'EGFR1', 'Q8IYI8'})"
"frozenset({'EGFR1', 'Q13618', 'O75400'})"
"frozenset({'Q00341', 'EGFR1', 'Q03405'})"
"frozenset({'Q96AT9', 'EGFR1', 'P00441'})"
"frozenset({'Q96N67', 'Q9H6Z9', 'EGFR1'})"
"frozenset({'P54578', 'P42858', 'EGFR1'})"
"frozenset({'P08238', 'Q13133', 'EGFR1'})"
"frozenset({'EGFR1', 'Q9BQF6', 'P45973'})"
"frozenset({'Q15056', 'O14979', 'EGFR1'})"
"frozenset({'Q9Y3M2', 'EGFR1', 'Q9UBF8'})"
"frozenset({'P63244', 'EGFR1', 'P84098'})"
"frozenset({'O75496', 'Q14566', 'EGFR1'})"
"frozenset({'O14618', 'EGFR1', 'Q9Y5P6'})"
"frozenset({'Q13535', 'EGFR1', 'Q15075'})"
"frozenset({'O60885', 'EGFR1', 'P24928'})"
"frozenset({'EGFR1', 'P18146', 'Q8IUH4'})"
"frozenset({'P35270', 'Q9BWD1', 'EGFR1'})"
"frozenset({'EGFR1', 'Q07020', 'P62906'})"
"frozenset({'P22307', 'Q9UBK9', 'EGFR1'})"
"frozenset({'Q8WXU2', 'EGFR1', 'Q96EA4'})"
"frozenset({'P35609', 'EGFR1', 'P26232'})"
"frozenset({'P26373', 'P62277', 'EGFR1'})"
"frozenset({'Q13526', 'EGFR1', 'P51693'})"
"frozenset({'Q9H0I2', 'Q8ND90', 'EGFR1'})"
"frozenset({'EGFR1', 'P20339', 'P30556'})"
"frozenset({'Q9GZX7', 'EGFR1', 'P68104'})"
"frozenset({'A1L162', 'Q9UIG4', 'EGFR1'})"
"frozenset({'EGFR1', 'O00757', 'P45985'})"
"frozenset({'O60353', 'EGFR1', 'O14640'})"
"frozenset({'O14735', 'EGFR1', 'P19438'})"
"frozenset({'Q2NL82', 'EGFR1', 'Q9NRD1'})"
"frozenset({'A5D8V6', 'Q9NQ33', 'EGFR1'})"
"frozenset({'P42226', 'EGFR1', 'Q9Y5Y2'})"
"frozenset({'Q96LM6', 'EGFR1', 'O95416'})"
"frozenset({'P19793', 'P20749', 'EGFR1'})"
"frozenset({'EGFR1', 'P01241', 'P55786'})"
"frozenset({'O15371', 'P62857', 'EGFR1'})"
"frozenset({'P31749', 'EGFR1', 'P43403'})"
"frozenset({'Q9H0H0', 'EGFR1', 'O43493'})"
"frozenset({'Q01813', 'EGFR1', 'P40222'})"
"frozenset({'Q96DA0', 'Q8ND90', 'EGFR1'})"
"frozenset({'Q7L014', 'Q9P0L0', 'EGFR1'})"
"frozenset({'P01023', 'Q15583', 'EGFR1'})"
"frozenset({'P01036', 'EGFR1', 'Q14206'})"
"frozenset({'P05161', 'EGFR1', 'P06733'})"
"frozenset({'Q8IVW4', 'P51116', 'EGFR1'})"
"frozenset({'Q9UH77', 'Q9H4A3', 'EGFR1'})"
"frozenset({'P22455', 'EGFR1', 'P98077'})"
"frozenset({'P05114', 'Q03468', 'EGFR1'})"
"frozenset({'P16104', 'Q8N257', 'EGFR1'})"
"frozenset({'P40121', 'O75037', 'EGFR1'})"
"frozenset({'Q15011', 'P62987', 'EGFR1'})"
"frozenset({'P81408', 'P13747', 'EGFR1'})"
"frozenset({'P05362', 'P15880', 'EGFR1'})"
"frozenset({'Q9Y2T1', 'Q9Y4X0', 'EGFR1'})"
"frozenset({'Q9UHB7', 'P01106', 'EGFR1'})"
"frozenset({'Q14166', 'Q9UI26', 'EGFR1'})"
"frozenset({'Q9Y2Q9', 'P62857', 'EGFR1'})"
"frozenset({'Q15714', 'EGFR1', 'Q9Y2S7'})"
"frozenset({'P34903', 'Q9H190', 'EGFR1'})"
"frozenset({'Q92576', 'EGFR1', 'Q9P2P5'})"
"frozenset({'Q9P286', 'EGFR1', 'Q9H257'})"
"frozenset({'Q9UHL9', 'EGFR1', 'P08047'})"
"frozenset({'Q9NP79', 'EGFR1', 'P09622'})"
