negatives
"frozenset({'Q6NUK4', 'P31947', 'Notch'})"
"frozenset({'Notch', 'Q6PEX3', 'O60336'})"
"frozenset({'Notch', 'Q01094', 'Q75NE6'})"
"frozenset({'Notch', 'P01588', 'Q13651'})"
"frozenset({'Q8NEP3', 'O76003', 'Notch'})"
"frozenset({'Q15006', 'Notch', 'Q8WW12'})"
"frozenset({'Notch', 'Q15717', 'Q13126'})"
"frozenset({'Notch', 'P62993', 'Q9NZS9'})"
"frozenset({'Notch', 'P19387', 'Q8IXH7'})"
"frozenset({'Notch', 'Q9H2D6', 'Q5T447'})"
"frozenset({'Notch', 'O95881', 'P40222'})"
"frozenset({'Notch', 'Q9HA38', 'Q15633'})"
"frozenset({'P05412', 'P30041', 'Notch'})"
"frozenset({'Q04637', 'O95405', 'Notch'})"
"frozenset({'Q9Y5P8', 'Q9UNI6', 'Notch'})"
"frozenset({'Notch', 'O95758', 'P09012'})"
"frozenset({'Notch', 'P60953', 'P11274'})"
"frozenset({'Notch', 'Q08462', 'P31749'})"
"frozenset({'Q8IWL3', 'Q13188', 'Notch'})"
"frozenset({'Notch', 'O76070', 'P43250'})"
"frozenset({'P07814', 'Q9BRG1', 'Notch'})"
"frozenset({'Notch', 'Q8IU81', 'Q15813'})"
"frozenset({'Notch', 'Q8N5I3', 'Q9HCK4'})"
"frozenset({'Notch', 'Q2M2I5', 'Q9P2A4'})"
"frozenset({'Notch', 'Q06432', 'P62140'})"
"frozenset({'Q8N448', 'Notch', 'P78310'})"
"frozenset({'Notch', 'P49918', 'P11802'})"
"frozenset({'Notch', 'Q13526', 'Q96M27'})"
"frozenset({'Q9NX63', 'Q9BY41', 'Notch'})"
"frozenset({'Notch', 'Q13007', 'O95429'})"
"frozenset({'Notch', 'Q70CQ3', 'Q8N594'})"
"frozenset({'Notch', 'Q9Y6N9', 'Q9GZS3'})"
"frozenset({'Q8NGG8', 'Notch', 'P32121'})"
"frozenset({'Notch', 'O00755', 'Q8N474'})"
"frozenset({'Notch', 'Q9UN86', 'P32121'})"
"frozenset({'Notch', 'P49286', 'Q9BTW9'})"
"frozenset({'Notch', 'Q13148', 'P42766'})"
"frozenset({'P19404', 'P61916', 'Notch'})"
"frozenset({'Notch', 'Q9H7E9', 'Q9BRK4'})"
"frozenset({'Notch', 'P08240', 'Q15633'})"
"frozenset({'Notch', 'P08571', 'Q9UPZ3'})"
"frozenset({'Notch', 'P34947', 'Q15208'})"
"frozenset({'Notch', 'P26640', 'P27708'})"
"frozenset({'Notch', 'P00441', 'P07196'})"
"frozenset({'Notch', 'P29474', 'P07900'})"
"frozenset({'Notch', 'O00590', 'P13500'})"
"frozenset({'P17612', 'O00305', 'Notch'})"
"frozenset({'Notch', 'P01130', 'P49716'})"
"frozenset({'Notch', 'Q2M2I5', 'Q93034'})"
"frozenset({'Notch', 'Q9UQ80', 'P35520'})"
"frozenset({'Notch', 'P23458', 'Q9Y4H2'})"
"frozenset({'Q5S007', 'Notch', 'Q9H0U4'})"
"frozenset({'Notch', 'Q9Y4Z0', 'Q13422'})"
"frozenset({'Notch', 'Q9Y5E9', 'Q15415'})"
"frozenset({'Notch', 'Q9Y4G8', 'Q12967'})"
"frozenset({'Notch', 'Q96JL9', 'O60341'})"
"frozenset({'Notch', 'P53350', 'Q8NDZ2'})"
"frozenset({'P49821', 'Q9Y5J7', 'Notch'})"
"frozenset({'Notch', 'Q9HCE1', 'O95210'})"
"frozenset({'Notch', 'P16471', 'P01241'})"
"frozenset({'P19174', 'Notch', 'P21860'})"
"frozenset({'Notch', 'P13995', 'Q7Z478'})"
"frozenset({'Notch', 'O43252', 'Q9UJM3'})"
"frozenset({'P25789', 'Notch', 'P63208'})"
"frozenset({'Notch', 'P48431', 'Q6VN20'})"
"frozenset({'Notch', 'Q8WV44', 'O14978'})"
"frozenset({'Notch', 'Q709F0', 'Q9NYZ3'})"
"frozenset({'Notch', 'P49768', 'Q99828'})"
"frozenset({'Notch', 'P02751', 'O00410'})"
"frozenset({'Notch', 'Q15019', 'P12270'})"
"frozenset({'Q08170', 'P55795', 'Notch'})"
"frozenset({'Q8TES7', 'Notch', 'Q00610'})"
"frozenset({'Notch', 'Q99877', 'P62993'})"
"frozenset({'Notch', 'P20823', 'Q99626'})"
"frozenset({'Notch', 'P46108', 'P26196'})"
"frozenset({'Notch', 'Q92917', 'P04629'})"
"frozenset({'P60520', 'Q6ZT07', 'Notch'})"
"frozenset({'Notch', 'P05141', 'P62993'})"
"frozenset({'Notch', 'P06400', 'O60381'})"
"frozenset({'Notch', 'Q9UMX0', 'Q96MG2'})"
"frozenset({'Notch', 'Q5JWF2', 'Q03113'})"
"frozenset({'Notch', 'Q9NYZ1', 'Q96LK0'})"
"frozenset({'Notch', 'Q14315', 'Q9UKX5'})"
"frozenset({'Notch', 'O14967', 'P04843'})"
"frozenset({'Notch', 'Q01113', 'P31785'})"
"frozenset({'Notch', 'O43395', 'P62312'})"
"frozenset({'Notch', 'P22735', 'P26371'})"
"frozenset({'Q6NVH7', 'Q7L775', 'Notch'})"
"frozenset({'P67870', 'O60502', 'Notch'})"
"frozenset({'Notch', 'P63261', 'Q9BZW7'})"
"frozenset({'Notch', 'Q9Y3C7', 'Q86U06'})"
"frozenset({'Notch', 'P07686', 'O94903'})"
"frozenset({'Notch', 'Q92985', 'Q86WV6'})"
"frozenset({'Notch', 'Q14527', 'O95644'})"
"frozenset({'Notch', 'Q9BQ66', 'Q9BTY2'})"
"frozenset({'Notch', 'P55851', 'P04083'})"
"frozenset({'Notch', 'O75151', 'O14757'})"
"frozenset({'Notch', 'O43581', 'Q8IUQ4'})"
"frozenset({'Notch', 'Q15717', 'Q6R327'})"
"frozenset({'Notch', 'Q12926', 'P35226'})"
"frozenset({'Notch', 'Q5T3I0', 'Q9Y3Z3'})"
"frozenset({'Notch', 'O15530', 'Q9UBS0'})"
"frozenset({'Notch', 'P09884', 'Q00577'})"
"frozenset({'Notch', 'P05067', 'P22303'})"
"frozenset({'Notch', 'Q96KQ7', 'Q96KM6'})"
"frozenset({'Notch', 'P25490', 'P41182'})"
"frozenset({'Notch', 'P35580', 'Q96KM6'})"
"frozenset({'Notch', 'Q96EP0', 'P51617'})"
"frozenset({'Q8IWZ8', 'Q01130', 'Notch'})"
"frozenset({'Notch', 'Q5MIZ7', 'P62829'})"
"frozenset({'Notch', 'P62258', 'Q96L34'})"
"frozenset({'Notch', 'Q8N0Z8', 'Q86WV1'})"
"frozenset({'Notch', 'Q9UJX2', 'O94805'})"
"frozenset({'Notch', 'P42766', 'P61353'})"
"frozenset({'Q5TA79', 'O76081', 'Notch'})"
"frozenset({'P62942', 'Notch', 'Q9NZ94'})"
"frozenset({'Notch', 'P33992', 'O60506'})"
"frozenset({'Notch', 'P13929', 'P36969'})"
"frozenset({'Notch', 'P04350', 'P20333'})"
"frozenset({'Notch', 'Q9BUN8', 'Q9BQ70'})"
"frozenset({'Notch', 'P31943', 'Q9UH99'})"
"frozenset({'Notch', 'O75469', 'P19793'})"
"frozenset({'Notch', 'Q02880', 'Q9P2Y5'})"
"frozenset({'Notch', 'P10721', 'Q13257'})"
"frozenset({'Notch', 'O43683', 'Q9Y6B7'})"
"frozenset({'Notch', 'Q9BRP8', 'Q9HCE1'})"
"frozenset({'Notch', 'Q15691', 'Q99501'})"
"frozenset({'Notch', 'P40429', 'P46781'})"
"frozenset({'Notch', 'P04637', 'P08183'})"
"frozenset({'Notch', 'Q16587', 'P07900'})"
"frozenset({'Notch', 'Q96KE9', 'Q9UBU9'})"
"frozenset({'Notch', 'Q13797', 'Q05397'})"
"frozenset({'Q9Y5B8', 'Q9GZT8', 'Notch'})"
"frozenset({'Notch', 'Q09028', 'O75376'})"
"frozenset({'Q9P127', 'Q16629', 'Notch'})"
"frozenset({'Notch', 'P34897', 'O95352'})"
"frozenset({'Notch', 'Q8TDF6', 'P01112'})"
"frozenset({'Notch', 'O60884', 'O95718'})"
"frozenset({'Notch', 'P61218', 'Q9NQX7'})"
"frozenset({'Q3SY56', 'Notch', 'Q09472'})"
"frozenset({'Notch', 'P68400', 'Q9UKI9'})"
"frozenset({'Notch', 'P11142', 'P19878'})"
"frozenset({'Notch', 'Q92922', 'Q13547'})"
"frozenset({'Notch', 'P07996', 'P02452'})"
"frozenset({'Notch', 'P11940', 'P09913'})"
"frozenset({'Notch', 'P61313', 'Q9Y3U8'})"
"frozenset({'Notch', 'P17936', 'Q9Y620'})"
"frozenset({'Notch', 'Q13315', 'Q12905'})"
"frozenset({'Notch', 'P46013', 'Q96RG2'})"
"frozenset({'Notch', 'Q92688', 'O43683'})"
"frozenset({'Notch', 'Q12906', 'P47914'})"
"frozenset({'Notch', 'O43395', 'Q13595'})"
"frozenset({'Notch', 'P22612', 'O60240'})"
"frozenset({'Notch', 'Q96L14', 'P29400'})"
"frozenset({'Notch', 'O15496', 'Q5T749'})"
"frozenset({'Notch', 'Q8TBB1', 'P05067'})"
"frozenset({'Notch', 'P27635', 'Q08211'})"
"frozenset({'Q5U5Q3', 'P27708', 'Notch'})"
"frozenset({'Notch', 'P30050', 'P24666'})"
"frozenset({'Notch', 'Q9BQ66', 'Q9NZ81'})"
"frozenset({'Notch', 'Q15554', 'P06454'})"
"frozenset({'Notch', 'P46776', 'Q9UKV8'})"
"frozenset({'Notch', 'P61604', 'Q86XK2'})"
"frozenset({'P62310', 'Notch', 'O15116'})"
"frozenset({'O94856', 'P55157', 'Notch'})"
"frozenset({'Notch', 'Q09472', 'P10074'})"
"frozenset({'Notch', 'Q9BUZ4', 'P19878'})"
"frozenset({'P46531', 'Q9BZK7', 'Notch'})"
"frozenset({'Notch', 'Q504Q3', 'Q9Y281'})"
"frozenset({'Notch', 'Q13617', 'Q3B7T1'})"
"frozenset({'Notch', 'Q15700', 'P22459'})"
"frozenset({'Notch', 'Q9NP50', 'Q9P2P5'})"
"frozenset({'Notch', 'P10599', 'Q01844'})"
"frozenset({'Notch', 'Q96LI5', 'P09237'})"
"frozenset({'Notch', 'Q86UD3', 'Q9BQE5'})"
"frozenset({'Notch', 'P25098', 'Q8NGH7'})"
"frozenset({'Notch', 'Q13153', 'P61587'})"
"frozenset({'Notch', 'Q9NVA1', 'O00483'})"
"frozenset({'Notch', 'P11940', 'Q96GG9'})"
"frozenset({'Q6UVJ0', 'Notch', 'O00444'})"
"frozenset({'Notch', 'O95751', 'P55081'})"
"frozenset({'Notch', 'P27348', 'Q9UK53'})"
"frozenset({'Notch', 'P48745', 'O43559'})"
"frozenset({'Notch', 'P20333', 'P56945'})"
"frozenset({'Notch', 'Q5BKU9', 'A8MXV4'})"
"frozenset({'Q32P28', 'Notch', 'Q13618'})"
"frozenset({'Q8WU58', 'Q6NVU6', 'Notch'})"
"frozenset({'Notch', 'O60907', 'P49427'})"
"frozenset({'Notch', 'Q99683', 'Q14289'})"
"frozenset({'Notch', 'Q15916', 'Q9H8W4'})"
"frozenset({'Notch', 'P52597', 'O60508'})"
"frozenset({'Notch', 'Q9Y4A5', 'Q9ULK4'})"
"frozenset({'Notch', 'Q8NFM7', 'Q9NRM6'})"
"frozenset({'Notch', 'P20807', 'Q00872'})"
"frozenset({'Notch', 'Q16643', 'Q96RT1'})"
"frozenset({'Notch', 'Q9BWW4', 'P81877'})"
"frozenset({'Q9NWY4', 'Notch', 'P09429'})"
"frozenset({'Notch', 'Q8IZ69', 'Q13155'})"
"frozenset({'Notch', 'P62854', 'P62851'})"
"frozenset({'P51531', 'Notch', 'Q15599'})"
"frozenset({'Notch', 'P51587', 'P55157'})"
"frozenset({'P10114', 'O43566', 'Notch'})"
"frozenset({'Q8IXL6', 'P04183', 'Notch'})"
"frozenset({'Notch', 'Q14683', 'Q09472'})"
"frozenset({'P33991', 'Notch', 'P50402'})"
"frozenset({'Notch', 'Q9NUX5', 'O43704'})"
"frozenset({'Notch', 'P63010', 'O43747'})"
"frozenset({'P51671', 'Notch', 'P41182'})"
"frozenset({'Notch', 'Q9NYB0', 'Q96A72'})"
"frozenset({'Notch', 'Q9UI12', 'O15079'})"
"frozenset({'Notch', 'P68036', 'Q93008'})"
"frozenset({'Notch', 'P48556', 'O00233'})"
"frozenset({'O43776', 'Notch', 'P14923'})"
"frozenset({'Q6P9F7', 'Notch', 'Q13618'})"
"frozenset({'Notch', 'Q8N2W9', 'Q9NS85'})"
"frozenset({'Notch', 'Q02548', 'P43351'})"
"frozenset({'Notch', 'P25398', 'P50914'})"
"frozenset({'P10398', 'Q04759', 'Notch'})"
"frozenset({'Notch', 'Q12962', 'P01106'})"
"frozenset({'Notch', 'P46777', 'Q71U36'})"
"frozenset({'Q9H1X1', 'Notch', 'O15372'})"
"frozenset({'Notch', 'Q9GZT8', 'Q9Y3C4'})"
"frozenset({'Notch', 'Q8N6T3', 'P01100'})"
"frozenset({'Notch', 'O14893', 'Q9H840'})"
"frozenset({'Notch', 'O75962', 'Q9NZM3'})"
"frozenset({'Notch', 'Q8N3Y1', 'P04637'})"
"frozenset({'Q9Y6E0', 'P67775', 'Notch'})"
"frozenset({'Notch', 'P63279', 'P49790'})"
"frozenset({'Notch', 'P48668', 'O76015'})"
"frozenset({'Q92633', 'Notch', 'Q96K19'})"
"frozenset({'P16144', 'P24821', 'Notch'})"
"frozenset({'Notch', 'Q86Y82', 'O15258'})"
"frozenset({'Notch', 'Q9BTT0', 'Q9UNH7'})"
"frozenset({'Notch', 'Q92764', 'Q8N1N4'})"
"frozenset({'Notch', 'O75923', 'P17661'})"
"frozenset({'P40763', 'P14784', 'Notch'})"
"frozenset({'O60716', 'Notch', 'Q96CW1'})"
"frozenset({'Q9NZL4', 'Notch', 'Q6UWE0'})"
"frozenset({'Notch', 'Q9Y4G8', 'P01111'})"
"frozenset({'Notch', 'Q96KN2', 'Q5SRI9'})"
"frozenset({'Q9UIA9', 'Q9HCE1', 'Notch'})"
"frozenset({'Notch', 'P01857', 'P05091'})"
"frozenset({'Notch', 'O95758', 'Q9UMS4'})"
"frozenset({'Notch', 'P08670', 'Q15047'})"
"frozenset({'P14373', 'Q06250', 'Notch'})"
"frozenset({'Notch', 'P01571', 'Q8N6P7'})"
"frozenset({'Q14554', 'Notch', 'Q9P121'})"
"frozenset({'Notch', 'P42336', 'P35222'})"
"frozenset({'Notch', 'Q8TBB1', 'Q9Y250'})"
"frozenset({'Notch', 'P63167', 'Q9NVN8'})"
"frozenset({'Notch', 'Q8IUF8', 'P13994'})"
"frozenset({'Notch', 'P62987', 'P51858'})"
"frozenset({'Notch', 'Q8WXG6', 'O14980'})"
"frozenset({'Notch', 'P27635', 'Q7Z478'})"
"frozenset({'Notch', 'Q71U36', 'O75381'})"
"frozenset({'Notch', 'O43150', 'P04629'})"
"frozenset({'Notch', 'Q7Z3S9', 'Q6L8G9'})"
"frozenset({'Notch', 'O00762', 'Q7Z6J8'})"
"frozenset({'Q8IYS2', 'Q96G97', 'Notch'})"
"frozenset({'Notch', 'Q6NT76', 'Q5TZK3'})"
"frozenset({'Q92561', 'Notch', 'Q9NS87'})"
"frozenset({'Notch', 'P09693', 'P20963'})"
"frozenset({'Notch', 'P05113', 'Q13261'})"
"frozenset({'Notch', 'O43772', 'P12236'})"
"frozenset({'Notch', 'Q00796', 'Q9UJ70'})"
"frozenset({'Notch', 'O95273', 'Q92905'})"
"frozenset({'P46531', 'Notch', 'Q5TA89'})"
"frozenset({'Notch', 'Q07021', 'P04629'})"
"frozenset({'P32969', 'Notch', 'P62851'})"
"frozenset({'Notch', 'Q9NYL2', 'Q96PU5'})"
"frozenset({'Notch', 'O75031', 'Q9NVN8'})"
"frozenset({'Notch', 'P22234', 'P12830'})"
"frozenset({'Notch', 'Q8NGP2', 'Q9P2W3'})"
"frozenset({'Notch', 'Q7Z3I7', 'P60331'})"
"frozenset({'Notch', 'O43900', 'Q96CW5'})"
"frozenset({'Notch', 'P46937', 'Q9Y4G8'})"
"frozenset({'Notch', 'Q14103', 'Q13509'})"
"frozenset({'Notch', 'Q92858', 'Q5VT06'})"
"frozenset({'Notch', 'Q8NDC0', 'Q01844'})"
"frozenset({'Notch', 'Q6ZN18', 'Q86SE5'})"
"frozenset({'Notch', 'Q13148', 'O15078'})"
"frozenset({'Notch', 'O95714', 'Q7Z3E2'})"
"frozenset({'P15408', 'Notch', 'P15336'})"
"frozenset({'Notch', 'Q8IXZ2', 'Q96EH3'})"
"frozenset({'P46459', 'Notch', 'Q05209'})"
"frozenset({'Notch', 'Q13153', 'Q01130'})"
"frozenset({'Notch', 'Q16795', 'Q9UDW1'})"
"frozenset({'Notch', 'Q9BQQ3', 'Q16659'})"
"frozenset({'Notch', 'Q6PK81', 'P45973'})"
"frozenset({'Notch', 'Q96S55', 'Q6IA86'})"
"frozenset({'Notch', 'Q99459', 'Q9BYV6'})"
"frozenset({'Notch', 'Q8TEP8', 'Q9UPN4'})"
"frozenset({'Notch', 'P27695', 'P62330'})"
"frozenset({'Notch', 'Q9H492', 'Q9NS23'})"
"frozenset({'Notch', 'P30443', 'Q6AZY7'})"
"frozenset({'Notch', 'P23258', 'Q06609'})"
"frozenset({'Notch', 'P53350', 'Q7L5D6'})"
"frozenset({'P01567', 'Notch', 'P16234'})"
"frozenset({'Notch', 'O75489', 'P04629'})"
"frozenset({'Notch', 'O60814', 'O15379'})"
"frozenset({'Notch', 'O95376', 'O14544'})"
"frozenset({'Notch', 'Q15717', 'Q6P280'})"
"frozenset({'Notch', 'O95299', 'O96000'})"
"frozenset({'Q9H0U3', 'P39656', 'Notch'})"
"frozenset({'Notch', 'A8CG34', 'P12004'})"
"frozenset({'Notch', 'O75787', 'Q9ULH0'})"
"frozenset({'P54259', 'Notch', 'Q9HC77'})"
"frozenset({'Notch', 'P67775', 'Q16204'})"
"frozenset({'P45985', 'O14733', 'Notch'})"
"frozenset({'Notch', 'P51828', 'P63215'})"
"frozenset({'Notch', 'Q13835', 'Q02413'})"
"frozenset({'Notch', 'P62987', 'O75886'})"
"frozenset({'Q9BV73', 'P63104', 'Notch'})"
"frozenset({'Notch', 'P45880', 'Q14849'})"
"frozenset({'Notch', 'Q8NEY1', 'Q9UHB6'})"
"frozenset({'Q6ZSJ9', 'Q8WUP2', 'Notch'})"
"frozenset({'Notch', 'Q71UM5', 'P42677'})"
"frozenset({'Notch', 'P15509', 'P05113'})"
"frozenset({'Notch', 'P46934', 'P62877'})"
"frozenset({'Notch', 'P08603', 'P14151'})"
"frozenset({'P21246', 'Notch', 'P42224'})"
"frozenset({'Notch', 'P10145', 'P43657'})"
"frozenset({'O60307', 'Q13263', 'Notch'})"
"frozenset({'Notch', 'P78356', 'Q9BUE0'})"
"frozenset({'Notch', 'Q9Y3L3', 'P00519'})"
"frozenset({'Q9UK45', 'Notch', 'P62316'})"
"frozenset({'Q8NF99', 'Notch', 'O60304'})"
"frozenset({'Notch', 'A8MYP8', 'P35609'})"
"frozenset({'Notch', 'Q5BJF6', 'A6NKD9'})"
"frozenset({'Notch', 'Q9BY27', 'O43679'})"
"frozenset({'Notch', 'Q15050', 'P26368'})"
"frozenset({'Notch', 'P78334', 'Q15005'})"
"frozenset({'Notch', 'P22314', 'P62256'})"
"frozenset({'Notch', 'Q86VP6', 'P07900'})"
"frozenset({'Notch', 'P25098', 'Q8NGI4'})"
"frozenset({'Notch', 'P38405', 'P29274'})"
"frozenset({'Notch', 'Q08117', 'Q8TBE0'})"
"frozenset({'Notch', 'Q6STE5', 'Q96GM5'})"
"frozenset({'P50552', 'Q13976', 'Notch'})"
"frozenset({'P67870', 'O14775', 'Notch'})"
"frozenset({'Notch', 'O43463', 'P01106'})"
"frozenset({'P14373', 'O15371', 'Notch'})"
"frozenset({'Notch', 'Q7L5N1', 'P78406'})"
"frozenset({'Notch', 'P02452', 'P11473'})"
"frozenset({'Notch', 'P14921', 'P17947'})"
"frozenset({'O60307', 'Q15365', 'Notch'})"
"frozenset({'Notch', 'Q9Y376', 'Q4G0F5'})"
"frozenset({'Notch', 'Q08379', 'Q5T619'})"
"frozenset({'Notch', 'Q9UBZ9', 'Q9HB96'})"
"frozenset({'Notch', 'O00499', 'O95600'})"
"frozenset({'Notch', 'Q9HCE1', 'B2RTY4'})"
"frozenset({'Notch', 'O43353', 'Q13546'})"
"frozenset({'Q8ND90', 'Notch', 'Q96M91'})"
"frozenset({'Notch', 'Q9ULH1', 'Q12959'})"
"frozenset({'Q96T76', 'Q00537', 'Notch'})"
"frozenset({'Notch', 'Q14164', 'O00193'})"
"frozenset({'Notch', 'P53621', 'Q9H410'})"
"frozenset({'Notch', 'Q13268', 'P04406'})"
"frozenset({'Notch', 'Q9C0D5', 'P04629'})"
"frozenset({'Notch', 'P30305', 'Q8WZA2'})"
"frozenset({'Notch', 'Q86TM6', 'P46379'})"
"frozenset({'Notch', 'P63104', 'Q99550'})"
"frozenset({'Notch', 'P50222', 'Q13065'})"
"frozenset({'Notch', 'Q15365', 'P23528'})"
"frozenset({'Notch', 'Q9BQA5', 'Q13315'})"
"frozenset({'Q9BV73', 'P36578', 'Notch'})"
"frozenset({'Q7Z401', 'Q96S53', 'Notch'})"
"frozenset({'Notch', 'Q04941', 'O95163'})"
"frozenset({'Notch', 'O95425', 'P08670'})"
"frozenset({'Notch', 'Q13077', 'Q9H0F6'})"
"frozenset({'Notch', 'P60900', 'P54725'})"
"frozenset({'Notch', 'P08922', 'P29350'})"
"frozenset({'Notch', 'Q9GZW5', 'P05067'})"
"frozenset({'Notch', 'Q6IQ16', 'P10071'})"
"frozenset({'Notch', 'P05067', 'P23381'})"
"frozenset({'Notch', 'P61513', 'P84098'})"
"frozenset({'Q03135', 'P61081', 'Notch'})"
"frozenset({'Notch', 'P25098', 'Q8NGM8'})"
"frozenset({'Notch', 'P19438', 'Q16836'})"
"frozenset({'Notch', 'Q9Y535', 'P62258'})"
"frozenset({'Notch', 'O60704', 'Q6P5W5'})"
"frozenset({'Q9UGI9', 'Q9Y6P5', 'Notch'})"
"frozenset({'Notch', 'Q15370', 'Q93034'})"
"frozenset({'P67870', 'Notch', 'Q14676'})"
"frozenset({'Notch', 'Q99496', 'Q15910'})"
"frozenset({'Notch', 'P46100', 'Q96KM6'})"
"frozenset({'Notch', 'Q9NZI6', 'Q01664'})"
"frozenset({'Notch', 'P54709', 'Q99758'})"
"frozenset({'Notch', 'Q16643', 'P0DP24'})"
"frozenset({'Notch', 'P51668', 'P00748'})"
"frozenset({'Notch', 'P00533', 'P19525'})"
"frozenset({'Notch', 'P0DP25', 'Q14318'})"
"frozenset({'Notch', 'Q8N6L0', 'Q9BRI3'})"
"frozenset({'Notch', 'P01834', 'O00541'})"
"frozenset({'Q9UHA4', 'Q8N983', 'Notch'})"
"frozenset({'Notch', 'P61106', 'O96019'})"
"frozenset({'Notch', 'O75592', 'Q05086'})"
"frozenset({'Notch', 'Q5T749', 'Q8TF42'})"
"frozenset({'Q8IUE6', 'Q96C28', 'Notch'})"
"frozenset({'Notch', 'P06576', 'P18859'})"
"frozenset({'Notch', 'Q16543', 'Q9UHD1'})"
"frozenset({'Notch', 'Q9UI47', 'Q12929'})"
"frozenset({'Notch', 'Q13617', 'P21281'})"
"frozenset({'Notch', 'Q96KR7', 'P03971'})"
"frozenset({'Q96BY2', 'Notch', 'Q96FV9'})"
"frozenset({'Notch', 'P45877', 'Q9NRR5'})"
"frozenset({'Notch', 'Q9H2C0', 'P13639'})"
"frozenset({'Notch', 'Q9NQP4', 'Q96JK2'})"
"frozenset({'Notch', 'Q96LS8', 'O60245'})"
"frozenset({'P15408', 'Notch', 'P20809'})"
"frozenset({'Notch', 'Q7Z6G3', 'Q8TAB5'})"
"frozenset({'Q9NWT6', 'Q8TAK5', 'Notch'})"
"frozenset({'Notch', 'Q96JP5', 'P62807'})"
"frozenset({'Notch', 'Q9Y2G2', 'Q9HCK8'})"
"frozenset({'Q92621', 'Q9H0W5', 'Notch'})"
"frozenset({'Notch', 'P07900', 'O15525'})"
"frozenset({'P35250', 'Notch', 'O60885'})"
"frozenset({'Notch', 'P04040', 'P61158'})"
"frozenset({'Notch', 'P08238', 'P78527'})"
"frozenset({'P35638', 'P25208', 'Notch'})"
"frozenset({'Notch', 'Q13882', 'P49368'})"
"frozenset({'O96017', 'Notch', 'P29692'})"
"frozenset({'Notch', 'P50539', 'Q7Z3S9'})"
"frozenset({'Notch', 'Q9Y6N5', 'Q9HCE1'})"
"frozenset({'Q9BSW7', 'Q15834', 'Notch'})"
"frozenset({'Notch', 'Q9NQB0', 'Q68DV7'})"
"frozenset({'Notch', 'Q14CW9', 'Q9ULK2'})"
"frozenset({'P46459', 'O00161', 'Notch'})"
"frozenset({'Notch', 'Q9BX63', 'Q13185'})"
"frozenset({'Q9NQC1', 'Notch', 'Q9BY11'})"
"frozenset({'P16144', 'P56945', 'Notch'})"
"frozenset({'Notch', 'Q8TEJ3', 'Q9NQT8'})"
"frozenset({'Q8TAP9', 'P04216', 'Notch'})"
"frozenset({'Notch', 'Q9NRC8', 'Q8TED0'})"
"frozenset({'Notch', 'P25787', 'Q9UNM6'})"
"frozenset({'Q6UX06', 'Q8IZ83', 'Notch'})"
"frozenset({'P01024', 'O60216', 'Notch'})"
"frozenset({'Notch', 'O60884', 'P04626'})"
"frozenset({'Notch', 'Q8IW19', 'Q96DA0'})"
"frozenset({'Notch', 'Q7LDG7', 'P61224'})"
"frozenset({'Notch', 'P11498', 'Q8NBA8'})"
"frozenset({'Notch', 'Q9Y240', 'Q6W2J9'})"
"frozenset({'Notch', 'Q6ZU80', 'Q9Y3A3'})"
"frozenset({'Notch', 'Q9NST1', 'P31751'})"
"frozenset({'Q96JB2', 'P19105', 'Notch'})"
"frozenset({'Notch', 'P63279', 'Q92993'})"
"frozenset({'Notch', 'O00170', 'O75665'})"
"frozenset({'Notch', 'Q93009', 'P41212'})"
"frozenset({'Notch', 'P35222', 'Q92905'})"
"frozenset({'Notch', 'P23025', 'P01111'})"
"frozenset({'Notch', 'P52789', 'Q8IVD9'})"
"frozenset({'Notch', 'P33993', 'Q14209'})"
"frozenset({'Notch', 'P33240', 'O14530'})"
"frozenset({'P19320', 'Notch', 'Q92841'})"
"frozenset({'P19320', 'Q9H444', 'Notch'})"
"frozenset({'Notch', 'Q9UI95', 'P62826'})"
"frozenset({'Q92686', 'P52739', 'Notch'})"
"frozenset({'P23246', 'Notch', 'Q9NR30'})"
"frozenset({'Notch', 'P46063', 'Q9H944'})"
"frozenset({'Notch', 'Q99683', 'Q01094'})"
"frozenset({'O75461', 'P04745', 'Notch'})"
"frozenset({'Notch', 'Q9HCE1', 'Q9Y2S7'})"
"frozenset({'Notch', 'P07237', 'Q9H0W5'})"
"frozenset({'Notch', 'O43765', 'P46020'})"
"frozenset({'P12931', 'Q99439', 'Notch'})"
"frozenset({'Notch', 'Q07955', 'O95071'})"
"frozenset({'Notch', 'Q7L0X2', 'P04792'})"
"frozenset({'Notch', 'Q86V42', 'Q8N5F7'})"
"frozenset({'Notch', 'Q9NQB0', 'P28347'})"
"frozenset({'Notch', 'Q96EV8', 'P16333'})"
"frozenset({'Q06455', 'Notch', 'P38398'})"
"frozenset({'Notch', 'P38405', 'Q96R45'})"
"frozenset({'Notch', 'P13010', 'P03372'})"
"frozenset({'Notch', 'Q5VST9', 'Q9P253'})"
"frozenset({'Notch', 'P46783', 'P27635'})"
"frozenset({'Q9Y5S9', 'P15170', 'Notch'})"
"frozenset({'P21246', 'P23471', 'Notch'})"
"frozenset({'Q9NRA1', 'Notch', 'P35916'})"
"frozenset({'O95817', 'Q92556', 'Notch'})"
"frozenset({'Notch', 'O14757', 'O60573'})"
"frozenset({'Notch', 'P25098', 'Q8NGG3'})"
"frozenset({'Q16576', 'Notch', 'Q9Y483'})"
"frozenset({'Notch', 'P35354', 'P56524'})"
