negatives
"frozenset({'Q8IWR0', 'Q13153', 'BCR'})"
"frozenset({'P51784', 'BCR', 'Q14674'})"
"frozenset({'BCR', 'P22223', 'P35221'})"
"frozenset({'BCR', 'Q96CW1', 'Q9NZM3'})"
"frozenset({'BCR', 'Q15545', 'O00268'})"
"frozenset({'Q9BTT4', 'BCR', 'O15514'})"
"frozenset({'BCR', 'Q9NRG4', 'Q2I0M4'})"
"frozenset({'Q6PD74', 'BCR', 'O75843'})"
"frozenset({'BCR', 'Q9H869', 'Q9UI95'})"
"frozenset({'Q12756', 'BCR', 'Q93062'})"
"frozenset({'BCR', 'O96019', 'P0C1Z6'})"
"frozenset({'BCR', 'Q9GZQ8', 'Q12905'})"
"frozenset({'P03372', 'BCR', 'O60381'})"
"frozenset({'Q12778', 'P49715', 'BCR'})"
"frozenset({'P29692', 'BCR', 'Q08AD1'})"
"frozenset({'Q9BQI3', 'Q14154', 'BCR'})"
"frozenset({'Q96GD4', 'BCR', 'P63244'})"
"frozenset({'O60245', 'BCR', 'Q8NBA8'})"
"frozenset({'BCR', 'Q9UBE0', 'P0DMV8'})"
"frozenset({'BCR', 'P50570', 'O15259'})"
"frozenset({'BCR', 'P17612', 'Q8NH21'})"
"frozenset({'BCR', 'P09601', 'P54274'})"
"frozenset({'BCR', 'Q9Y2K1', 'P61353'})"
"frozenset({'BCR', 'P20963', 'P62805'})"
"frozenset({'BCR', 'Q99459', 'Q09028'})"
"frozenset({'Q9NYJ8', 'P78317', 'BCR'})"
"frozenset({'BCR', 'Q9H9A7', 'Q0VG06'})"
"frozenset({'BCR', 'Q9UBU9', 'P78371'})"
"frozenset({'BCR', 'P05556', 'P27824'})"
"frozenset({'BCR', 'O95793', 'P62917'})"
"frozenset({'P20849', 'BCR', 'Q05397'})"
"frozenset({'Q6UY14', 'BCR', 'Q9Y223'})"
"frozenset({'Q15047', 'BCR', 'P08670'})"
"frozenset({'BCR', 'Q16629', 'P78362'})"
"frozenset({'BCR', 'Q07890', 'P01116'})"
"frozenset({'BCR', 'P25101', 'Q9UBU3'})"
"frozenset({'BCR', 'Q03468', 'P24928'})"
"frozenset({'P78318', 'BCR', 'Q96ST3'})"
"frozenset({'P56539', 'BCR', 'Q969G5'})"
"frozenset({'Q99471', 'BCR', 'Q9H4Y5'})"
"frozenset({'P50990', 'BCR', 'Q9H0R8'})"
"frozenset({'P46778', 'BCR', 'P60520'})"
"frozenset({'Q92785', 'BCR', 'Q6NUQ1'})"
"frozenset({'BCR', 'P49746', 'P35251'})"
"frozenset({'Q13547', 'BCR', 'P35354'})"
"frozenset({'Q2TAL8', 'BCR', 'Q7Z3K3'})"
"frozenset({'BCR', 'Q9UBU9', 'Q5VST9'})"
"frozenset({'Q96EV2', 'BCR', 'Q6I9Y2'})"
"frozenset({'BCR', 'Q96LD1', 'Q8NCG7'})"
"frozenset({'BCR', 'Q9UQM7', 'P46527'})"
"frozenset({'BCR', 'P53609', 'P61218'})"
"frozenset({'BCR', 'P17612', 'O43889'})"
"frozenset({'BCR', 'Q9NTK5', 'Q01844'})"
"frozenset({'BCR', 'Q09472', 'O15264'})"
"frozenset({'Q13268', 'BCR', 'P01730'})"
"frozenset({'BCR', 'Q8N183', 'P62854'})"
"frozenset({'BCR', 'A8K0Z3', 'Q641Q2'})"
"frozenset({'P49450', 'Q8N257', 'BCR'})"
"frozenset({'Q8NEG5', 'BCR', 'P43364'})"
"frozenset({'BCR', 'Q9P0L0', 'P55072'})"
"frozenset({'BCR', 'Q04206', 'P29459'})"
"frozenset({'P33992', 'BCR', 'P38159'})"
"frozenset({'BCR', 'Q8IV13', 'Q9BUK6'})"
"frozenset({'Q9H6S0', 'BCR', 'Q9NRC8'})"
"frozenset({'P10451', 'BCR', 'P62277'})"
"frozenset({'Q96JG8', 'O14949', 'BCR'})"
"frozenset({'BCR', 'Q96HR9', 'P43378'})"
"frozenset({'Q16526', 'P33993', 'BCR'})"
"frozenset({'BCR', 'Q86VI3', 'Q92845'})"
"frozenset({'BCR', 'Q8IY92', 'P51610'})"
"frozenset({'BCR', 'Q5T7V8', 'P54257'})"
"frozenset({'Q9GZT8', 'BCR', 'Q8N7W2'})"
"frozenset({'BCR', 'P01106', 'Q9Y676'})"
"frozenset({'P03372', 'BCR', 'Q15466'})"
"frozenset({'BCR', 'Q9UBC3', 'Q96KQ7'})"
"frozenset({'BCR', 'P24941', 'Q9Y2Q3'})"
"frozenset({'BCR', 'P78362', 'P51800'})"
"frozenset({'Q9UBG0', 'BCR', 'P31749'})"
"frozenset({'Q8N7X1', 'BCR', 'Q96T76'})"
"frozenset({'BCR', 'Q12805', 'Q92754'})"
"frozenset({'Q9NZI8', 'Q9UBU9', 'BCR'})"
"frozenset({'P54725', 'Q9UQM7', 'BCR'})"
"frozenset({'BCR', 'Q13451', 'Q13418'})"
"frozenset({'P51587', 'BCR', 'O43502'})"
"frozenset({'BCR', 'Q86X24', 'Q9HB07'})"
"frozenset({'O15504', 'BCR', 'Q8N1F7'})"
"frozenset({'P68036', 'BCR', 'Q5VTR2'})"
"frozenset({'BCR', 'P68400', 'O95786'})"
"frozenset({'Q9Y2A7', 'BCR', 'O60861'})"
"frozenset({'BCR', 'P62820', 'P54709'})"
"frozenset({'BCR', 'Q96LB4', 'Q0VGL1'})"
"frozenset({'BCR', 'Q9UKB1', 'Q9Y4C8'})"
"frozenset({'O15350', 'P42574', 'BCR'})"
"frozenset({'BCR', 'P16220', 'Q9UJW3'})"
"frozenset({'BCR', 'Q53EZ4', 'P28482'})"
"frozenset({'BCR', 'O15131', 'P00966'})"
"frozenset({'O95757', 'BCR', 'Q96NL6'})"
"frozenset({'BCR', 'P37231', 'O60337'})"
"frozenset({'Q14164', 'BCR', 'O14920'})"
"frozenset({'BCR', 'Q969V5', 'P63279'})"
"frozenset({'BCR', 'O95166', 'O95831'})"
"frozenset({'O60262', 'BCR', 'Q8NGT9'})"
"frozenset({'BCR', 'Q99549', 'Q9HCE1'})"
"frozenset({'P53597', 'Q7LBR1', 'BCR'})"
"frozenset({'BCR', 'Q8TAE8', 'Q53S58'})"
"frozenset({'BCR', 'Q02543', 'P35240'})"
"frozenset({'BCR', 'P11234', 'Q96A65'})"
"frozenset({'Q13478', 'BCR', 'P18146'})"
"frozenset({'Q96T60', 'BCR', 'Q9UMD9'})"
"frozenset({'BCR', 'Q9BRX9', 'P41223'})"
"frozenset({'Q15654', 'BCR', 'Q9H171'})"
"frozenset({'Q99623', 'BCR', 'Q15714'})"
"frozenset({'BCR', 'Q9H081', 'Q96QE3'})"
"frozenset({'P42773', 'BCR', 'P11802'})"
"frozenset({'O94868', 'BCR', 'Q9UN19'})"
"frozenset({'BCR', 'Q9NQG5', 'Q7Z2Z2'})"
"frozenset({'BCR', 'Q3LI66', 'P27918'})"
"frozenset({'BCR', 'P62140', 'Q03426'})"
"frozenset({'P78369', 'BCR', 'P05230'})"
"frozenset({'O94810', 'BCR', 'P07900'})"
"frozenset({'P06730', 'BCR', 'P48775'})"
"frozenset({'BCR', 'Q8IXZ2', 'P40429'})"
"frozenset({'BCR', 'Q9C0D3', 'Q96FF9'})"
"frozenset({'BCR', 'P62753', 'Q9BY44'})"
"frozenset({'Q969Z0', 'Q7Z3Y8', 'BCR'})"
"frozenset({'BCR', 'P04183', 'P56537'})"
"frozenset({'BCR', 'P58304', 'Q9HD42'})"
"frozenset({'P26583', 'BCR', 'Q01860'})"
"frozenset({'BCR', 'Q9NX47', 'Q5JRA6'})"
"frozenset({'BCR', 'Q9UKX7', 'Q69YH5'})"
"frozenset({'Q99741', 'P33993', 'BCR'})"
"frozenset({'BCR', 'Q96RJ3', 'Q13114'})"
"frozenset({'BCR', 'Q5VWX1', 'Q8NE01'})"
"frozenset({'BCR', 'Q9Y6W6', 'P49639'})"
"frozenset({'Q8NFB2', 'BCR', 'P10114'})"
"frozenset({'BCR', 'Q6ICL3', 'Q9NVS9'})"
"frozenset({'BCR', 'P13804', 'Q13423'})"
"frozenset({'BCR', 'P26371', 'Q8TBB1'})"
"frozenset({'Q96EZ8', 'BCR', 'Q8N137'})"
"frozenset({'BCR', 'Q71DI3', 'P55201'})"
"frozenset({'BCR', 'P10412', 'P17252'})"
"frozenset({'P25705', 'BCR', 'Q00839'})"
"frozenset({'Q96EE3', 'P27694', 'BCR'})"
"frozenset({'BCR', 'Q15714', 'P82279'})"
"frozenset({'P00533', 'P83436', 'BCR'})"
"frozenset({'BCR', 'Q16629', 'P09651'})"
"frozenset({'BCR', 'P50053', 'P49407'})"
"frozenset({'BCR', 'Q15269', 'Q9UNX4'})"
"frozenset({'BCR', 'Q8IVT5', 'P63244'})"
"frozenset({'P49790', 'BCR', 'P14314'})"
"frozenset({'BCR', 'Q9Y4L5', 'Q96LR5'})"
"frozenset({'BCR', 'P54132', 'Q86YT6'})"
"frozenset({'Q9UPT8', 'P12931', 'BCR'})"
"frozenset({'BCR', 'Q96GC9', 'Q8IWL3'})"
"frozenset({'BCR', 'Q8NE01', 'P60410'})"
"frozenset({'BCR', 'Q9BZ95', 'Q13185'})"
"frozenset({'Q9NPA8', 'BCR', 'Q6VAB6'})"
"frozenset({'BCR', 'P62979', 'Q15185'})"
"frozenset({'P49917', 'BCR', 'P61421'})"
"frozenset({'Q96SY0', 'BCR', 'Q15573'})"
"frozenset({'P43487', 'BCR', 'Q13148'})"
"frozenset({'BCR', 'P54259', 'Q9NZC7'})"
"frozenset({'BCR', 'Q9NR12', 'Q9UL33'})"
"frozenset({'Q9ULV8', 'BCR', 'P40189'})"
"frozenset({'Q8WVD3', 'BCR', 'O95967'})"
"frozenset({'BCR', 'Q2M1V0', 'P08238'})"
"frozenset({'BCR', 'Q9UPV0', 'Q9UNX4'})"
"frozenset({'BCR', 'P40337', 'Q05655'})"
"frozenset({'BCR', 'P07737', 'Q07889'})"
"frozenset({'BCR', 'Q8NDA8', 'P53701'})"
"frozenset({'P14314', 'BCR', 'P08575'})"
"frozenset({'P08754', 'Q99500', 'BCR'})"
"frozenset({'Q14683', 'P55795', 'BCR'})"
"frozenset({'BCR', 'P63096', 'P28221'})"
"frozenset({'P0C1H6', 'BCR', 'P20671'})"
"frozenset({'BCR', 'P60880', 'P54920'})"
"frozenset({'BCR', 'O75489', 'O75521'})"
"frozenset({'Q9Y2Q9', 'BCR', 'Q92552'})"
"frozenset({'Q9UNH7', 'BCR', 'Q99459'})"
"frozenset({'P01160', 'BCR', 'P17342'})"
"frozenset({'BCR', 'P62873', 'P50151'})"
"frozenset({'P22612', 'BCR', 'Q8NGG5'})"
"frozenset({'O00267', 'BCR', 'O00469'})"
"frozenset({'BCR', 'P19338', 'Q15293'})"
"frozenset({'BCR', 'P27986', 'P68363'})"
"frozenset({'BCR', 'P04629', 'P60891'})"
"frozenset({'Q9NX65', 'BCR', 'Q15697'})"
"frozenset({'Q16666', 'BCR', 'Q6P9B6'})"
"frozenset({'BCR', 'Q13233', 'Q9UBZ4'})"
"frozenset({'BCR', 'Q9BXP5', 'P46531'})"
"frozenset({'BCR', 'Q15691', 'Q86YT6'})"
"frozenset({'Q96CS2', 'Q99816', 'BCR'})"
"frozenset({'BCR', 'P41218', 'Q15024'})"
"frozenset({'BCR', 'Q12788', 'Q8NI36'})"
"frozenset({'BCR', 'Q07890', 'O15085'})"
"frozenset({'Q8WVK2', 'BCR', 'Q9Y383'})"
"frozenset({'Q9UII4', 'BCR', 'P04637'})"
"frozenset({'BCR', 'O75396', 'A5PLL7'})"
"frozenset({'BCR', 'Q9UM47', 'P46531'})"
"frozenset({'Q9BZH6', 'BCR', 'Q9P0N5'})"
"frozenset({'BCR', 'Q9UNZ2', 'P37108'})"
"frozenset({'BCR', 'P62937', 'Q13526'})"
"frozenset({'BCR', 'P04629', 'P08575'})"
"frozenset({'Q13315', 'BCR', 'P35580'})"
"frozenset({'P24522', 'BCR', 'Q8N205'})"
"frozenset({'BCR', 'Q92905', 'O14974'})"
"frozenset({'P35372', 'BCR', 'P34947'})"
"frozenset({'BCR', 'Q9H9S0', 'Q9H497'})"
"frozenset({'P18846', 'BCR', 'Q8N752'})"
"frozenset({'BCR', 'P09496', 'P28702'})"
"frozenset({'P17987', 'Q9C0B0', 'BCR'})"
"frozenset({'BCR', 'Q07021', 'Q6NUS6'})"
"frozenset({'Q92858', 'BCR', 'P08195'})"
"frozenset({'BCR', 'P48200', 'P35520'})"
"frozenset({'O00744', 'BCR', 'Q12841'})"
"frozenset({'BCR', 'O00303', 'P41091'})"
"frozenset({'O95832', 'BCR', 'O15551'})"
"frozenset({'Q96JN2', 'BCR', 'Q8TAU3'})"
"frozenset({'P27708', 'BCR', 'Q8TAD8'})"
"frozenset({'P38606', 'BCR', 'P45880'})"
"frozenset({'Q13547', 'BCR', 'Q7Z3K6'})"
"frozenset({'P46108', 'BCR', 'Q2M2I5'})"
"frozenset({'BCR', 'Q92764', 'P04259'})"
"frozenset({'Q8NGR3', 'BCR', 'P49407'})"
"frozenset({'BCR', 'Q96FW1', 'Q15046'})"
"frozenset({'BCR', 'Q63ZY3', 'Q9Y250'})"
"frozenset({'BCR', 'P11308', 'Q13451'})"
"frozenset({'BCR', 'P01730', 'P20036'})"
"frozenset({'O60547', 'BCR', 'P35240'})"
"frozenset({'Q16236', 'BCR', 'P25490'})"
"frozenset({'BCR', 'P46926', 'P53384'})"
"frozenset({'BCR', 'Q96T76', 'Q96LT7'})"
"frozenset({'BCR', 'P31785', 'P07202'})"
"frozenset({'BCR', 'P19784', 'Q96C86'})"
"frozenset({'BCR', 'Q12955', 'Q9UBC2'})"
"frozenset({'BCR', 'P15407', 'P17980'})"
"frozenset({'Q86WU2', 'BCR', 'P50461'})"
"frozenset({'P31947', 'BCR', 'Q13347'})"
"frozenset({'BCR', 'Q07627', 'Q86UN2'})"
"frozenset({'BCR', 'Q9BRR8', 'O60308'})"
"frozenset({'BCR', 'P27694', 'P43351'})"
"frozenset({'BCR', 'O00232', 'P62195'})"
"frozenset({'Q9BVG8', 'Q8N5A5', 'BCR'})"
"frozenset({'BCR', 'Q9HCE1', 'Q15034'})"
"frozenset({'BCR', 'P49207', 'P39023'})"
"frozenset({'Q9H0U4', 'BCR', 'Q92696'})"
"frozenset({'P09493', 'BCR', 'P20963'})"
"frozenset({'BCR', 'Q9H3R5', 'Q8NBT0'})"
"frozenset({'Q9BQ52', 'BCR', 'P56537'})"
"frozenset({'BCR', 'Q99459', 'P49368'})"
"frozenset({'O00541', 'BCR', 'Q99575'})"
"frozenset({'BCR', 'Q14103', 'Q16659'})"
"frozenset({'BCR', 'P49407', 'Q96RC9'})"
"frozenset({'Q96K21', 'O75351', 'BCR'})"
"frozenset({'Q8NFH3', 'BCR', 'Q8IVT5'})"
"frozenset({'BCR', 'P19338', 'O00567'})"
"frozenset({'BCR', 'Q92598', 'O60566'})"
"frozenset({'BCR', 'P08574', 'Q15293'})"
"frozenset({'BCR', 'Q96DT6', 'P62195'})"
"frozenset({'BCR', 'Q9Y5L4', 'Q9Y6Y8'})"
"frozenset({'BCR', 'Q16401', 'P17980'})"
"frozenset({'BCR', 'P02647', 'P01876'})"
"frozenset({'BCR', 'Q9Y2S7', 'Q9H8M1'})"
"frozenset({'BCR', 'Q9HCM4', 'P04629'})"
"frozenset({'O75925', 'P37231', 'BCR'})"
"frozenset({'P07948', 'BCR', 'Q9NZJ0'})"
"frozenset({'O43542', 'BCR', 'Q9Y6N5'})"
"frozenset({'Q92949', 'BCR', 'Q9Y6A4'})"
"frozenset({'BCR', 'Q86VP6', 'O95232'})"
"frozenset({'P19793', 'BCR', 'P02452'})"
"frozenset({'Q8IWZ5', 'BCR', 'Q7Z3S9'})"
"frozenset({'BCR', 'P13612', 'Q15366'})"
"frozenset({'BCR', 'Q15714', 'P46781'})"
"frozenset({'BCR', 'Q8N0V3', 'Q96DZ9'})"
"frozenset({'BCR', 'P23508', 'O14576'})"
"frozenset({'BCR', 'Q96JB5', 'Q8IWL3'})"
"frozenset({'P52292', 'BCR', 'P52298'})"
"frozenset({'BCR', 'Q6ZW49', 'Q9BRJ6'})"
"frozenset({'BCR', 'O14610', 'P28482'})"
"frozenset({'BCR', 'B2RXF5', 'Q49AN0'})"
"frozenset({'Q9NSB2', 'BCR', 'Q86T82'})"
"frozenset({'P67809', 'BCR', 'Q71RC2'})"
"frozenset({'Q13435', 'BCR', 'Q02539'})"
"frozenset({'Q9UM54', 'Q86TI2', 'BCR'})"
"frozenset({'P20073', 'BCR', 'Q15717'})"
"frozenset({'BCR', 'Q12948', 'P31276'})"
"frozenset({'Q8NFH3', 'P50990', 'BCR'})"
"frozenset({'BCR', 'Q02763', 'P55075'})"
"frozenset({'BCR', 'P35609', 'P06753'})"
"frozenset({'BCR', 'Q969G2', 'Q9UPY8'})"
"frozenset({'BCR', 'P09211', 'Q9H7N4'})"
"frozenset({'BCR', 'Q05BQ5', 'O95619'})"
"frozenset({'Q9H1Y0', 'BCR', 'Q96A65'})"
"frozenset({'O43181', 'O43678', 'BCR'})"
"frozenset({'O43920', 'BCR', 'P56556'})"
"frozenset({'BCR', 'Q9H668', 'Q08379'})"
"frozenset({'P49736', 'BCR', 'O43684'})"
"frozenset({'Q9H0A9', 'BCR', 'Q8ND90'})"
"frozenset({'BCR', 'Q9UKV8', 'P61962'})"
"frozenset({'BCR', 'Q9HB65', 'O95402'})"
"frozenset({'Q15149', 'BCR', 'Q15003'})"
"frozenset({'BCR', 'Q15717', 'P32929'})"
"frozenset({'BCR', 'Q9UHF0', 'Q99689'})"
"frozenset({'BCR', 'P49368', 'P60900'})"
"frozenset({'Q9GZM5', 'BCR', 'P59991'})"
"frozenset({'Q9NR97', 'BCR', 'P42224'})"
"frozenset({'BCR', 'P51449', 'Q9C0C6'})"
"frozenset({'BCR', 'P25025', 'P55072'})"
"frozenset({'Q8TBA6', 'BCR', 'P12830'})"
"frozenset({'BCR', 'Q9Y230', 'O75688'})"
"frozenset({'BCR', 'Q01081', 'Q9BQA5'})"
"frozenset({'Q05682', 'BCR', 'Q9UHB6'})"
"frozenset({'BCR', 'P63261', 'Q9NPI1'})"
"frozenset({'P60709', 'P27348', 'BCR'})"
"frozenset({'BCR', 'P10145', 'P10914'})"
"frozenset({'BCR', 'P45880', 'Q9UI09'})"
"frozenset({'BCR', 'Q7Z4H7', 'Q86Y13'})"
"frozenset({'Q9BYG5', 'Q9Y2H0', 'BCR'})"
"frozenset({'Q8N9N5', 'BCR', 'Q86YD7'})"
"frozenset({'BCR', 'Q9Y2I6', 'O60293'})"
"frozenset({'Q86Y56', 'BCR', 'O76071'})"
"frozenset({'Q76FK4', 'BCR', 'Q9UPP1'})"
"frozenset({'Q15910', 'BCR', 'P07288'})"
"frozenset({'P07947', 'BCR', 'P08581'})"
"frozenset({'Q9NY65', 'BCR', 'Q8NCM8'})"
"frozenset({'BCR', 'P67775', 'Q16204'})"
"frozenset({'BCR', 'P62899', 'Q13724'})"
"frozenset({'BCR', 'P38405', 'Q8NGH8'})"
"frozenset({'P68431', 'BCR', 'O60216'})"
"frozenset({'BCR', 'O75489', 'Q8TAT6'})"
"frozenset({'BCR', 'O95758', 'P09012'})"
"frozenset({'Q5S007', 'BCR', 'Q6IQ22'})"
"frozenset({'P03372', 'BCR', 'Q8WUA8'})"
"frozenset({'BCR', 'P49789', 'P61421'})"
"frozenset({'BCR', 'Q6P1M3', 'Q8TCZ2'})"
"frozenset({'BCR', 'P21860', 'P46109'})"
"frozenset({'Q9P127', 'O75031', 'BCR'})"
"frozenset({'Q15828', 'BCR', 'Q9NY25'})"
"frozenset({'P14921', 'BCR', 'Q9Y570'})"
"frozenset({'BCR', 'P62424', 'Q92630'})"
"frozenset({'P51681', 'BCR', 'O43252'})"
"frozenset({'BCR', 'Q15788', 'P42229'})"
"frozenset({'BCR', 'Q96G25', 'O75381'})"
"frozenset({'BCR', 'P20309', 'P50148'})"
"frozenset({'BCR', 'Q9UQ84', 'P21964'})"
"frozenset({'BCR', 'Q01581', 'Q15078'})"
"frozenset({'P00533', 'BCR', 'P13647'})"
"frozenset({'Q8N6Q3', 'BCR', 'Q01844'})"
"frozenset({'P61088', 'BCR', 'Q96CS3'})"
"frozenset({'O14548', 'BCR', 'P14927'})"
"frozenset({'P03372', 'Q92793', 'BCR'})"
"frozenset({'BCR', 'O00189', 'P12268'})"
"frozenset({'Q86SE5', 'BCR', 'Q01844'})"
"frozenset({'Q9BUJ2', 'BCR', 'Q86VP6'})"
"frozenset({'BCR', 'P63096', 'Q9P2W3'})"
"frozenset({'BCR', 'P19474', 'Q13568'})"
"frozenset({'BCR', 'P42684', 'P07203'})"
"frozenset({'BCR', 'Q08170', 'P14866'})"
"frozenset({'BCR', 'P20674', 'P09669'})"
"frozenset({'BCR', 'Q9H9G7', 'P98175'})"
"frozenset({'BCR', 'Q16531', 'Q04323'})"
"frozenset({'BCR', 'O14654', 'Q9UEF7'})"
"frozenset({'BCR', 'O75131', 'P08579'})"
"frozenset({'BCR', 'O60238', 'P51532'})"
"frozenset({'BCR', 'P27986', 'P06401'})"
"frozenset({'BCR', 'Q00534', 'Q14814'})"
"frozenset({'Q13620', 'BCR', 'P51959'})"
"frozenset({'BCR', 'Q86X19', 'Q9Y6B7'})"
"frozenset({'P78527', 'BCR', 'Q8WXE1'})"
"frozenset({'O00512', 'BCR', 'P35222'})"
"frozenset({'BCR', 'P05141', 'Q9BVV7'})"
"frozenset({'Q00796', 'Q6P587', 'BCR'})"
"frozenset({'BCR', 'Q13126', 'P00492'})"
"frozenset({'BCR', 'P62753', 'Q9UKV8'})"
"frozenset({'BCR', 'Q8N165', 'Q05D32'})"
"frozenset({'Q9ULJ3', 'BCR', 'Q9P2M7'})"
"frozenset({'Q9Y399', 'BCR', 'Q9Y3D9'})"
"frozenset({'Q16254', 'BCR', 'Q14186'})"
"frozenset({'Q6UVJ0', 'BCR', 'Q01130'})"
"frozenset({'BCR', 'P61981', 'Q9UQ84'})"
"frozenset({'BCR', 'P01106', 'Q9H160'})"
"frozenset({'P04216', 'BCR', 'O43819'})"
"frozenset({'P14625', 'BCR', 'Q96DZ1'})"
"frozenset({'Q92925', 'BCR', 'Q9NPI1'})"
"frozenset({'BCR', 'Q16531', 'Q9Y6K9'})"
"frozenset({'BCR', 'Q99816', 'Q9H857'})"
"frozenset({'BCR', 'P09104', 'P60520'})"
"frozenset({'Q13547', 'BCR', 'Q16576'})"
"frozenset({'BCR', 'P08779', 'Q9UBS0'})"
"frozenset({'P26368', 'BCR', 'O00571'})"
"frozenset({'BCR', 'Q13480', 'Q16827'})"
"frozenset({'BCR', 'Q96L33', 'Q8N264'})"
"frozenset({'BCR', 'P04085', 'P98160'})"
"frozenset({'O15105', 'BCR', 'P62942'})"
"frozenset({'P21333', 'BCR', 'Q9UHV9'})"
"frozenset({'O60662', 'BCR', 'P20929'})"
"frozenset({'Q9NYJ8', 'BCR', 'Q07021'})"
"frozenset({'BCR', 'Q0VD86', 'Q8TEW6'})"
"frozenset({'BCR', 'P62987', 'P14866'})"
"frozenset({'Q9H0F5', 'BCR', 'P04637'})"
"frozenset({'Q9NTI5', 'BCR', 'O43493'})"
"frozenset({'BCR', 'P61956', 'Q99496'})"
"frozenset({'BCR', 'Q8NBS9', 'Q2MV58'})"
"frozenset({'BCR', 'Q8WZ74', 'P40227'})"
"frozenset({'P42765', 'BCR', 'P04075'})"
"frozenset({'O75663', 'BCR', 'P02545'})"
"frozenset({'Q16666', 'Q9ULZ3', 'BCR'})"
"frozenset({'BCR', 'O95400', 'O00233'})"
"frozenset({'BCR', 'Q9BWT7', 'Q15040'})"
"frozenset({'BCR', 'O14641', 'Q6VVB1'})"
"frozenset({'BCR', 'Q9NTG7', 'Q16795'})"
"frozenset({'Q9H3P2', 'BCR', 'Q8WX92'})"
"frozenset({'Q8N2Z9', 'BCR', 'Q969G2'})"
"frozenset({'BCR', 'O60716', 'Q14247'})"
"frozenset({'P05412', 'BCR', 'P35580'})"
"frozenset({'Q15276', 'BCR', 'Q9H5N1'})"
"frozenset({'BCR', 'Q99496', 'P35998'})"
"frozenset({'Q9UEU0', 'BCR', 'Q8N205'})"
"frozenset({'Q53ET0', 'BCR', 'P05108'})"
"frozenset({'BCR', 'O00203', 'Q92796'})"
"frozenset({'P15056', 'BCR', 'Q05655'})"
"frozenset({'Q15654', 'BCR', 'P04440'})"
"frozenset({'P03372', 'BCR', 'P46779'})"
"frozenset({'BCR', 'P63104', 'Q71U36'})"
"frozenset({'BCR', 'Q14999', 'Q9BQG0'})"
"frozenset({'P04792', 'BCR', 'Q96P64'})"
"frozenset({'BCR', 'P16220', 'Q15257'})"
"frozenset({'BCR', 'Q8N726', 'Q562R1'})"
"frozenset({'BCR', 'O00308', 'Q96PK6'})"
"frozenset({'BCR', 'P01137', 'P11464'})"
"frozenset({'BCR', 'P62263', 'P62841'})"
"frozenset({'BCR', 'P14373', 'Q9Y316'})"
"frozenset({'Q9BXU0', 'BCR', 'P24863'})"
"frozenset({'Q9H0W5', 'Q9NZI8', 'BCR'})"
"frozenset({'BCR', 'P62979', 'P27635'})"
"frozenset({'Q8IYB3', 'BCR', 'P22626'})"
"frozenset({'BCR', 'P16930', 'P18146'})"
"frozenset({'BCR', 'P53778', 'P04637'})"
"frozenset({'BCR', 'P62256', 'Q15717'})"
"frozenset({'Q5MNZ6', 'P04818', 'BCR'})"
"frozenset({'BCR', 'Q6DKK2', 'Q8IWL3'})"
"frozenset({'BCR', 'Q92828', 'O14965'})"
"frozenset({'BCR', 'Q9NZ81', 'Q8IUC2'})"
"frozenset({'BCR', 'Q9NWA0', 'P61218'})"
"frozenset({'P50221', 'BCR', 'P50402'})"
"frozenset({'P00533', 'BCR', 'P16930'})"
"frozenset({'P54253', 'BCR', 'P36544'})"
"frozenset({'Q96D96', 'BCR', 'Q05655'})"
"frozenset({'Q96EY5', 'BCR', 'Q8NEZ2'})"
"frozenset({'Q6ZUS6', 'BCR', 'P12980'})"
"frozenset({'P03372', 'BCR', 'P17861'})"
"frozenset({'BCR', 'Q9Y467', 'P55345'})"
"frozenset({'BCR', 'Q8IYU8', 'Q9BPX6'})"
"frozenset({'Q96LX8', 'BCR', 'Q8IY18'})"
"frozenset({'BCR', 'P50914', 'P42677'})"
"frozenset({'Q9UDY2', 'BCR', 'P78406'})"
"frozenset({'BCR', 'Q401N2', 'Q96AA3'})"
"frozenset({'P20338', 'BCR', 'Q8N1B4'})"
"frozenset({'BCR', 'Q14687', 'P16220'})"
"frozenset({'BCR', 'P01106', 'Q9BS16'})"
"frozenset({'BCR', 'Q14114', 'Q5VTE6'})"
"frozenset({'BCR', 'Q8WV92', 'Q96P16'})"
"frozenset({'P52798', 'BCR', 'P06213'})"
"frozenset({'Q969U7', 'BCR', 'P60900'})"
"frozenset({'Q8NGP4', 'BCR', 'P49407'})"
"frozenset({'Q92785', 'BCR', 'A6NEM1'})"
"frozenset({'BCR', 'O15264', 'P50395'})"
"frozenset({'BCR', 'O95714', 'Q13867'})"
"frozenset({'BCR', 'P12236', 'P63010'})"
"frozenset({'Q12884', 'BCR', 'P09681'})"
"frozenset({'BCR', 'Q99835', 'Q13418'})"
"frozenset({'P26992', 'BCR', 'P40225'})"
"frozenset({'P78352', 'BCR', 'P62993'})"
"frozenset({'Q9NYJ8', 'BCR', 'P42677'})"
"frozenset({'BCR', 'Q9H0D6', 'O15226'})"
"frozenset({'BCR', 'Q8TBC5', 'Q7L775'})"
"frozenset({'BCR', 'Q9Y385', 'Q9H3K2'})"
"frozenset({'Q8NF64', 'BCR', 'Q9GZX7'})"
"frozenset({'BCR', 'Q16637', 'P62304'})"
"frozenset({'BCR', 'Q3SYG4', 'Q5T7N2'})"
"frozenset({'Q5T5S1', 'BCR', 'Q49A88'})"
