negatives
"frozenset({'Q13285', 'IL6', 'P49675'})"
"frozenset({'Q8NBN3', 'IL6', 'Q9Y282'})"
"frozenset({'Q8WXH0', 'IL6', 'Q9Y613'})"
"frozenset({'P49407', 'Q8NGX5', 'IL6'})"
"frozenset({'P06733', 'IL6', 'P32856'})"
"frozenset({'P28702', 'IL6', 'Q9UKG1'})"
"frozenset({'IL6', 'P62258', 'Q92622'})"
"frozenset({'P23508', 'IL6', 'P05067'})"
"frozenset({'O95400', 'IL6', 'P35637'})"
"frozenset({'P28074', 'IL6', 'P07900'})"
"frozenset({'Q6FI13', 'Q9UK80', 'IL6'})"
"frozenset({'IL6', 'Q6NXT1', 'O75386'})"
"frozenset({'P23760', 'Q9Y657', 'IL6'})"
"frozenset({'P68431', 'IL6', 'Q6P1J9'})"
"frozenset({'P08238', 'IL6', 'Q8TD86'})"
"frozenset({'P25787', 'Q6IN85', 'IL6'})"
"frozenset({'IL6', 'Q6NUP7', 'P16220'})"
"frozenset({'IL6', 'P16234', 'P01579'})"
"frozenset({'IL6', 'Q96GG9', 'P62258'})"
"frozenset({'Q9UBU9', 'IL6', 'Q5T2E6'})"
"frozenset({'O75204', 'Q15717', 'IL6'})"
"frozenset({'IL6', 'Q99853', 'Q7Z5K2'})"
"frozenset({'IL6', 'P23769', 'P36406'})"
"frozenset({'Q9UHC1', 'P01137', 'IL6'})"
"frozenset({'Q10471', 'IL6', 'Q9BXK5'})"
"frozenset({'Q8TDY2', 'Q9BSB4', 'IL6'})"
"frozenset({'O75530', 'P55795', 'IL6'})"
"frozenset({'Q13797', 'Q9HBI0', 'IL6'})"
"frozenset({'IL6', 'P50151', 'P53778'})"
"frozenset({'IL6', 'Q15154', 'Q8IYX8'})"
"frozenset({'IL6', 'Q9NTX9', 'Q9UPZ9'})"
"frozenset({'P62987', 'IL6', 'Q16891'})"
"frozenset({'IL6', 'O00232', 'Q9ULD6'})"
"frozenset({'IL6', 'Q96B02', 'Q9Y675'})"
"frozenset({'P06753', 'O75815', 'IL6'})"
"frozenset({'Q9UK80', 'IL6', 'P46939'})"
"frozenset({'IL6', 'P12035', 'Q7Z3Z0'})"
"frozenset({'IL6', 'P35241', 'P61604'})"
"frozenset({'P78368', 'Q16539', 'IL6'})"
"frozenset({'P49821', 'IL6', 'O95168'})"
"frozenset({'IL6', 'Q9UEU0', 'O15400'})"
"frozenset({'O14745', 'IL6', 'Q9NQ66'})"
"frozenset({'O14936', 'Q15366', 'IL6'})"
"frozenset({'Q15303', 'IL6', 'Q92569'})"
"frozenset({'IL6', 'Q9BYQ3', 'Q5T7P3'})"
"frozenset({'IL6', 'P09661', 'Q7RTV0'})"
"frozenset({'Q96AJ1', 'IL6', 'Q9BW66'})"
"frozenset({'O60610', 'O75400', 'IL6'})"
"frozenset({'P05023', 'IL6', 'Q92597'})"
"frozenset({'IL6', 'Q96T60', 'O15344'})"
"frozenset({'IL6', 'Q96CW5', 'Q5T4S7'})"
"frozenset({'P16104', 'IL6', 'P62805'})"
"frozenset({'P32121', 'IL6', 'Q9NSD7'})"
"frozenset({'P84022', 'IL6', 'P06737'})"
"frozenset({'Q53EL6', 'IL6', 'Q8NI27'})"
"frozenset({'P41279', 'IL6', 'Q99558'})"
"frozenset({'Q13617', 'IL6', 'P22626'})"
"frozenset({'IL6', 'O60381', 'Q9GZV1'})"
"frozenset({'IL6', 'O14829', 'P00367'})"
"frozenset({'Q9Y6Y8', 'IL6', 'Q9NVA2'})"
"frozenset({'Q02763', 'IL6', 'Q12913'})"
"frozenset({'IL6', 'P08631', 'Q14644'})"
"frozenset({'Q13363', 'O15409', 'IL6'})"
"frozenset({'P07741', 'IL6', 'P19838'})"
"frozenset({'IL6', 'Q92754', 'P01106'})"
"frozenset({'IL6', 'Q92889', 'Q70EL2'})"
"frozenset({'IL6', 'Q5XUX0', 'Q2KHR3'})"
"frozenset({'IL6', 'A2RTX5', 'Q96FV9'})"
"frozenset({'IL6', 'Q9Y289', 'Q8NCL4'})"
"frozenset({'Q96IZ7', 'IL6', 'P78362'})"
"frozenset({'Q9UI26', 'Q05086', 'IL6'})"
"frozenset({'IL6', 'Q14677', 'P46777'})"
"frozenset({'IL6', 'P07384', 'O14744'})"
"frozenset({'IL6', 'O60674', 'O14508'})"
"frozenset({'O95678', 'IL6', 'Q9H6L4'})"
"frozenset({'Q02297', 'IL6', 'Q8TC12'})"
"frozenset({'Q8NBA8', 'IL6', 'O60245'})"
"frozenset({'IL6', 'Q6UXB8', 'Q9H2L4'})"
"frozenset({'IL6', 'P49736', 'Q6Y7W6'})"
"frozenset({'Q9Y608', 'IL6', 'Q16666'})"
"frozenset({'Q86XP3', 'P05067', 'IL6'})"
"frozenset({'P12532', 'IL6', 'P35226'})"
"frozenset({'O95484', 'Q96B33', 'IL6'})"
"frozenset({'Q8N6M0', 'P35579', 'IL6'})"
"frozenset({'Q6UXH1', 'IL6', 'Q9ULV1'})"
"frozenset({'Q12770', 'IL6', 'Q8TDD5'})"
"frozenset({'P12755', 'IL6', 'P61962'})"
"frozenset({'IL6', 'Q06330', 'Q92993'})"
"frozenset({'IL6', 'Q6IQ23', 'P12956'})"
"frozenset({'O95905', 'Q9NPJ6', 'IL6'})"
"frozenset({'Q9UBC3', 'P45973', 'IL6'})"
"frozenset({'Q15365', 'Q9H0R8', 'IL6'})"
"frozenset({'P24941', 'P13693', 'IL6'})"
"frozenset({'IL6', 'Q9BUN8', 'P27694'})"
"frozenset({'IL6', 'P11309', 'O43524'})"
"frozenset({'IL6', 'Q8N0Z6', 'Q13554'})"
"frozenset({'O00308', 'Q9Y3C5', 'IL6'})"
"frozenset({'IL6', 'P68036', 'Q04323'})"
"frozenset({'IL6', 'P49763', 'Q16620'})"
"frozenset({'Q9Y6M1', 'Q14103', 'IL6'})"
"frozenset({'O95400', 'IL6', 'Q14683'})"
"frozenset({'IL6', 'Q9Y6Q9', 'Q15596'})"
"frozenset({'IL6', 'O60936', 'Q8TDQ7'})"
"frozenset({'IL6', 'P30101', 'P27824'})"
"frozenset({'Q01344', 'P05000', 'IL6'})"
"frozenset({'Q14999', 'Q71DI3', 'IL6'})"
"frozenset({'IL6', 'P49736', 'Q5VTQ0'})"
"frozenset({'Q8IYI8', 'Q9Y3S2', 'IL6'})"
"frozenset({'IL6', 'P01106', 'P53611'})"
"frozenset({'P02679', 'IL6', 'P78423'})"
"frozenset({'P47884', 'IL6', 'A2RU14'})"
"frozenset({'IL6', 'Q86WT1', 'Q9H7X7'})"
"frozenset({'Q13404', 'P26367', 'IL6'})"
"frozenset({'P08754', 'Q9UP65', 'IL6'})"
"frozenset({'Q9Y371', 'IL6', 'Q9NR46'})"
"frozenset({'Q9UMS4', 'IL6', 'Q9UQ35'})"
"frozenset({'IL6', 'Q9UBL3', 'Q93079'})"
"frozenset({'O96017', 'P30307', 'IL6'})"
"frozenset({'P51654', 'IL6', 'Q6IQ23'})"
"frozenset({'P78423', 'IL6', 'P51679'})"
"frozenset({'IL6', 'Q96QD9', 'Q96FV9'})"
"frozenset({'IL6', 'Q92859', 'P53355'})"
"frozenset({'Q8NDX5', 'P20700', 'IL6'})"
"frozenset({'P05412', 'P48506', 'IL6'})"
"frozenset({'IL6', 'Q8N349', 'P35626'})"
"frozenset({'O15042', 'IL6', 'O00159'})"
"frozenset({'IL6', 'Q9C0C7', 'Q8NEB9'})"
"frozenset({'IL6', 'Q01664', 'Q9NWY4'})"
"frozenset({'Q16531', 'Q9H7D7', 'IL6'})"
"frozenset({'P83731', 'IL6', 'P46777'})"
"frozenset({'P78347', 'IL6', 'Q9NS56'})"
"frozenset({'IL6', 'Q9H944', 'P24928'})"
"frozenset({'IL6', 'Q99877', 'Q8WUI4'})"
"frozenset({'IL6', 'O14980', 'O60573'})"
"frozenset({'P19338', 'P13612', 'IL6'})"
"frozenset({'P08069', 'Q9ULV8', 'IL6'})"
"frozenset({'Q53EZ4', 'Q53EV4', 'IL6'})"
"frozenset({'O75044', 'IL6', 'O75746'})"
"frozenset({'IL6', 'Q6ZNE5', 'Q8IYI6'})"
"frozenset({'P27449', 'IL6', 'Q99750'})"
"frozenset({'Q96A00', 'IL6', 'O60237'})"
"frozenset({'IL6', 'Q13635', 'P52849'})"
"frozenset({'Q13547', 'Q4LE39', 'IL6'})"
"frozenset({'IL6', 'Q15459', 'Q13595'})"
"frozenset({'IL6', 'Q07021', 'P82650'})"
"frozenset({'P50750', 'P09651', 'IL6'})"
"frozenset({'P24941', 'P18858', 'IL6'})"
"frozenset({'Q8NEZ4', 'Q15717', 'IL6'})"
"frozenset({'IL6', 'P49765', 'P07550'})"
"frozenset({'Q8ND56', 'IL6', 'P04637'})"
"frozenset({'IL6', 'P39019', 'Q00653'})"
"frozenset({'Q02108', 'IL6', 'Q9BT78'})"
"frozenset({'Q8N831', 'Q63ZY3', 'IL6'})"
"frozenset({'IL6', 'P00519', 'P04637'})"
"frozenset({'P67936', 'P47755', 'IL6'})"
"frozenset({'Q9UFF9', 'IL6', 'P09237'})"
"frozenset({'Q12879', 'Q13255', 'IL6'})"
"frozenset({'Q9Y3B2', 'IL6', 'P09874'})"
"frozenset({'P15391', 'IL6', 'P01871'})"
"frozenset({'IL6', 'Q92997', 'Q15631'})"
"frozenset({'O95166', 'P05386', 'IL6'})"
"frozenset({'Q13547', 'P61956', 'IL6'})"
"frozenset({'Q92526', 'IL6', 'Q66LE6'})"
"frozenset({'P33527', 'Q86WV6', 'IL6'})"
"frozenset({'IL6', 'P98170', 'Q04726'})"
"frozenset({'IL6', 'Q9H582', 'P36896'})"
"frozenset({'IL6', 'Q14197', 'Q12905'})"
"frozenset({'IL6', 'P37198', 'Q8NCX0'})"
"frozenset({'Q96IK1', 'IL6', 'Q9HCE1'})"
"frozenset({'IL6', 'P40227', 'O15379'})"
"frozenset({'IL6', 'P34897', 'Q3KQV3'})"
"frozenset({'Q9P2Y5', 'IL6', 'Q07812'})"
"frozenset({'Q13242', 'P24534', 'IL6'})"
"frozenset({'Q8NDV7', 'Q9NYZ3', 'IL6'})"
"frozenset({'Q9NZL4', 'IL6', 'Q9UJU6'})"
"frozenset({'Q9HBF4', 'P05067', 'IL6'})"
"frozenset({'P15923', 'IL6', 'P28482'})"
"frozenset({'IL6', 'Q15717', 'Q86UB2'})"
"frozenset({'IL6', 'Q9H4H8', 'P49674'})"
"frozenset({'Q9H853', 'IL6', 'Q9H2H9'})"
"frozenset({'IL6', 'Q9P1Z2', 'P53611'})"
"frozenset({'Q96GV9', 'IL6', 'Q13164'})"
"frozenset({'P18887', 'IL6', 'P09874'})"
"frozenset({'P36957', 'Q96RL1', 'IL6'})"
"frozenset({'P34810', 'Q96ER3', 'IL6'})"
"frozenset({'P41743', 'IL6', 'Q8NHQ8'})"
"frozenset({'Q96GD4', 'IL6', 'Q9H0H5'})"
"frozenset({'Q8TEY5', 'IL6', 'Q13554'})"
"frozenset({'IL6', 'P47985', 'P24752'})"
"frozenset({'Q14999', 'Q13200', 'IL6'})"
"frozenset({'IL6', 'Q9Y487', 'Q8NHG8'})"
"frozenset({'IL6', 'Q9BYG5', 'Q5T2N8'})"
"frozenset({'Q15637', 'IL6', 'O43670'})"
"frozenset({'P68371', 'IL6', 'O15344'})"
"frozenset({'Q9UGT4', 'IL6', 'Q63HR2'})"
"frozenset({'O15121', 'IL6', 'Q7KZ85'})"
"frozenset({'IL6', 'P07550', 'P17612'})"
"frozenset({'P01375', 'Q99732', 'IL6'})"
"frozenset({'P30622', 'IL6', 'Q9H4B7'})"
"frozenset({'B0FP48', 'P58658', 'IL6'})"
"frozenset({'IL6', 'Q9P003', 'Q13418'})"
"frozenset({'P29322', 'IL6', 'P27144'})"
"frozenset({'P02786', 'O43765', 'IL6'})"
"frozenset({'IL6', 'Q15436', 'Q99614'})"
"frozenset({'IL6', 'P55809', 'O95104'})"
"frozenset({'IL6', 'P49721', 'P15328'})"
"frozenset({'IL6', 'P46092', 'O00175'})"
"frozenset({'O43715', 'O95817', 'IL6'})"
"frozenset({'P15382', 'IL6', 'P0DP24'})"
"frozenset({'Q9NU22', 'Q99459', 'IL6'})"
"frozenset({'Q9Y490', 'IL6', 'Q13162'})"
"frozenset({'Q15672', 'IL6', 'Q92597'})"
"frozenset({'IL6', 'P11279', 'Q9NRD1'})"
"frozenset({'IL6', 'Q9HAU5', 'P26651'})"
"frozenset({'A8K0Z3', 'IL6', 'O94986'})"
"frozenset({'IL6', 'O94910', 'Q15884'})"
"frozenset({'P62714', 'IL6', 'P31314'})"
"frozenset({'P39748', 'P43246', 'IL6'})"
"frozenset({'IL6', 'P05091', 'Q13432'})"
"frozenset({'P46108', 'O15399', 'IL6'})"
"frozenset({'O43680', 'IL6', 'P61968'})"
"frozenset({'Q9BTM1', 'Q99880', 'IL6'})"
"frozenset({'IL6', 'P78317', 'Q96B02'})"
"frozenset({'IL6', 'Q8IUQ4', 'P86479'})"
"frozenset({'P09471', 'Q9H228', 'IL6'})"
"frozenset({'Q03431', 'IL6', 'P0DP23'})"
"frozenset({'Q86X19', 'Q8TAA9', 'IL6'})"
"frozenset({'P10588', 'IL6', 'Q9HCE1'})"
"frozenset({'IL6', 'Q15323', 'P78324'})"
"frozenset({'Q9UH62', 'IL6', 'Q99571'})"
"frozenset({'P05230', 'IL6', 'Q96SB4'})"
"frozenset({'O94888', 'IL6', 'Q04323'})"
"frozenset({'Q9P2W3', 'IL6', 'B2RN74'})"
"frozenset({'Q5U651', 'Q8N6T3', 'IL6'})"
"frozenset({'P29459', 'IL6', 'P40238'})"
"frozenset({'P62263', 'IL6', 'P18124'})"
"frozenset({'Q8NHQ1', 'IL6', 'Q9H078'})"
"frozenset({'IL6', 'P17947', 'P49715'})"
"frozenset({'P48023', 'Q9UKN7', 'IL6'})"
"frozenset({'Q9P2W3', 'IL6', 'Q96R27'})"
"frozenset({'IL6', 'A8MW92', 'O00629'})"
"frozenset({'IL6', 'O60336', 'Q9NP73'})"
"frozenset({'Q8NGK2', 'IL6', 'P49407'})"
"frozenset({'Q5T3F8', 'IL6', 'Q03135'})"
"frozenset({'Q9P015', 'IL6', 'Q6P1L8'})"
"frozenset({'O95400', 'IL6', 'Q00839'})"
"frozenset({'P53999', 'IL6', 'Q7Z6Z7'})"
"frozenset({'P58546', 'IL6', 'Q15717'})"
"frozenset({'P09917', 'IL6', 'P62993'})"
"frozenset({'IL6', 'P19793', 'Q06710'})"
"frozenset({'Q9H0E2', 'IL6', 'P14778'})"
"frozenset({'Q14207', 'P78396', 'IL6'})"
"frozenset({'Q14247', 'IL6', 'P49591'})"
"frozenset({'Q8NEU8', 'IL6', 'P23945'})"
"frozenset({'Q92905', 'Q14558', 'IL6'})"
"frozenset({'P46108', 'O14974', 'IL6'})"
"frozenset({'Q9UHF4', 'IL6', 'P01579'})"
"frozenset({'IL6', 'P35030', 'P51858'})"
"frozenset({'P11940', 'IL6', 'P78543'})"
"frozenset({'Q9UBP0', 'IL6', 'Q9P2P5'})"
"frozenset({'Q6QHK4', 'IL6', 'Q9UPM6'})"
"frozenset({'P23229', 'IL6', 'P22105'})"
"frozenset({'Q15084', 'IL6', 'P68400'})"
"frozenset({'IL6', 'Q9UNM6', 'O00233'})"
"frozenset({'P09651', 'IL6', 'Q96Q27'})"
"frozenset({'Q9UMX0', 'IL6', 'Q15034'})"
"frozenset({'IL6', 'Q92793', 'P09874'})"
"frozenset({'IL6', 'Q9H2G9', 'Q8NA54'})"
"frozenset({'IL6', 'Q16891', 'Q9NX40'})"
"frozenset({'IL6', 'P51679', 'O95715'})"
"frozenset({'Q86WA8', 'IL6', 'Q15717'})"
"frozenset({'IL6', 'O75364', 'P08779'})"
"frozenset({'Q12788', 'IL6', 'Q9BTM9'})"
"frozenset({'O60500', 'O43809', 'IL6'})"
"frozenset({'P35244', 'IL6', 'P61006'})"
"frozenset({'P01023', 'P17931', 'IL6'})"
"frozenset({'IL6', 'O75360', 'P42773'})"
"frozenset({'IL6', 'P09466', 'Q5T3J3'})"
"frozenset({'IL6', 'Q9H0A8', 'Q14186'})"
"frozenset({'P63000', 'O43295', 'IL6'})"
"frozenset({'Q8NFH3', 'IL6', 'Q5SRE5'})"
"frozenset({'Q16629', 'IL6', 'P67809'})"
"frozenset({'IL6', 'P11473', 'Q9H8L6'})"
"frozenset({'IL6', 'Q00987', 'Q15527'})"
"frozenset({'IL6', 'P35226', 'Q16637'})"
"frozenset({'P18146', 'Q16850', 'IL6'})"
"frozenset({'Q9UJU2', 'IL6', 'P43246'})"
"frozenset({'Q99615', 'IL6', 'O95429'})"
"frozenset({'IL6', 'P62701', 'P61313'})"
"frozenset({'IL6', 'P35716', 'P36897'})"
"frozenset({'IL6', 'Q9GZK4', 'P25098'})"
"frozenset({'IL6', 'Q13263', 'P50990'})"
"frozenset({'IL6', 'O15259', 'P20340'})"
"frozenset({'O75578', 'IL6', 'P21815'})"
"frozenset({'P11441', 'IL6', 'P24752'})"
"frozenset({'IL6', 'O94992', 'Q8TAX7'})"
"frozenset({'IL6', 'P61218', 'Q38SD2'})"
"frozenset({'P04179', 'IL6', 'O15400'})"
"frozenset({'P17066', 'IL6', 'Q8NHY2'})"
"frozenset({'O15360', 'IL6', 'Q92922'})"
"frozenset({'IL6', 'Q92754', 'Q07352'})"
"frozenset({'P47755', 'A6NI28', 'IL6'})"
"frozenset({'IL6', 'Q9BSJ8', 'Q9P0N5'})"
"frozenset({'O15357', 'IL6', 'Q38SD2'})"
"frozenset({'IL6', 'Q99460', 'Q86TM6'})"
"frozenset({'IL6', 'Q9Y2G2', 'Q99700'})"
"frozenset({'O60563', 'IL6', 'O43918'})"
"frozenset({'IL6', 'P17676', 'P05108'})"
"frozenset({'IL6', 'Q96T60', 'Q99717'})"
"frozenset({'P26368', 'IL6', 'P50990'})"
"frozenset({'Q13618', 'IL6', 'Q00577'})"
"frozenset({'Q15649', 'IL6', 'P17028'})"
"frozenset({'Q13610', 'IL6', 'Q7L5N1'})"
"frozenset({'IL6', 'Q9UNM6', 'P28062'})"
"frozenset({'Q96EE3', 'IL6', 'Q5SRE5'})"
"frozenset({'IL6', 'Q96BA8', 'P42857'})"
"frozenset({'P10276', 'IL6', 'Q7Z5J4'})"
"frozenset({'Q13618', 'IL6', 'Q2TAY7'})"
"frozenset({'IL6', 'Q14694', 'Q9P2P5'})"
"frozenset({'IL6', 'O75182', 'P04637'})"
"frozenset({'IL6', 'P61604', 'P51693'})"
"frozenset({'Q9P2W3', 'Q9H339', 'IL6'})"
"frozenset({'P18754', 'IL6', 'P61978'})"
"frozenset({'IL6', 'Q3SY46', 'Q6L8G9'})"
"frozenset({'P30480', 'P06753', 'IL6'})"
"frozenset({'IL6', 'P45985', 'P49407'})"
"frozenset({'P62158', 'P32241', 'IL6'})"
"frozenset({'IL6', 'P42127', 'Q01726'})"
"frozenset({'P19438', 'O75604', 'IL6'})"
"frozenset({'IL6', 'Q9HD26', 'Q5T4B2'})"
"frozenset({'IL6', 'P01579', 'Q9UL46'})"
"frozenset({'O75420', 'Q9UJF2', 'IL6'})"
"frozenset({'P32121', 'IL6', 'Q8NGL6'})"
"frozenset({'Q96EB6', 'P67870', 'IL6'})"
"frozenset({'P49137', 'IL6', 'P04637'})"
"frozenset({'O76031', 'Q5HYK3', 'IL6'})"
"frozenset({'Q02880', 'Q9C0B0', 'IL6'})"
"frozenset({'O60503', 'P09471', 'IL6'})"
"frozenset({'IL6', 'P40926', 'P61026'})"
"frozenset({'P84085', 'Q99755', 'IL6'})"
"frozenset({'IL6', 'P22612', 'Q8NH41'})"
"frozenset({'IL6', 'Q14839', 'Q9C009'})"
"frozenset({'Q13148', 'IL6', 'Q8NC51'})"
"frozenset({'IL6', 'P12830', 'O75943'})"
"frozenset({'O43921', 'P54756', 'IL6'})"
"frozenset({'Q15750', 'IL6', 'P62877'})"
"frozenset({'O14936', 'P56192', 'IL6'})"
"frozenset({'P62263', 'IL6', 'P62277'})"
"frozenset({'IL6', 'Q7L5N1', 'Q9BW61'})"
"frozenset({'O14737', 'IL6', 'P61077'})"
"frozenset({'Q9H307', 'IL6', 'P01100'})"
"frozenset({'P20340', 'IL6', 'Q9NVR5'})"
"frozenset({'P60520', 'IL6', 'P30086'})"
"frozenset({'Q86X19', 'Q9Y5Y0', 'IL6'})"
"frozenset({'IL6', 'O60684', 'P78406'})"
"frozenset({'IL6', 'Q9BVS5', 'Q5T124'})"
"frozenset({'IL6', 'O60262', 'Q8NGC7'})"
"frozenset({'O94966', 'IL6', 'Q9UNE7'})"
"frozenset({'P41220', 'Q9Y262', 'IL6'})"
"frozenset({'IL6', 'P53355', 'Q96RR4'})"
"frozenset({'IL6', 'P55899', 'P29016'})"
"frozenset({'Q9BQ95', 'P03886', 'IL6'})"
"frozenset({'IL6', 'P19838', 'P35030'})"
"frozenset({'IL6', 'Q6PEX3', 'O14964'})"
"frozenset({'IL6', 'P52294', 'Q15906'})"
"frozenset({'Q13895', 'IL6', 'P10074'})"
"frozenset({'IL6', 'Q8NBJ5', 'Q2MV58'})"
"frozenset({'IL6', 'P42224', 'O14512'})"
"frozenset({'IL6', 'P46087', 'Q9H7B2'})"
"frozenset({'IL6', 'Q9BT78', 'O14920'})"
"frozenset({'IL6', 'O15530', 'P05106'})"
"frozenset({'P62191', 'IL6', 'Q15018'})"
"frozenset({'IL6', 'Q04206', 'Q8N163'})"
"frozenset({'IL6', 'Q7KZF4', 'P45880'})"
"frozenset({'IL6', 'P08246', 'P08697'})"
"frozenset({'O76011', 'IL6', 'Q9Y5Y7'})"
"frozenset({'IL6', 'P30443', 'Q8N109'})"
"frozenset({'Q8WW35', 'IL6', 'P51808'})"
"frozenset({'P48637', 'IL6', 'P31946'})"
"frozenset({'Q0VDD7', 'Q13155', 'IL6'})"
"frozenset({'IL6', 'P00568', 'P05067'})"
"frozenset({'IL6', 'Q8NGG6', 'O60262'})"
"frozenset({'P05067', 'IL6', 'Q93074'})"
"frozenset({'P11216', 'Q9GZS3', 'IL6'})"
"frozenset({'IL6', 'O60566', 'Q9H0A8'})"
"frozenset({'Q01094', 'IL6', 'Q96B01'})"
"frozenset({'P08238', 'IL6', 'Q16288'})"
"frozenset({'O43447', 'IL6', 'P19320'})"
"frozenset({'Q9BU64', 'IL6', 'Q9BS16'})"
"frozenset({'Q6ZT12', 'IL6', 'P27695'})"
"frozenset({'A8MXV4', 'IL6', 'Q15599'})"
"frozenset({'Q6P2H3', 'IL6', 'Q9C0F1'})"
"frozenset({'P09972', 'Q68EM7', 'IL6'})"
"frozenset({'Q5T6C5', 'IL6', 'Q13185'})"
"frozenset({'IL6', 'Q96HH9', 'Q96IW7'})"
"frozenset({'O95166', 'A8MW95', 'IL6'})"
"frozenset({'Q8N6K7', 'Q8TAP4', 'IL6'})"
"frozenset({'Q8N8R5', 'Q13547', 'IL6'})"
"frozenset({'P11308', 'IL6', 'Q15910'})"
"frozenset({'O96017', 'IL6', 'Q9Y6I9'})"
"frozenset({'IL6', 'P21333', 'P13987'})"
"frozenset({'IL6', 'Q7L8W6', 'P01106'})"
"frozenset({'P02751', 'IL6', 'P27694'})"
"frozenset({'IL6', 'O43255', 'Q13625'})"
"frozenset({'Q7KYR7', 'IL6', 'A5A3E0'})"
"frozenset({'IL6', 'P53350', 'P60900'})"
"frozenset({'IL6', 'Q9UKX7', 'P35658'})"
"frozenset({'P56705', 'Q9UEF7', 'IL6'})"
"frozenset({'O95777', 'IL6', 'O43390'})"
"frozenset({'P21926', 'IL6', 'P18827'})"
"frozenset({'IL6', 'Q9H492', 'Q15459'})"
"frozenset({'P41250', 'Q9NZL4', 'IL6'})"
"frozenset({'IL6', 'Q9C0J9', 'P30154'})"
"frozenset({'IL6', 'P33981', 'P61964'})"
"frozenset({'P15927', 'Q6PCD5', 'IL6'})"
"frozenset({'IL6', 'P51681', 'P35626'})"
"frozenset({'P07195', 'IL6', 'P35998'})"
"frozenset({'IL6', 'O95140', 'Q8IWL3'})"
"frozenset({'IL6', 'Q14103', 'P52756'})"
"frozenset({'P40337', 'IL6', 'P46777'})"
"frozenset({'Q96T49', 'IL6', 'Q5VWN6'})"
"frozenset({'Q15125', 'P49286', 'IL6'})"
"frozenset({'Q9BTL3', 'O15162', 'IL6'})"
"frozenset({'Q96AP0', 'IL6', 'Q8IV38'})"
"frozenset({'Q15361', 'IL6', 'P22694'})"
"frozenset({'Q9UPY6', 'Q96F07', 'IL6'})"
"frozenset({'P50613', 'IL6', 'P03372'})"
"frozenset({'Q9HCE7', 'Q9UKA1', 'IL6'})"
"frozenset({'P10620', 'IL6', 'Q8WX92'})"
"frozenset({'IL6', 'O75528', 'P36956'})"
"frozenset({'P32121', 'IL6', 'A6NET4'})"
"frozenset({'P55957', 'P45983', 'IL6'})"
"frozenset({'IL6', 'Q9Y2X7', 'Q96RU7'})"
"frozenset({'O76011', 'IL6', 'P48146'})"
"frozenset({'IL6', 'Q92793', 'P49675'})"
"frozenset({'Q96BK5', 'P47813', 'IL6'})"
"frozenset({'Q8N0X7', 'Q9H944', 'IL6'})"
"frozenset({'IL6', 'Q9BZI1', 'Q99471'})"
"frozenset({'IL6', 'Q9UGU0', 'Q7Z5J4'})"
"frozenset({'Q8WXD5', 'Q99459', 'IL6'})"
"frozenset({'Q14191', 'O95073', 'IL6'})"
"frozenset({'IL6', 'P12004', 'P52565'})"
"frozenset({'IL6', 'O75914', 'P52198'})"
"frozenset({'IL6', 'Q6PGQ1', 'Q9NUL5'})"
"frozenset({'Q6W2J9', 'Q9BSB4', 'IL6'})"
"frozenset({'P11171', 'IL6', 'O60493'})"
"frozenset({'Q13573', 'Q8TAQ2', 'IL6'})"
"frozenset({'Q13753', 'P05556', 'IL6'})"
"frozenset({'IL6', 'Q92945', 'Q12906'})"
"frozenset({'P32969', 'IL6', 'Q15843'})"
"frozenset({'IL6', 'Q92838', 'Q01453'})"
"frozenset({'O43809', 'IL6', 'O14576'})"
"frozenset({'IL6', 'P08631', 'Q9H6R7'})"
"frozenset({'Q09472', 'IL6', 'P51530'})"
"frozenset({'IL6', 'Q00887', 'Q5T3J3'})"
"frozenset({'IL6', 'Q13643', 'Q13155'})"
"frozenset({'IL6', 'Q8N402', 'Q14192'})"
"frozenset({'Q49A88', 'Q96DN5', 'IL6'})"
"frozenset({'P30450', 'IL6', 'P43355'})"
"frozenset({'P62879', 'IL6', 'P16520'})"
"frozenset({'Q07889', 'IL6', 'P35579'})"
"frozenset({'Q12933', 'IL6', 'P55081'})"
"frozenset({'P62324', 'Q9UIV1', 'IL6'})"
"frozenset({'P08237', 'Q13492', 'IL6'})"
"frozenset({'IL6', 'Q9UN86', 'Q9GZR7'})"
"frozenset({'Q13620', 'IL6', 'Q7Z388'})"
"frozenset({'Q9BTY2', 'IL6', 'Q13526'})"
"frozenset({'IL6', 'Q92569', 'Q9Y4H2'})"
"frozenset({'IL6', 'O14775', 'P31948'})"
"frozenset({'IL6', 'Q13164', 'P22736'})"
"frozenset({'O95273', 'Q7L945', 'IL6'})"
"frozenset({'IL6', 'Q14558', 'Q9Y6W3'})"
"frozenset({'P55273', 'P01106', 'IL6'})"
"frozenset({'Q9BWX1', 'Q8TDB6', 'IL6'})"
"frozenset({'IL6', 'P13798', 'P01106'})"
"frozenset({'Q9BSJ2', 'IL6', 'P23258'})"
"frozenset({'Q16543', 'IL6', 'Q9HC98'})"
"frozenset({'IL6', 'Q13625', 'Q13432'})"
"frozenset({'P05412', 'O75477', 'IL6'})"
"frozenset({'Q16795', 'IL6', 'P03886'})"
"frozenset({'IL6', 'P01106', 'Q12894'})"
"frozenset({'Q9ULU4', 'IL6', 'Q9H2G4'})"
"frozenset({'IL6', 'Q15149', 'P08047'})"
"frozenset({'P68431', 'IL6', 'P61513'})"
