negatives
"frozenset({'Q96HT8', 'Q99757', 'BDNF'})"
"frozenset({'Q9Y6M9', 'Q9C002', 'BDNF'})"
"frozenset({'Q14CZ0', 'BDNF', 'Q96CB8'})"
"frozenset({'P05388', 'O43324', 'BDNF'})"
"frozenset({'P49760', 'Q15696', 'BDNF'})"
"frozenset({'Q8NFB2', 'BDNF', 'Q7L9B9'})"
"frozenset({'P17081', 'BDNF', 'Q13177'})"
"frozenset({'Q9BZL6', 'Q9UQL6', 'BDNF'})"
"frozenset({'P61923', 'BDNF', 'O14980'})"
"frozenset({'Q9Y3T9', 'BDNF', 'Q15397'})"
"frozenset({'Q8WZ60', 'BDNF', 'Q9Y3A5'})"
"frozenset({'Q14498', 'BDNF', 'A0JLT2'})"
"frozenset({'P05067', 'BDNF', 'Q9BTD8'})"
"frozenset({'P50613', 'BDNF', 'Q13888'})"
"frozenset({'Q9Y4A9', 'BDNF', 'P22612'})"
"frozenset({'P53350', 'BDNF', 'P49736'})"
"frozenset({'P08670', 'BDNF', 'Q8NI38'})"
"frozenset({'P06748', 'BDNF', 'P52732'})"
"frozenset({'P62277', 'BDNF', 'O00567'})"
"frozenset({'O94822', 'P60896', 'BDNF'})"
"frozenset({'P05412', 'BDNF', 'O43172'})"
"frozenset({'P60709', 'BDNF', 'P35221'})"
"frozenset({'P02766', 'BDNF', 'P25713'})"
"frozenset({'Q9NRF9', 'P78537', 'BDNF'})"
"frozenset({'Q8N490', 'BDNF', 'Q5MIZ7'})"
"frozenset({'Q9NQL9', 'BDNF', 'O15162'})"
"frozenset({'Q8NGR6', 'BDNF', 'P49407'})"
"frozenset({'Q15436', 'O95487', 'BDNF'})"
"frozenset({'P06748', 'Q6ZV73', 'BDNF'})"
"frozenset({'BDNF', 'Q93009', 'Q13620'})"
"frozenset({'Q01968', 'Q9Y3B3', 'BDNF'})"
"frozenset({'Q96DX7', 'Q8NDC4', 'BDNF'})"
"frozenset({'Q15369', 'Q9H9S0', 'BDNF'})"
"frozenset({'Q9BWG6', 'Q8N0S2', 'BDNF'})"
"frozenset({'Q00005', 'BDNF', 'P62241'})"
"frozenset({'P62324', 'BDNF', 'Q9UIV1'})"
"frozenset({'P30050', 'BDNF', 'P63173'})"
"frozenset({'BDNF', 'P16473', 'P63096'})"
"frozenset({'BDNF', 'Q06187', 'P50148'})"
"frozenset({'Q7Z6R9', 'BDNF', 'O95429'})"
"frozenset({'Q96R06', 'BDNF', 'Q8TD31'})"
"frozenset({'Q8N138', 'BDNF', 'Q99942'})"
"frozenset({'O14965', 'BDNF', 'P56962'})"
"frozenset({'O75348', 'BDNF', 'O43521'})"
"frozenset({'Q9UBB6', 'BDNF', 'O14980'})"
"frozenset({'P53992', 'BDNF', 'P13612'})"
"frozenset({'Q96HR3', 'Q71F56', 'BDNF'})"
"frozenset({'P61073', 'BDNF', 'P16619'})"
"frozenset({'Q96CS3', 'BDNF', 'Q15717'})"
"frozenset({'Q9UJA5', 'BDNF', 'P17844'})"
"frozenset({'P50221', 'Q96GN5', 'BDNF'})"
"frozenset({'P04626', 'BDNF', 'Q14974'})"
"frozenset({'P60411', 'BDNF', 'O60573'})"
"frozenset({'Q8IYR0', 'BDNF', 'Q15323'})"
"frozenset({'BDNF', 'Q2TAL8', 'P55735'})"
"frozenset({'BDNF', 'Q5VSL9', 'P30153'})"
"frozenset({'O43395', 'BDNF', 'O75934'})"
"frozenset({'Q6ZN18', 'Q9Y297', 'BDNF'})"
"frozenset({'Q96MH2', 'Q8IYX7', 'BDNF'})"
"frozenset({'Q969J5', 'BDNF', 'P0DML3'})"
"frozenset({'Q86UZ6', 'BDNF', 'Q6P2Q9'})"
"frozenset({'O15027', 'BDNF', 'Q9Y618'})"
"frozenset({'Q9H8V3', 'BDNF', 'O60841'})"
"frozenset({'Q8NI37', 'BDNF', 'Q15717'})"
"frozenset({'Q9NUL5', 'P0C7H8', 'BDNF'})"
"frozenset({'Q8NHY6', 'BDNF', 'O75569'})"
"frozenset({'BDNF', 'O15372', 'P41567'})"
"frozenset({'Q68DA7', 'BDNF', 'Q9BW27'})"
"frozenset({'Q96MW1', 'BDNF', 'Q5S007'})"
"frozenset({'Q5VWQ0', 'BDNF', 'O95218'})"
"frozenset({'P27708', 'BDNF', 'P57078'})"
"frozenset({'P20340', 'BDNF', 'Q96G01'})"
"frozenset({'Q9UBB9', 'BDNF', 'O43189'})"
"frozenset({'P31153', 'Q9NR19', 'BDNF'})"
"frozenset({'Q7Z5G4', 'BDNF', 'P19320'})"
"frozenset({'Q15025', 'Q15560', 'BDNF'})"
"frozenset({'BDNF', 'O00182', 'P13612'})"
"frozenset({'P60328', 'BDNF', 'P48023'})"
"frozenset({'Q00610', 'BDNF', 'P05023'})"
"frozenset({'P02751', 'BDNF', 'P35249'})"
"frozenset({'Q12996', 'BDNF', 'Q9UKF6'})"
"frozenset({'P23443', 'Q9Y6Q9', 'BDNF'})"
"frozenset({'Q96Q83', 'P17480', 'BDNF'})"
"frozenset({'O00461', 'BDNF', 'Q8N205'})"
"frozenset({'Q6ZRI6', 'BDNF', 'P55345'})"
"frozenset({'P0CAP2', 'Q9P2H0', 'BDNF'})"
"frozenset({'Q9H074', 'BDNF', 'Q14103'})"
"frozenset({'O95299', 'Q16795', 'BDNF'})"
"frozenset({'Q9NVH2', 'BDNF', 'Q9NVM9'})"
"frozenset({'O95208', 'P08069', 'BDNF'})"
"frozenset({'P29372', 'Q15517', 'BDNF'})"
"frozenset({'P27361', 'Q8IWL3', 'BDNF'})"
"frozenset({'P27986', 'O43150', 'BDNF'})"
"frozenset({'Q8TC76', 'BDNF', 'O15075'})"
"frozenset({'O75935', 'BDNF', 'Q5T6S3'})"
"frozenset({'O43889', 'BDNF', 'Q969K7'})"
"frozenset({'Q96AQ7', 'O60543', 'BDNF'})"
"frozenset({'Q02535', 'P17036', 'BDNF'})"
"frozenset({'Q8N0X7', 'O75208', 'BDNF'})"
"frozenset({'BDNF', 'P62280', 'Q00839'})"
"frozenset({'P62873', 'Q8NGP0', 'BDNF'})"
"frozenset({'P35226', 'P62633', 'BDNF'})"
"frozenset({'O75746', 'Q6ZMQ8', 'BDNF'})"
"frozenset({'Q15418', 'P13796', 'BDNF'})"
"frozenset({'Q9Y376', 'BDNF', 'O43741'})"
"frozenset({'O60563', 'BDNF', 'Q12888'})"
"frozenset({'P61077', 'Q9Y4L5', 'BDNF'})"
"frozenset({'Q8NBB4', 'BDNF', 'Q96IT1'})"
"frozenset({'Q9UH03', 'BDNF', 'Q6ZU15'})"
"frozenset({'BDNF', 'O94986', 'Q9Y2T2'})"
"frozenset({'BDNF', 'Q9Y4E8', 'Q14258'})"
"frozenset({'Q96NC0', 'Q2TAC2', 'BDNF'})"
"frozenset({'Q9NZC7', 'O75533', 'BDNF'})"
"frozenset({'P48431', 'Q9Y2X9', 'BDNF'})"
"frozenset({'P61326', 'BDNF', 'Q9UKV3'})"
"frozenset({'P26010', 'Q9Y4G6', 'BDNF'})"
"frozenset({'Q9H3U1', 'P60369', 'BDNF'})"
"frozenset({'Q14457', 'Q9NZB2', 'BDNF'})"
"frozenset({'Q7Z6K5', 'BDNF', 'O14980'})"
"frozenset({'P03372', 'P60660', 'BDNF'})"
"frozenset({'P46779', 'BDNF', 'P61353'})"
"frozenset({'BDNF', 'P21127', 'P11473'})"
"frozenset({'Q99996', 'Q15691', 'BDNF'})"
"frozenset({'Q9UM11', 'P04637', 'BDNF'})"
"frozenset({'P22059', 'P08047', 'BDNF'})"
"frozenset({'P09651', 'BDNF', 'P98170'})"
"frozenset({'BDNF', 'Q8WWQ0', 'P27635'})"
"frozenset({'P13010', 'BDNF', 'O43918'})"
"frozenset({'Q96R47', 'P17612', 'BDNF'})"
"frozenset({'P35226', 'BDNF', 'Q92900'})"
"frozenset({'O75448', 'BDNF', 'O95229'})"
"frozenset({'P02751', 'BDNF', 'P08621'})"
"frozenset({'Q6IQ32', 'BDNF', 'Q15717'})"
"frozenset({'O14965', 'BDNF', 'Q5T9A4'})"
"frozenset({'Q7Z3E2', 'BDNF', 'P84022'})"
"frozenset({'Q04206', 'BDNF', 'Q92985'})"
"frozenset({'BDNF', 'P19387', 'O43809'})"
"frozenset({'P27037', 'BDNF', 'A8MVW5'})"
"frozenset({'P03973', 'BDNF', 'P28799'})"
"frozenset({'Q13740', 'BDNF', 'P04629'})"
"frozenset({'Q9Y3Y2', 'BDNF', 'Q01130'})"
"frozenset({'O14965', 'Q8N6T3', 'BDNF'})"
"frozenset({'Q3ZCQ8', 'O00221', 'BDNF'})"
"frozenset({'BDNF', 'P08047', 'P42574'})"
"frozenset({'Q6ZQN5', 'BDNF', 'P41252'})"
"frozenset({'P25685', 'BDNF', 'Q14289'})"
"frozenset({'O14979', 'BDNF', 'Q7Z7F7'})"
"frozenset({'P12110', 'BDNF', 'Q02221'})"
"frozenset({'Q99496', 'Q8WU90', 'BDNF'})"
"frozenset({'Q9NX04', 'BDNF', 'Q92764'})"
"frozenset({'Q8NC44', 'Q9GZQ8', 'BDNF'})"
"frozenset({'Q9H501', 'Q9Y3I1', 'BDNF'})"
"frozenset({'Q9P0N5', 'BDNF', 'O43169'})"
"frozenset({'P13682', 'BDNF', 'Q9NSC5'})"
"frozenset({'O15131', 'P04406', 'BDNF'})"
"frozenset({'Q92947', 'P49810', 'BDNF'})"
"frozenset({'BDNF', 'P68400', 'Q15555'})"
"frozenset({'Q96PV4', 'BDNF', 'Q9H4G4'})"
"frozenset({'Q8N4Y2', 'Q9H3K2', 'BDNF'})"
"frozenset({'P46976', 'P54646', 'BDNF'})"
"frozenset({'Q96EY1', 'BDNF', 'Q9NRM7'})"
"frozenset({'Q9NRC8', 'BDNF', 'Q12888'})"
"frozenset({'Q13137', 'BDNF', 'P26196'})"
"frozenset({'Q16082', 'Q8N3K9', 'BDNF'})"
"frozenset({'Q9NYA4', 'Q8IVT5', 'BDNF'})"
"frozenset({'Q75N90', 'Q15714', 'BDNF'})"
"frozenset({'Q9Y6Q9', 'BDNF', 'O75376'})"
"frozenset({'Q08170', 'BDNF', 'P84103'})"
"frozenset({'P49761', 'BDNF', 'Q14739'})"
"frozenset({'P35241', 'BDNF', 'Q92598'})"
"frozenset({'P37108', 'P01889', 'BDNF'})"
"frozenset({'Q13077', 'BDNF', 'Q8TBP0'})"
"frozenset({'P53350', 'BDNF', 'Q14203'})"
"frozenset({'Q9NRA1', 'P17948', 'BDNF'})"
"frozenset({'BDNF', 'P38159', 'P26368'})"
"frozenset({'P52655', 'BDNF', 'P62333'})"
"frozenset({'Q99728', 'O14818', 'BDNF'})"
"frozenset({'Q08379', 'P49863', 'BDNF'})"
"frozenset({'Q9P2W3', 'BDNF', 'Q8NGI8'})"
"frozenset({'Q15907', 'Q9NTX9', 'BDNF'})"
"frozenset({'Q07157', 'BDNF', 'P32745'})"
"frozenset({'P18669', 'BDNF', 'P12532'})"
"frozenset({'O14908', 'Q9H9D4', 'BDNF'})"
"frozenset({'P04040', 'P07195', 'BDNF'})"
"frozenset({'Q8NEC5', 'Q96EG3', 'BDNF'})"
"frozenset({'BDNF', 'Q9UGJ1', 'Q6P582'})"
"frozenset({'O75486', 'BDNF', 'O75478'})"
"frozenset({'BDNF', 'Q9BXH1', 'Q07817'})"
"frozenset({'Q96JM7', 'Q9BQE3', 'BDNF'})"
"frozenset({'P04049', 'Q9Y4W2', 'BDNF'})"
"frozenset({'P48380', 'BDNF', 'O94776'})"
"frozenset({'BDNF', 'P55081', 'Q01844'})"
"frozenset({'BDNF', 'Q9NTG7', 'P28799'})"
"frozenset({'Q8WXA9', 'BDNF', 'Q05519'})"
"frozenset({'Q9NYF8', 'BDNF', 'Q86VP6'})"
"frozenset({'Q15149', 'Q9BZW7', 'BDNF'})"
"frozenset({'P62508', 'BDNF', 'Q9UJW3'})"
"frozenset({'P05067', 'BDNF', 'Q8N5I2'})"
"frozenset({'Q93008', 'Q99683', 'BDNF'})"
"frozenset({'P78527', 'O95817', 'BDNF'})"
"frozenset({'P50222', 'Q96FX2', 'BDNF'})"
"frozenset({'Q5VTQ0', 'O95292', 'BDNF'})"
"frozenset({'BDNF', 'O75787', 'Q5HYI8'})"
"frozenset({'P67775', 'Q8IZH2', 'BDNF'})"
"frozenset({'Q9Y624', 'P05107', 'BDNF'})"
"frozenset({'Q9NRN7', 'BDNF', 'Q9NWV8'})"
"frozenset({'O75083', 'BDNF', 'Q9BRA2'})"
"frozenset({'P54289', 'BDNF', 'P36873'})"
"frozenset({'P11177', 'Q15120', 'BDNF'})"
"frozenset({'Q9NY30', 'P11940', 'BDNF'})"
"frozenset({'Q08379', 'Q8N6V9', 'BDNF'})"
"frozenset({'O95817', 'Q13200', 'BDNF'})"
"frozenset({'P10321', 'Q96T76', 'BDNF'})"
"frozenset({'Q13485', 'BDNF', 'Q5T7W7'})"
"frozenset({'BDNF', 'P23467', 'Q9UM73'})"
"frozenset({'Q9Y5B9', 'BDNF', 'Q9UPV0'})"
"frozenset({'Q3SY00', 'O75525', 'BDNF'})"
"frozenset({'Q9H6Z4', 'BDNF', 'P02768'})"
"frozenset({'O43719', 'Q14204', 'BDNF'})"
"frozenset({'P49916', 'BDNF', 'P35244'})"
"frozenset({'P18031', 'BDNF', 'Q10471'})"
"frozenset({'BDNF', 'Q9UN36', 'Q92597'})"
"frozenset({'Q6IA86', 'P34897', 'BDNF'})"
"frozenset({'P18621', 'Q12904', 'BDNF'})"
"frozenset({'O75419', 'Q9HAW4', 'BDNF'})"
"frozenset({'P01270', 'BDNF', 'Q5TH69'})"
"frozenset({'Q86V81', 'BDNF', 'Q7Z7A4'})"
"frozenset({'Q8N543', 'Q96Q11', 'BDNF'})"
"frozenset({'P56747', 'BDNF', 'P78369'})"
"frozenset({'BDNF', 'P43355', 'Q9NRL3'})"
"frozenset({'O60885', 'BDNF', 'Q15717'})"
"frozenset({'Q9Y4Z0', 'Q9UNX3', 'BDNF'})"
"frozenset({'Q9C0C7', 'BDNF', 'P57078'})"
"frozenset({'BDNF', 'P05771', 'P16885'})"
"frozenset({'BDNF', 'O14531', 'Q99962'})"
"frozenset({'Q13148', 'BDNF', 'Q9Y5A9'})"
"frozenset({'Q32P28', 'Q15287', 'BDNF'})"
"frozenset({'P19838', 'BDNF', 'P05362'})"
"frozenset({'BDNF', 'O00308', 'P63151'})"
"frozenset({'Q9BQB6', 'Q8IWL3', 'BDNF'})"
"frozenset({'Q9H204', 'Q9UHV7', 'BDNF'})"
"frozenset({'P54619', 'Q9P2W3', 'BDNF'})"
"frozenset({'P24864', 'BDNF', 'P23258'})"
"frozenset({'O60262', 'BDNF', 'P34982'})"
"frozenset({'Q9Y5S9', 'BDNF', 'Q96Q15'})"
"frozenset({'P25098', 'BDNF', 'Q8NGR1'})"
"frozenset({'P16499', 'Q9H9S0', 'BDNF'})"
"frozenset({'BDNF', 'P46934', 'O60291'})"
"frozenset({'P0DP24', 'Q9UM54', 'BDNF'})"
"frozenset({'BDNF', 'Q9BXJ9', 'P19320'})"
"frozenset({'BDNF', 'P26368', 'Q08117'})"
"frozenset({'Q96HT8', 'Q8TC20', 'BDNF'})"
"frozenset({'P50990', 'Q7Z6Z7', 'BDNF'})"
"frozenset({'P61077', 'Q9ULV8', 'BDNF'})"
"frozenset({'P35244', 'BDNF', 'Q8N5C6'})"
"frozenset({'Q16821', 'O94763', 'BDNF'})"
"frozenset({'O76000', 'P17612', 'BDNF'})"
"frozenset({'Q99985', 'BDNF', 'P51805'})"
"frozenset({'P61326', 'P46781', 'BDNF'})"
"frozenset({'P32780', 'BDNF', 'P23025'})"
"frozenset({'Q15084', 'BDNF', 'P27824'})"
"frozenset({'Q7Z4H7', 'BDNF', 'P04629'})"
"frozenset({'BDNF', 'Q7Z3C6', 'P60410'})"
"frozenset({'O14544', 'BDNF', 'P31785'})"
"frozenset({'P62906', 'BDNF', 'P42766'})"
"frozenset({'Q9H7D7', 'BDNF', 'Q5JST6'})"
"frozenset({'Q13573', 'BDNF', 'Q6P2Q9'})"
"frozenset({'Q12866', 'BDNF', 'P08238'})"
"frozenset({'Q86YS7', 'BDNF', 'P11474'})"
"frozenset({'Q9UKG9', 'BDNF', 'P11021'})"
"frozenset({'O60493', 'Q15654', 'BDNF'})"
"frozenset({'Q9H0U4', 'Q9NZ01', 'BDNF'})"
"frozenset({'P61077', 'BDNF', 'Q05086'})"
"frozenset({'BDNF', 'P27658', 'Q5T749'})"
"frozenset({'Q9NSK0', 'P33176', 'BDNF'})"
"frozenset({'P54132', 'Q13610', 'BDNF'})"
"frozenset({'Q9NRD1', 'BDNF', 'P39656'})"
"frozenset({'Q86VP3', 'BDNF', 'Q9BSI4'})"
"frozenset({'P40225', 'BDNF', 'Q9Y6R0'})"
"frozenset({'Q9NWN3', 'BDNF', 'Q13616'})"
"frozenset({'Q9BYG3', 'P18124', 'BDNF'})"
"frozenset({'P06401', 'BDNF', 'P53041'})"
"frozenset({'Q99571', 'Q8N766', 'BDNF'})"
"frozenset({'Q8WWC4', 'BDNF', 'P57078'})"
"frozenset({'Q15038', 'P86496', 'BDNF'})"
"frozenset({'P10275', 'BDNF', 'P82094'})"
"frozenset({'Q14457', 'BDNF', 'Q9BXM7'})"
"frozenset({'BDNF', 'O14964', 'Q9UJW9'})"
"frozenset({'Q8WV07', 'P61221', 'BDNF'})"
"frozenset({'P19838', 'BDNF', 'Q14690'})"
"frozenset({'O95166', 'P46087', 'BDNF'})"
"frozenset({'BDNF', 'P04629', 'O76003'})"
"frozenset({'O43390', 'P61254', 'BDNF'})"
"frozenset({'P05549', 'P04637', 'BDNF'})"
"frozenset({'Q9ULT8', 'BDNF', 'Q9NY93'})"
"frozenset({'Q2KHM9', 'BDNF', 'Q14244'})"
"frozenset({'BDNF', 'O00499', 'Q15717'})"
"frozenset({'Q9UBB9', 'BDNF', 'Q68DK2'})"
"frozenset({'P62508', 'Q92786', 'BDNF'})"
"frozenset({'P22736', 'BDNF', 'Q9Y243'})"
"frozenset({'Q96Q83', 'BDNF', 'Q9Y3R4'})"
"frozenset({'Q8IXZ2', 'BDNF', 'Q969Q0'})"
"frozenset({'Q9NW61', 'BDNF', 'Q96BK5'})"
"frozenset({'Q96IF1', 'Q15654', 'BDNF'})"
"frozenset({'Q9H0S4', 'BDNF', 'O14980'})"
"frozenset({'P50990', 'BDNF', 'P50213'})"
"frozenset({'BDNF', 'P49368', 'Q9H7D0'})"
"frozenset({'O75530', 'P23193', 'BDNF'})"
"frozenset({'BDNF', 'Q6IPU0', 'Q9BU64'})"
"frozenset({'P53779', 'BDNF', 'P40763'})"
"frozenset({'BDNF', 'P33527', 'O00330'})"
"frozenset({'P50750', 'Q6P1J9', 'BDNF'})"
"frozenset({'P56524', 'P11831', 'BDNF'})"
"frozenset({'BDNF', 'P48146', 'O76011'})"
"frozenset({'Q05397', 'P49841', 'BDNF'})"
"frozenset({'P51668', 'Q9C035', 'BDNF'})"
"frozenset({'P16455', 'BDNF', 'P07355'})"
"frozenset({'Q96M27', 'BDNF', 'P61586'})"
"frozenset({'Q9HC52', 'BDNF', 'P62807'})"
"frozenset({'Q96HR8', 'O00203', 'BDNF'})"
"frozenset({'O15455', 'BDNF', 'Q13490'})"
"frozenset({'P11177', 'BDNF', 'P48454'})"
"frozenset({'BDNF', 'P41208', 'P48643'})"
"frozenset({'P62314', 'BDNF', 'P09651'})"
"frozenset({'P11309', 'P42226', 'BDNF'})"
"frozenset({'P63218', 'BDNF', 'P51828'})"
"frozenset({'P05106', 'BDNF', 'Q9NVD7'})"
"frozenset({'P08754', 'P30939', 'BDNF'})"
"frozenset({'Q06124', 'P20138', 'BDNF'})"
"frozenset({'Q9NZL9', 'BDNF', 'Q15717'})"
"frozenset({'Q14254', 'BDNF', 'Q9Y3E0'})"
"frozenset({'BDNF', 'P41134', 'P12980'})"
"frozenset({'Q9Y2W1', 'BDNF', 'P83916'})"
"frozenset({'BDNF', 'Q15528', 'A0JLT2'})"
"frozenset({'Q9NU22', 'BDNF', 'Q8TDN6'})"
"frozenset({'Q9Y606', 'Q9GZL7', 'BDNF'})"
"frozenset({'Q92519', 'BDNF', 'P15884'})"
"frozenset({'P01241', 'BDNF', 'Q9Y3D7'})"
"frozenset({'P01106', 'P46940', 'BDNF'})"
"frozenset({'Q15047', 'Q9UBU9', 'BDNF'})"
"frozenset({'O15061', 'Q9NRI5', 'BDNF'})"
"frozenset({'P07437', 'P21860', 'BDNF'})"
"frozenset({'P17936', 'P04637', 'BDNF'})"
"frozenset({'P08254', 'BDNF', 'Q8IZA0'})"
"frozenset({'Q14330', 'BDNF', 'P36952'})"
"frozenset({'Q9H0C8', 'P42229', 'BDNF'})"
"frozenset({'P60411', 'Q969G3', 'BDNF'})"
"frozenset({'P31948', 'BDNF', 'O15264'})"
"frozenset({'O95817', 'BDNF', 'P17706'})"
"frozenset({'Q6P1J9', 'P05556', 'BDNF'})"
"frozenset({'Q9UBS0', 'BDNF', 'P61247'})"
"frozenset({'P19338', 'BDNF', 'Q86VP6'})"
"frozenset({'P07910', 'BDNF', 'Q8IX12'})"
"frozenset({'P05014', 'Q8IU57', 'BDNF'})"
"frozenset({'Q15293', 'BDNF', 'O76003'})"
"frozenset({'BDNF', 'O15143', 'O15144'})"
"frozenset({'O75955', 'BDNF', 'Q6IQ23'})"
"frozenset({'P01889', 'BDNF', 'P42771'})"
"frozenset({'BDNF', 'O14633', 'P28799'})"
"frozenset({'Q86VR2', 'BDNF', 'Q6UWP7'})"
"frozenset({'Q15029', 'BDNF', 'P32121'})"
"frozenset({'Q9H582', 'BDNF', 'P18146'})"
"frozenset({'Q9HCM9', 'Q53GS9', 'BDNF'})"
"frozenset({'O15397', 'Q9UL18', 'BDNF'})"
"frozenset({'BDNF', 'O00159', 'P23528'})"
"frozenset({'Q96KP1', 'BDNF', 'Q9HCE1'})"
"frozenset({'P0C0S5', 'BDNF', 'Q8IXK0'})"
"frozenset({'P47881', 'BDNF', 'P49407'})"
"frozenset({'P12532', 'BDNF', 'Q15022'})"
"frozenset({'P31273', 'BDNF', 'Q06710'})"
"frozenset({'Q01167', 'BDNF', 'P28370'})"
"frozenset({'BDNF', 'Q8N2S1', 'Q96RU7'})"
"frozenset({'P78371', 'Q38SD2', 'BDNF'})"
"frozenset({'P26641', 'BDNF', 'Q8IXM3'})"
"frozenset({'O43900', 'BDNF', 'Q14134'})"
"frozenset({'Q00610', 'BDNF', 'Q9NYJ8'})"
"frozenset({'Q99832', 'Q86SE9', 'BDNF'})"
"frozenset({'Q70EL2', 'BDNF', 'P38159'})"
"frozenset({'P27986', 'BDNF', 'P30530'})"
"frozenset({'BDNF', 'Q8TAT6', 'Q96AY3'})"
"frozenset({'P10914', 'BDNF', 'P12004'})"
"frozenset({'Q96CW5', 'BDNF', 'P17844'})"
"frozenset({'Q8NC51', 'BDNF', 'Q9NS56'})"
"frozenset({'Q7Z4G1', 'BDNF', 'Q14186'})"
"frozenset({'Q05397', 'BDNF', 'Q13972'})"
"frozenset({'P36542', 'Q9H4B6', 'BDNF'})"
"frozenset({'O75360', 'BDNF', 'Q5JVL4'})"
"frozenset({'Q12962', 'Q13813', 'BDNF'})"
"frozenset({'BDNF', 'P22681', 'O94875'})"
"frozenset({'Q13309', 'P08047', 'BDNF'})"
"frozenset({'P01116', 'Q5VU43', 'BDNF'})"
"frozenset({'BDNF', 'Q9Y5M8', 'Q9UKV5'})"
"frozenset({'P14625', 'Q6NUN9', 'BDNF'})"
"frozenset({'Q96GX1', 'Q96E22', 'BDNF'})"
"frozenset({'O75925', 'BDNF', 'Q16665'})"
"frozenset({'Q9UQL6', 'BDNF', 'Q16513'})"
"frozenset({'Q9Y3P9', 'P20340', 'BDNF'})"
"frozenset({'Q99873', 'BDNF', 'P35637'})"
"frozenset({'O95990', 'BDNF', 'Q8N6Y0'})"
"frozenset({'O15198', 'Q13219', 'BDNF'})"
"frozenset({'Q6ZV73', 'BDNF', 'P62993'})"
"frozenset({'P55072', 'Q8TAT6', 'BDNF'})"
"frozenset({'Q16620', 'BDNF', 'P21583'})"
"frozenset({'P19021', 'BDNF', 'P08185'})"
"frozenset({'Q06330', 'P49841', 'BDNF'})"
"frozenset({'Q13596', 'Q9NQC3', 'BDNF'})"
"frozenset({'P22314', 'P19474', 'BDNF'})"
"frozenset({'P31689', 'BDNF', 'Q14249'})"
"frozenset({'Q9P0N5', 'BDNF', 'Q8IZJ1'})"
"frozenset({'Q16288', 'BDNF', 'P00519'})"
"frozenset({'O75581', 'O96014', 'BDNF'})"
"frozenset({'P35367', 'O95837', 'BDNF'})"
"frozenset({'P56817', 'BDNF', 'Q14254'})"
"frozenset({'Q71U36', 'O60716', 'BDNF'})"
"frozenset({'Q96GD4', 'Q9BPX6', 'BDNF'})"
"frozenset({'Q7Z4Q2', 'Q8WVE6', 'BDNF'})"
"frozenset({'Q06609', 'Q9NP66', 'BDNF'})"
"frozenset({'Q8NEC5', 'P49795', 'BDNF'})"
"frozenset({'Q13683', 'BDNF', 'P46108'})"
"frozenset({'Q14527', 'BDNF', 'Q149N8'})"
"frozenset({'P61254', 'BDNF', 'P62854'})"
"frozenset({'P43366', 'Q8N140', 'BDNF'})"
"frozenset({'O60832', 'BDNF', 'P08865'})"
"frozenset({'Q02318', 'BDNF', 'P49327'})"
"frozenset({'BDNF', 'O60220', 'Q9Y5J7'})"
"frozenset({'Q13616', 'P60660', 'BDNF'})"
"frozenset({'BDNF', 'P22694', 'Q13131'})"
"frozenset({'A1E959', 'BDNF', 'Q71SY5'})"
"frozenset({'Q9Y6M1', 'BDNF', 'Q14203'})"
"frozenset({'P15927', 'BDNF', 'Q9NS91'})"
"frozenset({'BDNF', 'Q13164', 'P50549'})"
"frozenset({'P61201', 'Q92466', 'BDNF'})"
"frozenset({'P15036', 'Q9P2X3', 'BDNF'})"
"frozenset({'Q13404', 'P49773', 'BDNF'})"
"frozenset({'Q15185', 'Q15293', 'BDNF'})"
"frozenset({'Q13635', 'BDNF', 'Q9UBV7'})"
"frozenset({'P33240', 'Q9NZC7', 'BDNF'})"
"frozenset({'P68104', 'P19387', 'BDNF'})"
"frozenset({'P08670', 'BDNF', 'Q9NYJ8'})"
"frozenset({'Q8IV08', 'BDNF', 'P04629'})"
"frozenset({'Q08426', 'BDNF', 'Q9BYV6'})"
"frozenset({'Q9NUX5', 'Q03154', 'BDNF'})"
"frozenset({'P22736', 'P60370', 'BDNF'})"
"frozenset({'Q9BYR3', 'BDNF', 'A8MQ03'})"
"frozenset({'Q9P0I2', 'BDNF', 'Q14203'})"
"frozenset({'P35243', 'BDNF', 'Q8WTQ7'})"
"frozenset({'P08571', 'BDNF', 'Q9NP61'})"
"frozenset({'Q719I0', 'BDNF', 'P07900'})"
"frozenset({'BDNF', 'Q8IZY5', 'Q07817'})"
"frozenset({'Q4JDL3', 'Q13315', 'BDNF'})"
"frozenset({'P01106', 'Q99720', 'BDNF'})"
"frozenset({'Q504Q3', 'BDNF', 'Q14588'})"
"frozenset({'Q08209', 'P53805', 'BDNF'})"
"frozenset({'Q15819', 'P22314', 'BDNF'})"
"frozenset({'Q9NYR9', 'BDNF', 'P04183'})"
"frozenset({'BDNF', 'Q9NXC2', 'Q2PPJ7'})"
"frozenset({'P00966', 'BDNF', 'P10619'})"
"frozenset({'P01106', 'BDNF', 'Q9H568'})"
"frozenset({'A6NET4', 'BDNF', 'P49407'})"
"frozenset({'Q9NZC7', 'BDNF', 'P26196'})"
"frozenset({'Q92731', 'P15172', 'BDNF'})"
"frozenset({'Q99496', 'Q12899', 'BDNF'})"
"frozenset({'P22087', 'P35226', 'BDNF'})"
"frozenset({'BDNF', 'P46108', 'Q9UN72'})"
"frozenset({'P49767', 'BDNF', 'Q02763'})"
